model,eval_type,mean,ci_lo,ci_hi,n_subjects,panel,group_label,group_color,x,x_start,x_end,mean_group,ci_lo_group,ci_hi_group,deepnsd_model,model_string,model_display_name,train_type,train_data,architecture,model_class,task_cluster,compare_architecture,compare_goal_slip,compare_goal_taskonomy_tasks,compare_goal_taskonomy_cluster,compare_diet_ipcl,compare_goal_selfsupervised,compare_goal_contrastive,compare_diet_imagenetsize
vgg16_classification,crsa,0.2929938495159149,0.2629724025726318,0.3406501948833466,5,Fig2 architecture,Convolutional,#e69f00,0.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,vgg16,vgg16_classification,VGG16,classification,imagenet,vgg16,Convolutional,Semantic,Convolutional,,,,,,,
alexnet_classification,crsa,0.23828376233577728,0.21763362288475036,0.2581020504236221,5,Fig2 architecture,Convolutional,#e69f00,1.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,alexnet,alexnet_classification,AlexNet,classification,imagenet,alexnet,Convolutional,Semantic,Convolutional,,,,,,,
densenet121_classification,crsa,0.1780148833990097,0.13467825055122376,0.23303864598274232,5,Fig2 architecture,Convolutional,#e69f00,2.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,densenet121,densenet121_classification,DenseNet121,classification,imagenet,densenet121,Convolutional,Semantic,Convolutional,,,,,,,
squeezenet1_0_classification,crsa,0.268035089969635,0.24507117867469788,0.29966177940368655,5,Fig2 architecture,Convolutional,#e69f00,3.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,squeezenet1_0,squeezenet1_0_classification,SqueezeNet1.0,classification,imagenet,squeezenet1_0,Convolutional,Semantic,Convolutional,,,,,,,
mobilenetv3_large_100_classification,crsa,0.22317960262298583,0.19400732219219208,0.2523518830537796,5,Fig2 architecture,Convolutional,#e69f00,4.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,mobilenetv3_large_100,mobilenetv3_large_100_classification,MobileNet-V3-Large,classification,imagenet,mobilenetv3_large_100,Convolutional,Semantic,Convolutional,,,,,,,
regnety_064_classification,crsa,0.20456823706626892,0.1583812266588211,0.2612988144159317,5,Fig2 architecture,Convolutional,#e69f00,5.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,regnety_064,regnety_064_classification,RegNetY-64,classification,imagenet,regnety_064,Convolutional,Semantic,Convolutional,,,,,,,
ghostnet_100_classification,crsa,0.15972950756549836,0.14110440611839295,0.18524206578731536,5,Fig2 architecture,Convolutional,#e69f00,6.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,ghostnet_100,ghostnet_100_classification,GhostNet100,classification,imagenet,ghostnet_100,Convolutional,Semantic,Convolutional,,,,,,,
hardcorenas_a_classification,crsa,0.2398668110370636,0.1961780458688736,0.2730873912572861,5,Fig2 architecture,Convolutional,#e69f00,7.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,hardcorenas_a,hardcorenas_a_classification,HardCoreNAS-A,classification,imagenet,hardcorenas_a,Convolutional,Semantic,Convolutional,,,,,,,
skresnext50_32x4d_classification,crsa,0.2044910967350006,0.1325763761997223,0.26791150867938995,5,Fig2 architecture,Convolutional,#e69f00,8.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,skresnext50_32x4d,skresnext50_32x4d_classification,SKResNext50-32x4D,classification,imagenet,skresnext50_32x4d,Convolutional,Semantic,Convolutional,,,,,,,
seresnext50_32x4d_classification,crsa,0.20930032134056092,0.18421731293201446,0.23244876861572267,5,Fig2 architecture,Convolutional,#e69f00,9.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,seresnext50_32x4d,seresnext50_32x4d_classification,SEResNext50-32x4D,classification,imagenet,seresnext50_32x4d,Convolutional,Semantic,Convolutional,,,,,,,
semnasnet_100_classification,crsa,0.23213138282299042,0.19732699662446976,0.27873108983039857,5,Fig2 architecture,Convolutional,#e69f00,10.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,semnasnet_100,semnasnet_100_classification,SemNASNet100,classification,imagenet,semnasnet_100,Convolutional,Semantic,Convolutional,,,,,,,
convnext_large_classification,crsa,0.17758958637714387,0.13575340807437897,0.224760502576828,5,Fig2 architecture,Convolutional,#e69f00,11.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,convnext_large,convnext_large_classification,ConvNext-L,classification,imagenet,convnext_large,Convolutional,Semantic,Convolutional,,,,,,,imagenet
resnet18_classification,crsa,0.20772455334663392,0.1902240127325058,0.22134386003017426,5,Fig2 architecture,Convolutional,#e69f00,12.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,resnet18,resnet18_classification,ResNet18,classification,imagenet,resnet18,Convolutional,Semantic,Convolutional,,,,,,,
efficientnet_b3_classification,crsa,0.21994293928146363,0.1883741021156311,0.2552997589111328,5,Fig2 architecture,Convolutional,#e69f00,13.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,efficientnet_b3,efficientnet_b3_classification,EfficientNet-B3,classification,imagenet,efficientnet_b3,Convolutional,Semantic,Convolutional,,,,,,,
shufflenet_v2_x1_0_classification,crsa,0.2601814866065979,0.21913503110408783,0.30334801971912384,5,Fig2 architecture,Convolutional,#e69f00,14.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,shufflenet_v2_x1_0,shufflenet_v2_x1_0_classification,ShuffleNet-V2-x1.0,classification,imagenet,shufflenet_v2_x1_0,Convolutional,Semantic,Convolutional,,,,,,,
resnet152_classification,crsa,0.14734084904193878,0.13398034274578094,0.16226100623607637,5,Fig2 architecture,Convolutional,#e69f00,15.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,resnet152,resnet152_classification,ResNet152,classification,imagenet,resnet152,Convolutional,Semantic,Convolutional,,,,,,,
googlenet_classification,crsa,0.22722742855548858,0.19042746126651763,0.27619480788707734,5,Fig2 architecture,Convolutional,#e69f00,16.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,googlenet,googlenet_classification,GoogleNet,classification,imagenet,googlenet,Convolutional,Semantic,Convolutional,,,,,,,
inception_v3_classification,crsa,0.21866157352924348,0.183861243724823,0.2632152080535889,5,Fig2 architecture,Convolutional,#e69f00,17.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,inception_v3,inception_v3_classification,Inception-V3,classification,imagenet,inception_v3,Convolutional,Semantic,Convolutional,,,,,,,
gmixer_24_224_classification,crsa,0.04991546720266342,0.026485884189605714,0.07488535940647126,5,Fig2 architecture,Convolutional,#e69f00,18.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,gmixer_24_224,gmixer_24_224_classification,GMixer-24,classification,imagenet,gmixer_24_224,Convolutional,Semantic,Convolutional,,,,,,,
nfnet_l0_classification,crsa,0.2461156278848648,0.19005724787712097,0.3021740078926086,5,Fig2 architecture,Convolutional,#e69f00,19.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,nfnet_l0,nfnet_l0_classification,NF-Net-L0,classification,imagenet,nfnet_l0,Convolutional,Semantic,Convolutional,,,,,,,
dla34_classification,crsa,0.2124926120042801,0.18707426488399506,0.2379109591245651,5,Fig2 architecture,Convolutional,#e69f00,20.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,dla34,dla34_classification,DLA34,classification,imagenet,dla34,Convolutional,Semantic,Convolutional,,,,,,,
eca_nfnet_l0_classification,crsa,0.22594700157642364,0.19932235181331634,0.26001001596450807,5,Fig2 architecture,Convolutional,#e69f00,21.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,eca_nfnet_l0,eca_nfnet_l0_classification,ECA-NFNeT-L0,classification,imagenet,eca_nfnet_l0,Convolutional,Semantic,Convolutional,,,,,,,
nf_resnet50_classification,crsa,0.21261972486972808,0.1516633987426758,0.2671897321939468,5,Fig2 architecture,Convolutional,#e69f00,22.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,nf_resnet50,nf_resnet50_classification,NF-ResNet50,classification,imagenet,nf_resnet50,Convolutional,Semantic,Convolutional,,,,,,,
resnet50_classification,crsa,0.22922828495502473,0.196267569065094,0.26172412037849424,5,Fig2 architecture,Convolutional,#e69f00,23.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,resnet50,resnet50_classification,ResNet50,classification,imagenet,resnet50,Convolutional,Semantic,Convolutional,,,,,,,
regnetx_064_classification,crsa,0.2072148710489273,0.17996301352977753,0.23766287863254548,5,Fig2 architecture,Convolutional,#e69f00,24.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,regnetx_064,regnetx_064_classification,RegNetX-64,classification,imagenet,regnetx_064,Convolutional,Semantic,Convolutional,,,,,,,
cspresnet50_classification,crsa,0.2468290865421295,0.19344418346881864,0.3002139896154404,5,Fig2 architecture,Convolutional,#e69f00,25.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,cspresnet50,cspresnet50_classification,CSP-ResNet50,classification,imagenet,cspresnet50,Convolutional,Semantic,Convolutional,,,,,,,
xception_classification,crsa,0.21442889273166657,0.2004787117242813,0.233563032746315,5,Fig2 architecture,Convolutional,#e69f00,26.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,xception,xception_classification,XCeption,classification,imagenet,xception,Convolutional,Semantic,Convolutional,,,,,,,
resnet101_classification,crsa,0.22069886326789856,0.19230068922042848,0.2589400202035904,5,Fig2 architecture,Convolutional,#e69f00,27.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,resnet101,resnet101_classification,ResNet101,classification,imagenet,resnet101,Convolutional,Semantic,Convolutional,,,,,,,
mnasnet1_0_classification,crsa,0.23070378005504608,0.19035014510154724,0.2678388744592667,5,Fig2 architecture,Convolutional,#e69f00,28.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,mnasnet1_0,mnasnet1_0_classification,MNASNet1.0,classification,imagenet,mnasnet1_0,Convolutional,Semantic,Convolutional,,,,,,,
hardcorenas_f_classification,crsa,0.23734619617462158,0.21483668088912963,0.26454733610153197,5,Fig2 architecture,Convolutional,#e69f00,29.0,-0.38,32.38,0.20925466793053077,0.19318068111371814,0.22310790207575668,hardcorenas_f,hardcorenas_f_classification,HardCoreNAS-F,classification,imagenet,hardcorenas_f,Convolutional,Semantic,Convolutional,,,,,,,
