breakpoint_1_rank,breakpoint_1_score,breakpoint_2_rank,breakpoint_2_score,n_models_top_segment,n_models_middle_segment,n_models_bottom_segment,sse,metric,n_models,top_model,top_score,method,ci_method
75,0.5047031760215759,107,0.4284873366355896,75,32,10,0.06139135444037153,wrsa,117,ViT/B/CLIP_slip,0.5946556806564331,pure_python_grid_search_two_breakpoints,not_computed
