feature_stem,deepnsd_model_string,model,train_task,train_data,architecture,model_class,model_depth,display_name,metric,model_layer,model_layer_depth,mean_train,mean_test,n_subjects,rank_by_mean_train,rank_by_mean_test,selection_rule
egomotion_taskonomy,egomotion_taskonomy,egomotion,taskonomy,taskonomy,resnet50,Convolutional,179.0,Egomotion,srpr,ReLU-25,0.5083798882681564,0.17217857977445605,0.1801059025451872,4,26,1,highest_mean_test_score_across_subjects_posthoc
egomotion_taskonomy,egomotion_taskonomy,egomotion,taskonomy,taskonomy,resnet50,Convolutional,179.0,Egomotion,srpr,Conv2d-38,0.6871508379888268,0.18186386236337604,0.16782046655285465,4,1,30,highest_mean_train_score_across_subjects
egomotion_taskonomy,egomotion_taskonomy,egomotion,taskonomy,taskonomy,resnet50,Convolutional,179.0,Egomotion,wrsa,ReLU-26,0.5307262569832403,0.2509744358613366,0.22166122470820795,4,5,1,highest_mean_test_score_across_subjects_posthoc
egomotion_taskonomy,egomotion_taskonomy,egomotion,taskonomy,taskonomy,resnet50,Convolutional,179.0,Egomotion,wrsa,Conv2d-44,0.7988826815642458,0.26680208196144956,0.192518269530197,3,1,37,highest_mean_train_score_across_subjects
fixated_pose_taskonomy,fixated_pose_taskonomy,fixated_pose,taskonomy,taskonomy,resnet50,Convolutional,179.0,Camera Pose (Fixated),crsa,BatchNorm2d-30,0.5418994413407822,0.09838208431456377,0.09892623282148116,4,1,1,highest_mean_test_score_across_subjects_posthoc
fixated_pose_taskonomy,fixated_pose_taskonomy,fixated_pose,taskonomy,taskonomy,resnet50,Convolutional,179.0,Camera Pose (Fixated),crsa,BatchNorm2d-30,0.5418994413407822,0.09838208431456377,0.09892623282148116,4,1,1,highest_mean_train_score_across_subjects
fixated_pose_taskonomy,fixated_pose_taskonomy,fixated_pose,taskonomy,taskonomy,resnet50,Convolutional,179.0,Camera Pose (Fixated),srpr,Conv2d-28,0.4972067039106145,0.19170201117709224,0.1881096816123558,4,3,1,highest_mean_test_score_across_subjects_posthoc
fixated_pose_taskonomy,fixated_pose_taskonomy,fixated_pose,taskonomy,taskonomy,resnet50,Convolutional,179.0,Camera Pose (Fixated),srpr,Conv2d-29,0.5195530726256983,0.19767542192156887,0.18467431601286677,4,1,3,highest_mean_train_score_across_subjects
fixated_pose_taskonomy,fixated_pose_taskonomy,fixated_pose,taskonomy,taskonomy,resnet50,Convolutional,179.0,Camera Pose (Fixated),wrsa,ReLU-25,0.5083798882681564,0.28926276680197227,0.24309636838781112,4,1,1,highest_mean_test_score_across_subjects_posthoc
fixated_pose_taskonomy,fixated_pose_taskonomy,fixated_pose,taskonomy,taskonomy,resnet50,Convolutional,179.0,Camera Pose (Fixated),wrsa,ReLU-25,0.5083798882681564,0.28926276680197227,0.24309636838781112,4,1,1,highest_mean_train_score_across_subjects
ghostnet_100_classification,ghostnet_100_classification,ghostnet_100,classification,imagenet,ghostnet_100,Convolutional,287.0,GhostNet100,crsa,ReLU-35,0.8153310104529616,0.3991449759433626,0.4128913463304723,4,2,1,highest_mean_test_score_across_subjects_posthoc
ghostnet_100_classification,ghostnet_100_classification,ghostnet_100,classification,imagenet,ghostnet_100,Convolutional,287.0,GhostNet100,crsa,ReLU-30,0.6933797909407665,0.40056976183982085,0.3925042798922893,4,1,2,highest_mean_train_score_across_subjects
ghostnet_100_classification,ghostnet_100_classification,ghostnet_100,classification,imagenet,ghostnet_100,Convolutional,287.0,GhostNet100,srpr,Hardsigmoid-6,0.8222996515679443,0.3650838504405259,0.36921423162957057,4,1,1,highest_mean_test_score_across_subjects_posthoc
ghostnet_100_classification,ghostnet_100_classification,ghostnet_100,classification,imagenet,ghostnet_100,Convolutional,287.0,GhostNet100,srpr,Hardsigmoid-6,0.8222996515679443,0.3650838504405259,0.36921423162957057,4,1,1,highest_mean_train_score_across_subjects
ghostnet_100_classification,ghostnet_100_classification,ghostnet_100,classification,imagenet,ghostnet_100,Convolutional,287.0,GhostNet100,wrsa,Hardsigmoid-6,0.8222996515679443,0.6842674606715085,0.6759335055321187,4,7,1,highest_mean_test_score_across_subjects_posthoc
ghostnet_100_classification,ghostnet_100_classification,ghostnet_100,classification,imagenet,ghostnet_100,Convolutional,287.0,GhostNet100,wrsa,Conv2d-80,0.8118466898954704,0.6905161588033046,0.6681641979357757,4,1,6,highest_mean_train_score_across_subjects
gmixer_24_224_classification,gmixer_24_224_classification,gmixer_24_224,classification,imagenet,gmixer_24_224,Convolutional,414.0,GMixer-24,crsa,Linear-83,0.8526570048309179,0.33870880904953904,0.34571767631414974,4,4,1,highest_mean_test_score_across_subjects_posthoc
gmixer_24_224_classification,gmixer_24_224_classification,gmixer_24_224,classification,imagenet,gmixer_24_224,Convolutional,414.0,GMixer-24,crsa,Linear-75,0.7705314009661836,0.35260592472596247,0.34363807774962274,4,1,2,highest_mean_train_score_across_subjects
gmixer_24_224_classification,gmixer_24_224_classification,gmixer_24_224,classification,imagenet,gmixer_24_224,Convolutional,414.0,GMixer-24,srpr,SiLU-38,0.7729468599033816,0.3752676259553373,0.38125404723247713,4,1,1,highest_mean_test_score_across_subjects_posthoc
gmixer_24_224_classification,gmixer_24_224_classification,gmixer_24_224,classification,imagenet,gmixer_24_224,Convolutional,414.0,GMixer-24,srpr,SiLU-38,0.7729468599033816,0.3752676259553373,0.38125404723247713,4,1,1,highest_mean_train_score_across_subjects
gmixer_24_224_classification,gmixer_24_224_classification,gmixer_24_224,classification,imagenet,gmixer_24_224,Convolutional,414.0,GMixer-24,wrsa,SiLU-42,0.855072463768116,0.700148852451973,0.6888396903751308,4,5,1,highest_mean_test_score_across_subjects_posthoc
gmixer_24_224_classification,gmixer_24_224_classification,gmixer_24_224,classification,imagenet,gmixer_24_224,Convolutional,414.0,GMixer-24,wrsa,Linear-81,0.8333333333333334,0.7055212304427357,0.6756801301482547,4,1,10,highest_mean_train_score_across_subjects
gmlp_s16_224_classification,gmlp_s16_224_classification,gmlp_s16_224,classification,imagenet,gmlp_s16_224,Convolutional,366.0,GMLP-S16,crsa,LayerNorm-50,0.8087431693989071,0.3976145210898405,0.40204637153641426,4,1,1,highest_mean_test_score_across_subjects_posthoc
gmlp_s16_224_classification,gmlp_s16_224_classification,gmlp_s16_224,classification,imagenet,gmlp_s16_224,Convolutional,366.0,GMLP-S16,crsa,LayerNorm-50,0.8087431693989071,0.3976145210898405,0.40204637153641426,4,1,1,highest_mean_train_score_across_subjects
gmlp_s16_224_classification,gmlp_s16_224_classification,gmlp_s16_224,classification,imagenet,gmlp_s16_224,Convolutional,366.0,GMLP-S16,srpr,GELU-23,0.7377049180327869,0.3838521028290145,0.38669221241182106,4,1,1,highest_mean_test_score_across_subjects_posthoc
gmlp_s16_224_classification,gmlp_s16_224_classification,gmlp_s16_224,classification,imagenet,gmlp_s16_224,Convolutional,366.0,GMLP-S16,srpr,GELU-23,0.7377049180327869,0.3838521028290145,0.38669221241182106,4,1,1,highest_mean_train_score_across_subjects
gmlp_s16_224_classification,gmlp_s16_224_classification,gmlp_s16_224,classification,imagenet,gmlp_s16_224,Convolutional,366.0,GMLP-S16,wrsa,Linear-68,0.7459016393442623,0.7035778349703659,0.6939305442774986,4,4,1,highest_mean_test_score_across_subjects_posthoc
gmlp_s16_224_classification,gmlp_s16_224_classification,gmlp_s16_224,classification,imagenet,gmlp_s16_224,Convolutional,366.0,GMLP-S16,wrsa,Linear-65,0.7131147540983607,0.7060545958302294,0.685085426104479,4,1,5,highest_mean_train_score_across_subjects
googlenet_classification,googlenet_classification,googlenet,classification,imagenet,googlenet,Convolutional,197.0,GoogleNet,crsa,MaxPool2d-13,0.9593908629441624,0.3766141092267705,0.37668486485121827,4,1,1,highest_mean_test_score_across_subjects_posthoc
googlenet_classification,googlenet_classification,googlenet,classification,imagenet,googlenet,Convolutional,197.0,GoogleNet,crsa,MaxPool2d-13,0.9593908629441624,0.3766141092267705,0.37668486485121827,4,1,1,highest_mean_train_score_across_subjects
googlenet_classification,googlenet_classification,googlenet,classification,imagenet,googlenet,Convolutional,197.0,GoogleNet,srpr,MaxPool2d-13,0.9593908629441624,0.37472444864829957,0.3762475384845449,4,1,1,highest_mean_test_score_across_subjects_posthoc
googlenet_classification,googlenet_classification,googlenet,classification,imagenet,googlenet,Convolutional,197.0,GoogleNet,srpr,MaxPool2d-13,0.9593908629441624,0.37472444864829957,0.3762475384845449,4,1,1,highest_mean_train_score_across_subjects
googlenet_classification,googlenet_classification,googlenet,classification,imagenet,googlenet,Convolutional,197.0,GoogleNet,wrsa,MaxPool2d-12,0.8578680203045685,0.697161414335187,0.6701769887521078,4,2,1,highest_mean_test_score_across_subjects_posthoc
googlenet_classification,googlenet_classification,googlenet,classification,imagenet,googlenet,Convolutional,197.0,GoogleNet,wrsa,MaxPool2d-13,0.9593908629441624,0.7031394370149278,0.6699326484448925,4,1,2,highest_mean_train_score_across_subjects
hardcorenas_a_classification,hardcorenas_a_classification,hardcorenas_a,classification,imagenet,hardcorenas_a,Convolutional,204.0,HardCoreNAS-A,crsa,ReLU-17,0.8921568627450981,0.4153977515033511,0.4224094540246082,4,2,1,highest_mean_test_score_across_subjects_posthoc
hardcorenas_a_classification,hardcorenas_a_classification,hardcorenas_a,classification,imagenet,hardcorenas_a,Convolutional,204.0,HardCoreNAS-A,crsa,Conv2d-47,0.8872549019607843,0.41804927782958196,0.42095022830514717,4,1,2,highest_mean_train_score_across_subjects
hardcorenas_a_classification,hardcorenas_a_classification,hardcorenas_a,classification,imagenet,hardcorenas_a,Convolutional,204.0,HardCoreNAS-A,srpr,Identity-49,0.8725490196078431,0.3725227104361093,0.3800801289832837,4,1,1,highest_mean_test_score_across_subjects_posthoc
hardcorenas_a_classification,hardcorenas_a_classification,hardcorenas_a,classification,imagenet,hardcorenas_a,Convolutional,204.0,HardCoreNAS-A,srpr,Identity-49,0.8725490196078431,0.3725227104361093,0.3800801289832837,4,1,1,highest_mean_train_score_across_subjects
hardcorenas_a_classification,hardcorenas_a_classification,hardcorenas_a,classification,imagenet,hardcorenas_a,Convolutional,204.0,HardCoreNAS-A,wrsa,Conv2d-51,0.9803921568627452,0.6856822671100397,0.6881023290236227,4,9,1,highest_mean_test_score_across_subjects_posthoc
hardcorenas_a_classification,hardcorenas_a_classification,hardcorenas_a,classification,imagenet,hardcorenas_a,Convolutional,204.0,HardCoreNAS-A,wrsa,Hardswish-13,0.8774509803921569,0.6936311103918411,0.6811188976652718,4,1,6,highest_mean_train_score_across_subjects
hardcorenas_f_classification,hardcorenas_f_classification,hardcorenas_f,classification,imagenet,hardcorenas_f,Convolutional,326.0,HardCoreNAS-F,crsa,ReLU-21,0.7024539877300614,0.43642524188094667,0.43545282178989375,4,1,1,highest_mean_test_score_across_subjects_posthoc
hardcorenas_f_classification,hardcorenas_f_classification,hardcorenas_f,classification,imagenet,hardcorenas_f,Convolutional,326.0,HardCoreNAS-F,crsa,ReLU-21,0.7024539877300614,0.43642524188094667,0.43545282178989375,4,1,1,highest_mean_train_score_across_subjects
hardcorenas_f_classification,hardcorenas_f_classification,hardcorenas_f,classification,imagenet,hardcorenas_f,Convolutional,326.0,HardCoreNAS-F,srpr,Identity-67,0.803680981595092,0.36546776928694724,0.37285471342164556,4,3,1,highest_mean_test_score_across_subjects_posthoc
hardcorenas_f_classification,hardcorenas_f_classification,hardcorenas_f,classification,imagenet,hardcorenas_f,Convolutional,326.0,HardCoreNAS-F,srpr,Hardsigmoid-14,0.8220858895705522,0.36678930683997946,0.3688967463620399,4,1,3,highest_mean_train_score_across_subjects
hardcorenas_f_classification,hardcorenas_f_classification,hardcorenas_f,classification,imagenet,hardcorenas_f,Convolutional,326.0,HardCoreNAS-F,wrsa,Hardsigmoid-14,0.8220858895705522,0.6955132618470661,0.6829210972295439,4,5,1,highest_mean_test_score_across_subjects_posthoc
hardcorenas_f_classification,hardcorenas_f_classification,hardcorenas_f,classification,imagenet,hardcorenas_f,Convolutional,326.0,HardCoreNAS-F,wrsa,SqueezeExcite-14,0.8251533742331288,0.706640882251273,0.6819945656938695,4,1,2,highest_mean_train_score_across_subjects
inception_v3_classification,inception_v3_classification,inception_v3,classification,imagenet,inception_v3,Convolutional,300.0,Inception-V3,crsa,BatchNorm2d-82,0.8533333333333334,0.40582102040894924,0.41662029072015333,4,1,1,highest_mean_test_score_across_subjects_posthoc
inception_v3_classification,inception_v3_classification,inception_v3,classification,imagenet,inception_v3,Convolutional,300.0,Inception-V3,crsa,BatchNorm2d-82,0.8533333333333334,0.40582102040894924,0.41662029072015333,4,1,1,highest_mean_train_score_across_subjects
inception_v3_classification,inception_v3_classification,inception_v3,classification,imagenet,inception_v3,Convolutional,300.0,Inception-V3,srpr,InceptionD-1,0.7966666666666666,0.37038555551335367,0.36921016779927696,4,1,1,highest_mean_test_score_across_subjects_posthoc
inception_v3_classification,inception_v3_classification,inception_v3,classification,imagenet,inception_v3,Convolutional,300.0,Inception-V3,srpr,InceptionD-1,0.7966666666666666,0.37038555551335367,0.36921016779927696,4,1,1,highest_mean_train_score_across_subjects
inception_v3_classification,inception_v3_classification,inception_v3,classification,imagenet,inception_v3,Convolutional,300.0,Inception-V3,wrsa,InceptionD-1,0.7966666666666666,0.6944967342230641,0.6774238046456573,4,1,1,highest_mean_test_score_across_subjects_posthoc
inception_v3_classification,inception_v3_classification,inception_v3,classification,imagenet,inception_v3,Convolutional,300.0,Inception-V3,wrsa,InceptionD-1,0.7966666666666666,0.6944967342230641,0.6774238046456573,4,1,1,highest_mean_train_score_across_subjects
inpainting_taskonomy,inpainting_taskonomy,inpainting,taskonomy,taskonomy,resnet50,Convolutional,179.0,Inpainting,crsa,BatchNorm2d-39,0.7094972067039106,0.06863255703026466,0.09501633371422505,4,1,1,highest_mean_test_score_across_subjects_posthoc
inpainting_taskonomy,inpainting_taskonomy,inpainting,taskonomy,taskonomy,resnet50,Convolutional,179.0,Inpainting,crsa,BatchNorm2d-39,0.7094972067039106,0.06863255703026466,0.09501633371422505,4,1,1,highest_mean_train_score_across_subjects
inpainting_taskonomy,inpainting_taskonomy,inpainting,taskonomy,taskonomy,resnet50,Convolutional,179.0,Inpainting,srpr,Conv2d-45,0.8156424581005587,0.17560554470661963,0.17027844429977385,4,1,1,highest_mean_test_score_across_subjects_posthoc
inpainting_taskonomy,inpainting_taskonomy,inpainting,taskonomy,taskonomy,resnet50,Convolutional,179.0,Inpainting,srpr,Conv2d-45,0.8156424581005587,0.17560554470661963,0.17027844429977385,4,1,1,highest_mean_train_score_across_subjects
inpainting_taskonomy,inpainting_taskonomy,inpainting,taskonomy,taskonomy,resnet50,Convolutional,179.0,Inpainting,wrsa,Conv2d-45,0.8156424581005587,0.2485246598263999,0.22788152516555532,4,1,1,highest_mean_test_score_across_subjects_posthoc
inpainting_taskonomy,inpainting_taskonomy,inpainting,taskonomy,taskonomy,resnet50,Convolutional,179.0,Inpainting,wrsa,Conv2d-45,0.8156424581005587,0.2485246598263999,0.22788152516555532,4,1,1,highest_mean_train_score_across_subjects
jigsaw_taskonomy,jigsaw_taskonomy,jigsaw,taskonomy,taskonomy,resnet50,Convolutional,179.0,Jigsaw,crsa,BatchNorm2d-45,0.8212290502793296,0.06699731949520502,0.06335269597298848,4,1,1,highest_mean_test_score_across_subjects_posthoc
jigsaw_taskonomy,jigsaw_taskonomy,jigsaw,taskonomy,taskonomy,resnet50,Convolutional,179.0,Jigsaw,crsa,BatchNorm2d-45,0.8212290502793296,0.06699731949520502,0.06335269597298848,4,1,1,highest_mean_train_score_across_subjects
jigsaw_taskonomy,jigsaw_taskonomy,jigsaw,taskonomy,taskonomy,resnet50,Convolutional,179.0,Jigsaw,srpr,ReLU-29,0.5865921787709497,0.14791028749512633,0.15815964266049046,4,17,1,highest_mean_test_score_across_subjects_posthoc
jigsaw_taskonomy,jigsaw_taskonomy,jigsaw,taskonomy,taskonomy,resnet50,Convolutional,179.0,Jigsaw,srpr,Conv2d-45,0.8156424581005587,0.1596383115415405,0.14165011739735478,4,1,24,highest_mean_train_score_across_subjects
jigsaw_taskonomy,jigsaw_taskonomy,jigsaw,taskonomy,taskonomy,resnet50,Convolutional,179.0,Jigsaw,wrsa,ReLU-34,0.6759776536312849,0.1820865519623468,0.1668210098871093,4,3,1,highest_mean_test_score_across_subjects_posthoc
jigsaw_taskonomy,jigsaw_taskonomy,jigsaw,taskonomy,taskonomy,resnet50,Convolutional,179.0,Jigsaw,wrsa,ReLU-37,0.7318435754189944,0.18372099206801923,0.16644145316615758,4,1,2,highest_mean_train_score_across_subjects
jx_nest_tiny_classification,jx_nest_tiny_classification,jx_nest_tiny,classification,imagenet,jx_nest_tiny,Transformer,213.0,JX-NesT-Tiny,crsa,Linear-30,0.6103286384976526,0.3113104715223163,0.3256896995446259,4,7,1,highest_mean_test_score_across_subjects_posthoc
jx_nest_tiny_classification,jx_nest_tiny_classification,jx_nest_tiny,classification,imagenet,jx_nest_tiny,Transformer,213.0,JX-NesT-Tiny,crsa,Linear-35,0.7089201877934272,0.3308489068204652,0.31603957915708725,4,1,4,highest_mean_train_score_across_subjects
jx_nest_tiny_classification,jx_nest_tiny_classification,jx_nest_tiny,classification,imagenet,jx_nest_tiny,Transformer,213.0,JX-NesT-Tiny,srpr,Linear-35,0.7089201877934272,0.37046673520046847,0.3788214265528949,4,1,1,highest_mean_test_score_across_subjects_posthoc
jx_nest_tiny_classification,jx_nest_tiny_classification,jx_nest_tiny,classification,imagenet,jx_nest_tiny,Transformer,213.0,JX-NesT-Tiny,srpr,Linear-35,0.7089201877934272,0.37046673520046847,0.3788214265528949,4,1,1,highest_mean_train_score_across_subjects
jx_nest_tiny_classification,jx_nest_tiny_classification,jx_nest_tiny,classification,imagenet,jx_nest_tiny,Transformer,213.0,JX-NesT-Tiny,wrsa,Linear-35,0.7089201877934272,0.6958284333272403,0.6774849559534448,4,2,1,highest_mean_test_score_across_subjects_posthoc
jx_nest_tiny_classification,jx_nest_tiny_classification,jx_nest_tiny,classification,imagenet,jx_nest_tiny,Transformer,213.0,JX-NesT-Tiny,wrsa,LayerNorm-20,0.704225352112676,0.6968195220923914,0.6691934321719694,4,1,2,highest_mean_train_score_across_subjects
keypoints2d_taskonomy,keypoints2d_taskonomy,keypoints2d,taskonomy,taskonomy,resnet50,Convolutional,179.0,2D Keypoints,crsa,BatchNorm2d-32,0.5810055865921788,0.06474034616099833,0.061012054672707594,4,1,1,highest_mean_test_score_across_subjects_posthoc
keypoints2d_taskonomy,keypoints2d_taskonomy,keypoints2d,taskonomy,taskonomy,resnet50,Convolutional,179.0,2D Keypoints,crsa,BatchNorm2d-32,0.5810055865921788,0.06474034616099833,0.061012054672707594,4,1,1,highest_mean_train_score_across_subjects
keypoints2d_taskonomy,keypoints2d_taskonomy,keypoints2d,taskonomy,taskonomy,resnet50,Convolutional,179.0,2D Keypoints,srpr,ReLU-25,0.5083798882681564,0.10977304575183135,0.1173485270004718,4,8,1,highest_mean_test_score_across_subjects_posthoc
keypoints2d_taskonomy,keypoints2d_taskonomy,keypoints2d,taskonomy,taskonomy,resnet50,Convolutional,179.0,2D Keypoints,srpr,BatchNorm2d-42,0.7653631284916201,0.12074380923317142,0.06890321323909601,4,1,41,highest_mean_train_score_across_subjects
keypoints2d_taskonomy,keypoints2d_taskonomy,keypoints2d,taskonomy,taskonomy,resnet50,Convolutional,179.0,2D Keypoints,wrsa,ReLU-39,0.770949720670391,0.11761067695742894,0.13370231188623546,4,7,1,highest_mean_test_score_across_subjects_posthoc
keypoints2d_taskonomy,keypoints2d_taskonomy,keypoints2d,taskonomy,taskonomy,resnet50,Convolutional,179.0,2D Keypoints,wrsa,BatchNorm2d-45,0.8212290502793296,0.17319335277711267,0.11800855892415851,4,1,13,highest_mean_train_score_across_subjects
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,179.0,3D Keypoints,crsa,BatchNorm2d-42,0.7653631284916201,0.15513484563775354,0.1698988271705169,4,10,1,highest_mean_test_score_across_subjects_posthoc
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,179.0,3D Keypoints,crsa,Conv2d-36,0.6480446927374302,0.17352907341275112,0.1648712663486705,4,1,4,highest_mean_train_score_across_subjects
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,179.0,3D Keypoints,srpr,BatchNorm2d-44,0.8044692737430168,0.25623331047747444,0.25664574402554663,4,13,1,highest_mean_test_score_across_subjects_posthoc
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,179.0,3D Keypoints,srpr,BatchNorm2d-45,0.8212290502793296,0.26127986336308184,0.25628415819254247,4,1,3,highest_mean_train_score_across_subjects
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,179.0,3D Keypoints,wrsa,BatchNorm2d-44,0.8044692737430168,0.41006003110230393,0.3753995119554808,4,4,1,highest_mean_test_score_across_subjects_posthoc
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,179.0,3D Keypoints,wrsa,ReLU-37,0.7318435754189944,0.4123703564302065,0.3614156449733886,4,1,10,highest_mean_train_score_across_subjects
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,crsa,Linear-39,0.7904761904761904,0.34378132218217167,0.34887432018768494,4,1,1,highest_mean_test_score_across_subjects_posthoc
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,crsa,Linear-39,0.7904761904761904,0.34378132218217167,0.34887432018768494,4,1,1,highest_mean_train_score_across_subjects
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,srpr,Linear-37,0.7523809523809524,0.3659404253109121,0.3722158908405124,4,2,1,highest_mean_test_score_across_subjects_posthoc
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,srpr,Linear-35,0.7095238095238096,0.3666193687361448,0.3701966657009081,4,1,2,highest_mean_train_score_across_subjects
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,wrsa,LayerNorm-21,0.8285714285714286,0.6867013615574047,0.6685578267231098,4,3,1,highest_mean_test_score_across_subjects_posthoc
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,wrsa,GELU-21,0.8380952380952381,0.6900956180122734,0.6618613968165806,4,1,7,highest_mean_train_score_across_subjects
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,crsa,LayerNorm-18,0.7047619047619048,0.2874686708383245,0.2686495253344601,4,1,1,highest_mean_test_score_across_subjects_posthoc
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,crsa,LayerNorm-18,0.7047619047619048,0.2874686708383245,0.2686495253344601,4,1,1,highest_mean_train_score_across_subjects
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,srpr,Linear-35,0.7095238095238096,0.358332553185131,0.36216987275239965,4,1,1,highest_mean_test_score_across_subjects_posthoc
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,srpr,Linear-35,0.7095238095238096,0.358332553185131,0.36216987275239965,4,1,1,highest_mean_train_score_across_subjects
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,wrsa,LayerNorm-22,0.8666666666666667,0.6564718825253559,0.6544176910929118,4,13,1,highest_mean_test_score_across_subjects_posthoc
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,wrsa,Linear-35,0.7095238095238096,0.6698806670877977,0.6407124859055456,4,1,16,highest_mean_train_score_across_subjects
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,crsa,Linear-79,0.8115942028985508,0.3488387077065743,0.3508279976026393,4,1,1,highest_mean_test_score_across_subjects_posthoc
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,crsa,Linear-79,0.8115942028985508,0.3488387077065743,0.3508279976026393,4,1,1,highest_mean_train_score_across_subjects
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,srpr,Linear-71,0.7294685990338164,0.364272710018177,0.3694167808137062,4,1,1,highest_mean_test_score_across_subjects_posthoc
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,srpr,Linear-71,0.7294685990338164,0.364272710018177,0.3694167808137062,4,1,1,highest_mean_train_score_across_subjects
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,wrsa,Linear-77,0.7922705314009661,0.6915671312497256,0.6695980656906346,4,1,1,highest_mean_test_score_across_subjects_posthoc
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,wrsa,Linear-77,0.7922705314009661,0.6915671312497256,0.6695980656906346,4,1,1,highest_mean_train_score_across_subjects
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,414.0,Mixer-L16-IN22K,crsa,Linear-97,0.997584541062802,0.2610160378477368,0.2436002927344157,4,4,1,highest_mean_test_score_across_subjects_posthoc
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,414.0,Mixer-L16-IN22K,crsa,Linear-95,0.9758454106280192,0.2746089596775414,0.23643240645240624,4,1,2,highest_mean_train_score_across_subjects
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,414.0,Mixer-L16-IN22K,srpr,Linear-67,0.6884057971014492,0.3662316051768586,0.3724320784601902,4,2,1,highest_mean_test_score_across_subjects_posthoc
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,414.0,Mixer-L16-IN22K,srpr,Linear-71,0.7294685990338164,0.36659751062175994,0.3714042155334949,4,1,2,highest_mean_train_score_across_subjects
