feature_stem,deepnsd_model_string,model,train_task,train_data,architecture,model_class,model_depth,display_name,metric,model_layer,model_layer_depth,mean_train,mean_test,n_subjects,rank_by_mean_train,rank_by_mean_test,selection_rule
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SLIP,srpr,Identity-50,0.9866666666666668,0.35887951323203515,0.3640879279740661,4,1,1,highest_mean_train_score_across_subjects
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SLIP,wrsa,Identity-50,0.9866666666666668,0.715952015236623,0.7121630793221052,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SLIP,wrsa,Identity-50,0.9866666666666668,0.715952015236623,0.7121630793221052,4,1,1,highest_mean_train_score_across_subjects
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,crsa,Linear-38,0.7555555555555555,0.3361532558866026,0.34117280277763135,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,crsa,Linear-38,0.7555555555555555,0.3361532558866026,0.34117280277763135,4,1,1,highest_mean_train_score_across_subjects
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,srpr,Identity-50,0.9866666666666668,0.35716624578483713,0.3628782801393628,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,srpr,Identity-50,0.9866666666666668,0.35716624578483713,0.3628782801393628,4,1,1,highest_mean_train_score_across_subjects
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,wrsa,Identity-50,0.9866666666666668,0.7054655027373393,0.6914492526600599,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,wrsa,Identity-50,0.9866666666666668,0.7054655027373393,0.6914492526600599,4,1,1,highest_mean_train_score_across_subjects
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,crsa,LayerNorm-26,0.9887640449438202,0.3488654458245901,0.3504113783065993,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,crsa,LayerNorm-26,0.9887640449438202,0.3488654458245901,0.3504113783065993,4,1,1,highest_mean_train_score_across_subjects
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,srpr,LayerNorm-26,0.9887640449438202,0.36116233529815694,0.36812665545135365,4,3,1,highest_mean_test_score_across_subjects_posthoc
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,srpr,LayerNorm-17,0.6067415730337079,0.36359079630361085,0.3679203924559609,4,1,2,highest_mean_train_score_across_subjects
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,wrsa,LayerNorm-26,0.9887640449438202,0.7024671199120779,0.7084785475064919,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,wrsa,LayerNorm-26,0.9887640449438202,0.7024671199120779,0.7084785475064919,4,1,1,highest_mean_train_score_across_subjects
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,crsa,LayerNorm-26,0.9887640449438202,0.35423538159070334,0.3490471169776082,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,crsa,LayerNorm-26,0.9887640449438202,0.35423538159070334,0.3490471169776082,4,1,1,highest_mean_train_score_across_subjects
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,srpr,Linear-15,0.6179775280898876,0.3732201429423146,0.3793299666273809,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,srpr,Linear-15,0.6179775280898876,0.3732201429423146,0.3793299666273809,4,1,1,highest_mean_train_score_across_subjects
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,wrsa,LayerNorm-26,0.9887640449438202,0.707629938931562,0.7091197107751039,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,wrsa,LayerNorm-26,0.9887640449438202,0.707629938931562,0.7091197107751039,4,1,1,highest_mean_train_score_across_subjects
ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-CLIP-CC12M,crsa,Linear-27,0.5422222222222223,0.3046926638534488,0.30019836952493056,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-CLIP-CC12M,crsa,Linear-27,0.5422222222222223,0.3046926638534488,0.30019836952493056,4,1,1,highest_mean_train_score_across_subjects
ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-CLIP-CC12M,srpr,Linear-31,0.6222222222222222,0.3557910346027159,0.3644704169236139,4,2,1,highest_mean_test_score_across_subjects_posthoc
ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-CLIP-CC12M,srpr,Linear-35,0.7022222222222222,0.3566570206098495,0.3608380474900082,4,1,3,highest_mean_train_score_across_subjects
ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-CLIP-CC12M,wrsa,Linear-42,0.8355555555555556,0.6601099396757084,0.6450883217637815,4,3,1,highest_mean_test_score_across_subjects_posthoc
ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-CLIP-CC12M,wrsa,Linear-30,0.5955555555555555,0.6703258224294136,0.6332209992394664,4,1,4,highest_mean_train_score_across_subjects
ViT-L-CLIP_slip,ViT-L-CLIP_slip,ViT-L-CLIP,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-CLIP,crsa,LayerNorm-42,0.8458049886621315,0.2883799937614915,0.28432126603456015,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-L-CLIP_slip,ViT-L-CLIP_slip,ViT-L-CLIP,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-CLIP,crsa,LayerNorm-42,0.8458049886621315,0.2883799937614915,0.28432126603456015,4,1,1,highest_mean_train_score_across_subjects
ViT-L-CLIP_slip,ViT-L-CLIP_slip,ViT-L-CLIP,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-CLIP,srpr,LayerNorm-44,0.8866213151927438,0.3306247405655352,0.34205072418304716,4,3,1,highest_mean_test_score_across_subjects_posthoc
ViT-L-CLIP_slip,ViT-L-CLIP_slip,ViT-L-CLIP,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-CLIP,srpr,Linear-49,0.5034013605442177,0.33734487569008964,0.33679119697457005,4,1,9,highest_mean_train_score_across_subjects
ViT-L-CLIP_slip,ViT-L-CLIP_slip,ViT-L-CLIP,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-CLIP,wrsa,Identity-98,0.9931972789115646,0.6658202151228304,0.6627250560224226,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-L-CLIP_slip,ViT-L-CLIP_slip,ViT-L-CLIP,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-CLIP,wrsa,Identity-98,0.9931972789115646,0.6658202151228304,0.6627250560224226,4,1,1,highest_mean_train_score_across_subjects
ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-SLIP-CC12M,crsa,Linear-34,0.6755555555555556,0.2852008787959215,0.3022042562558086,4,5,1,highest_mean_test_score_across_subjects_posthoc
ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-SLIP-CC12M,crsa,Linear-31,0.6222222222222222,0.312048160948765,0.2868282733450085,4,1,3,highest_mean_train_score_across_subjects
ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-SLIP-CC12M,srpr,Identity-50,0.9866666666666668,0.3553691832321514,0.3604845025136102,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-SLIP-CC12M,srpr,Identity-50,0.9866666666666668,0.3553691832321514,0.3604845025136102,4,1,1,highest_mean_train_score_across_subjects
ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-SLIP-CC12M,wrsa,Identity-50,0.9866666666666668,0.7033646415840225,0.6961485533543654,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-SLIP-CC12M,wrsa,Identity-50,0.9866666666666668,0.7033646415840225,0.6961485533543654,4,1,1,highest_mean_train_score_across_subjects
ViT-L-SLIP_slip,ViT-L-SLIP_slip,ViT-L-SLIP,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-SLIP,crsa,Identity-98,0.9931972789115646,0.3218861543335601,0.322981124749166,4,3,1,highest_mean_test_score_across_subjects_posthoc
ViT-L-SLIP_slip,ViT-L-SLIP_slip,ViT-L-SLIP,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-SLIP,crsa,Linear-60,0.6099773242630385,0.3403407747812429,0.3154221536366223,4,1,3,highest_mean_train_score_across_subjects
ViT-L-SLIP_slip,ViT-L-SLIP_slip,ViT-L-SLIP,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-SLIP,srpr,Linear-94,0.9569160997732428,0.35683196595162625,0.3657316005905574,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-L-SLIP_slip,ViT-L-SLIP_slip,ViT-L-SLIP,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-SLIP,srpr,Linear-94,0.9569160997732428,0.35683196595162625,0.3657316005905574,4,1,1,highest_mean_train_score_across_subjects
ViT-L-SLIP_slip,ViT-L-SLIP_slip,ViT-L-SLIP,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-SLIP,wrsa,Linear-94,0.9569160997732428,0.708451375482005,0.7034304565441312,4,2,1,highest_mean_test_score_across_subjects_posthoc
ViT-L-SLIP_slip,ViT-L-SLIP_slip,ViT-L-SLIP,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-SLIP,wrsa,Identity-98,0.9931972789115646,0.7130186866343484,0.6993847398515567,4,1,2,highest_mean_train_score_across_subjects
ViT-L-SimCLR_slip,ViT-L-SimCLR_slip,ViT-L-SimCLR,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-SimCLR,crsa,Linear-66,0.671201814058957,0.3198374810958238,0.33763261837215974,4,3,1,highest_mean_test_score_across_subjects_posthoc
ViT-L-SimCLR_slip,ViT-L-SimCLR_slip,ViT-L-SimCLR,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-SimCLR,crsa,Linear-64,0.6507936507936508,0.33869973846850526,0.32715237890260845,4,1,2,highest_mean_train_score_across_subjects
ViT-L-SimCLR_slip,ViT-L-SimCLR_slip,ViT-L-SimCLR,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-SimCLR,srpr,Identity-98,0.9931972789115646,0.3527625665555144,0.3575308163496804,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-L-SimCLR_slip,ViT-L-SimCLR_slip,ViT-L-SimCLR,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-SimCLR,srpr,Identity-98,0.9931972789115646,0.3527625665555144,0.3575308163496804,4,1,1,highest_mean_train_score_across_subjects
ViT-L-SimCLR_slip,ViT-L-SimCLR_slip,ViT-L-SimCLR,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-SimCLR,wrsa,Identity-98,0.9931972789115646,0.7004483712893153,0.6900947822128054,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-L-SimCLR_slip,ViT-L-SimCLR_slip,ViT-L-SimCLR,slip,YFCC15M,ViT-L,Transformer,441.0,ViT-L-SimCLR,wrsa,Identity-98,0.9931972789115646,0.7004483712893153,0.6900947822128054,4,1,1,highest_mean_train_score_across_subjects
ViT-L/14_clip,ViT-L/14_clip,ViT-L/14,clip,openai400M,ViT-L/14,Transformer,173.0,CLiP-ViT-L/14,crsa,QuickGELU-15,0.6069364161849711,0.3123776759570457,0.3210550917267526,4,3,1,highest_mean_test_score_across_subjects_posthoc
ViT-L/14_clip,ViT-L/14_clip,ViT-L/14,clip,openai400M,ViT-L/14,Transformer,173.0,CLiP-ViT-L/14,crsa,Linear-27,0.5606936416184971,0.31363774361126623,0.31064448029507563,4,1,5,highest_mean_train_score_across_subjects
ViT-L/14_clip,ViT-L/14_clip,ViT-L/14,clip,openai400M,ViT-L/14,Transformer,173.0,CLiP-ViT-L/14,srpr,Linear-27,0.5606936416184971,0.3674621672514379,0.3764511970097921,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-L/14_clip,ViT-L/14_clip,ViT-L/14,clip,openai400M,ViT-L/14,Transformer,173.0,CLiP-ViT-L/14,srpr,Linear-27,0.5606936416184971,0.3674621672514379,0.3764511970097921,4,1,1,highest_mean_train_score_across_subjects
ViT-L/14_clip,ViT-L/14_clip,ViT-L/14,clip,openai400M,ViT-L/14,Transformer,173.0,CLiP-ViT-L/14,wrsa,LayerNorm-50,0.9942196531791908,0.7005229681273953,0.7043519238288581,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-L/14_clip,ViT-L/14_clip,ViT-L/14,clip,openai400M,ViT-L/14,Transformer,173.0,CLiP-ViT-L/14,wrsa,LayerNorm-50,0.9942196531791908,0.7005229681273953,0.7043519238288581,4,1,1,highest_mean_train_score_across_subjects
ViT-S-CLIP_slip,ViT-S-CLIP_slip,ViT-S-CLIP,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-CLIP,crsa,Linear-31,0.6222222222222222,0.3175102187823587,0.3116460274105923,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-S-CLIP_slip,ViT-S-CLIP_slip,ViT-S-CLIP,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-CLIP,crsa,Linear-31,0.6222222222222222,0.3175102187823587,0.3116460274105923,4,1,1,highest_mean_train_score_across_subjects
ViT-S-CLIP_slip,ViT-S-CLIP_slip,ViT-S-CLIP,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-CLIP,srpr,Linear-31,0.6222222222222222,0.3541028533826418,0.3565152688839035,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-S-CLIP_slip,ViT-S-CLIP_slip,ViT-S-CLIP,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-CLIP,srpr,Linear-31,0.6222222222222222,0.3541028533826418,0.3565152688839035,4,1,1,highest_mean_train_score_across_subjects
ViT-S-CLIP_slip,ViT-S-CLIP_slip,ViT-S-CLIP,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-CLIP,wrsa,Identity-50,0.9866666666666668,0.6812969699630628,0.6703980866648753,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-S-CLIP_slip,ViT-S-CLIP_slip,ViT-S-CLIP,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-CLIP,wrsa,Identity-50,0.9866666666666668,0.6812969699630628,0.6703980866648753,4,1,1,highest_mean_train_score_across_subjects
ViT-S-SLIP_slip,ViT-S-SLIP_slip,ViT-S-SLIP,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-SLIP,crsa,Linear-38,0.7555555555555555,0.33099536754379594,0.33184672521804764,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-S-SLIP_slip,ViT-S-SLIP_slip,ViT-S-SLIP,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-SLIP,crsa,Linear-38,0.7555555555555555,0.33099536754379594,0.33184672521804764,4,1,1,highest_mean_train_score_across_subjects
ViT-S-SLIP_slip,ViT-S-SLIP_slip,ViT-S-SLIP,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-SLIP,srpr,Identity-50,0.9866666666666668,0.36110874965850154,0.3650160524368852,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-S-SLIP_slip,ViT-S-SLIP_slip,ViT-S-SLIP,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-SLIP,srpr,Identity-50,0.9866666666666668,0.36110874965850154,0.3650160524368852,4,1,1,highest_mean_train_score_across_subjects
ViT-S-SLIP_slip,ViT-S-SLIP_slip,ViT-S-SLIP,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-SLIP,wrsa,Identity-50,0.9866666666666668,0.7104734015097776,0.6886614194930634,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-S-SLIP_slip,ViT-S-SLIP_slip,ViT-S-SLIP,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-SLIP,wrsa,Identity-50,0.9866666666666668,0.7104734015097776,0.6886614194930634,4,1,1,highest_mean_train_score_across_subjects
ViT-S-SimCLR_slip,ViT-S-SimCLR_slip,ViT-S-SimCLR,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-SimCLR,crsa,Linear-38,0.7555555555555555,0.3570405695669564,0.3394534701632351,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-S-SimCLR_slip,ViT-S-SimCLR_slip,ViT-S-SimCLR,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-SimCLR,crsa,Linear-38,0.7555555555555555,0.3570405695669564,0.3394534701632351,4,1,1,highest_mean_train_score_across_subjects
ViT-S-SimCLR_slip,ViT-S-SimCLR_slip,ViT-S-SimCLR,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-SimCLR,srpr,Identity-50,0.9866666666666668,0.3594010298251466,0.3632408804271375,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-S-SimCLR_slip,ViT-S-SimCLR_slip,ViT-S-SimCLR,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-SimCLR,srpr,Identity-50,0.9866666666666668,0.3594010298251466,0.3632408804271375,4,1,1,highest_mean_train_score_across_subjects
ViT-S-SimCLR_slip,ViT-S-SimCLR_slip,ViT-S-SimCLR,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-SimCLR,wrsa,Identity-50,0.9866666666666668,0.7100407137108498,0.6884820398954866,4,1,1,highest_mean_test_score_across_subjects_posthoc
ViT-S-SimCLR_slip,ViT-S-SimCLR_slip,ViT-S-SimCLR,slip,YFCC15M,ViT-S,Transformer,225.0,ViT-S-SimCLR,wrsa,Identity-50,0.9866666666666668,0.7100407137108498,0.6884820398954866,4,1,1,highest_mean_train_score_across_subjects
alexnet_classification,alexnet_classification,alexnet,classification,imagenet,alexnet,Convolutional,22.0,AlexNet,crsa,Linear-1,0.7272727272727273,0.3426767706014945,0.3410498602789338,4,1,1,highest_mean_test_score_across_subjects_posthoc
alexnet_classification,alexnet_classification,alexnet,classification,imagenet,alexnet,Convolutional,22.0,AlexNet,crsa,Linear-1,0.7272727272727273,0.3426767706014945,0.3410498602789338,4,1,1,highest_mean_train_score_across_subjects
alexnet_classification,alexnet_classification,alexnet,classification,imagenet,alexnet,Convolutional,22.0,AlexNet,srpr,ReLU-6,0.7727272727272727,0.34488875908328165,0.3517923843450859,4,2,1,highest_mean_test_score_across_subjects_posthoc
alexnet_classification,alexnet_classification,alexnet,classification,imagenet,alexnet,Convolutional,22.0,AlexNet,srpr,Linear-1,0.7272727272727273,0.34524480718892475,0.34971792433226845,4,1,3,highest_mean_train_score_across_subjects
alexnet_classification,alexnet_classification,alexnet,classification,imagenet,alexnet,Convolutional,22.0,AlexNet,wrsa,ReLU-6,0.7727272727272727,0.6462055149850078,0.6407473427315655,4,3,1,highest_mean_test_score_across_subjects_posthoc
alexnet_classification,alexnet_classification,alexnet,classification,imagenet,alexnet,Convolutional,22.0,AlexNet,wrsa,ReLU-7,0.9090909090909092,0.6514305294885725,0.6379191574450056,4,1,2,highest_mean_train_score_across_subjects
autoencoding_taskonomy,autoencoding_taskonomy,autoencoding,taskonomy,taskonomy,resnet50,Convolutional,179.0,Autoencoder,crsa,BatchNorm2d-41,0.7486033519553073,0.05690220131167131,0.08760799848258911,4,8,1,highest_mean_test_score_across_subjects_posthoc
autoencoding_taskonomy,autoencoding_taskonomy,autoencoding,taskonomy,taskonomy,resnet50,Convolutional,179.0,Autoencoder,crsa,BatchNorm2d-28,0.5027932960893855,0.06409521932445245,0.06995984656841077,4,1,23,highest_mean_train_score_across_subjects
autoencoding_taskonomy,autoencoding_taskonomy,autoencoding,taskonomy,taskonomy,resnet50,Convolutional,179.0,Autoencoder,srpr,BatchNorm2d-28,0.5027932960893855,0.12474234035535275,0.13092740467566832,4,1,1,highest_mean_test_score_across_subjects_posthoc
autoencoding_taskonomy,autoencoding_taskonomy,autoencoding,taskonomy,taskonomy,resnet50,Convolutional,179.0,Autoencoder,srpr,BatchNorm2d-28,0.5027932960893855,0.12474234035535275,0.13092740467566832,4,1,1,highest_mean_train_score_across_subjects
autoencoding_taskonomy,autoencoding_taskonomy,autoencoding,taskonomy,taskonomy,resnet50,Convolutional,179.0,Autoencoder,wrsa,ReLU-25,0.5083798882681564,0.11567036941761916,0.12389103686511017,4,7,1,highest_mean_test_score_across_subjects_posthoc
autoencoding_taskonomy,autoencoding_taskonomy,autoencoding,taskonomy,taskonomy,resnet50,Convolutional,179.0,Autoencoder,wrsa,ReLU-41,0.8100558659217877,0.14827683362398877,0.10305451504710361,4,1,10,highest_mean_train_score_across_subjects
class_object_taskonomy,class_object_taskonomy,class_object,taskonomy,taskonomy,resnet50,Convolutional,179.0,Object Classification,crsa,BatchNorm2d-46,0.8379888268156425,0.1565604304600602,0.18923916050676023,4,1,1,highest_mean_test_score_across_subjects_posthoc
class_object_taskonomy,class_object_taskonomy,class_object,taskonomy,taskonomy,resnet50,Convolutional,179.0,Object Classification,crsa,BatchNorm2d-46,0.8379888268156425,0.1565604304600602,0.18923916050676023,4,1,1,highest_mean_train_score_across_subjects
class_object_taskonomy,class_object_taskonomy,class_object,taskonomy,taskonomy,resnet50,Convolutional,179.0,Object Classification,srpr,ReLU-42,0.8268156424581006,0.2853116305746375,0.29113458921913615,4,3,1,highest_mean_test_score_across_subjects_posthoc
class_object_taskonomy,class_object_taskonomy,class_object,taskonomy,taskonomy,resnet50,Convolutional,179.0,Object Classification,srpr,Conv2d-45,0.8156424581005587,0.28574971466423693,0.29076290693286,4,1,2,highest_mean_train_score_across_subjects
class_object_taskonomy,class_object_taskonomy,class_object,taskonomy,taskonomy,resnet50,Convolutional,179.0,Object Classification,wrsa,ReLU-42,0.8268156424581006,0.45708898646821794,0.4368789302281639,4,1,1,highest_mean_test_score_across_subjects_posthoc
class_object_taskonomy,class_object_taskonomy,class_object,taskonomy,taskonomy,resnet50,Convolutional,179.0,Object Classification,wrsa,ReLU-42,0.8268156424581006,0.45708898646821794,0.4368789302281639,4,1,1,highest_mean_train_score_across_subjects
class_scene_taskonomy,class_scene_taskonomy,class_scene,taskonomy,taskonomy,resnet50,Convolutional,179.0,Scene Classification,crsa,BatchNorm2d-45,0.8212290502793296,0.14332673519383604,0.1782456931292868,4,2,1,highest_mean_test_score_across_subjects_posthoc
class_scene_taskonomy,class_scene_taskonomy,class_scene,taskonomy,taskonomy,resnet50,Convolutional,179.0,Scene Classification,crsa,Conv2d-28,0.4972067039106145,0.15150444929537837,0.1465536588718213,4,1,46,highest_mean_train_score_across_subjects
class_scene_taskonomy,class_scene_taskonomy,class_scene,taskonomy,taskonomy,resnet50,Convolutional,179.0,Scene Classification,srpr,Conv2d-45,0.8156424581005587,0.28178658837508275,0.28643570865401924,4,1,1,highest_mean_test_score_across_subjects_posthoc
class_scene_taskonomy,class_scene_taskonomy,class_scene,taskonomy,taskonomy,resnet50,Convolutional,179.0,Scene Classification,srpr,Conv2d-45,0.8156424581005587,0.28178658837508275,0.28643570865401924,4,1,1,highest_mean_train_score_across_subjects
class_scene_taskonomy,class_scene_taskonomy,class_scene,taskonomy,taskonomy,resnet50,Convolutional,179.0,Scene Classification,wrsa,ReLU-47,0.9329608938547486,0.41964444469138806,0.4314579192839406,4,18,1,highest_mean_test_score_across_subjects_posthoc
class_scene_taskonomy,class_scene_taskonomy,class_scene,taskonomy,taskonomy,resnet50,Convolutional,179.0,Scene Classification,wrsa,BatchNorm2d-46,0.8379888268156425,0.4496881157895951,0.42336615648750875,4,1,7,highest_mean_train_score_across_subjects
coat_lite_tiny_classification,coat_lite_tiny_classification,coat_lite_tiny,classification,imagenet,coat_lite_tiny,Transformer,279.0,CoaT-Lite-Tiny,crsa,LayerNorm-18,0.8422939068100358,0.3275484376010928,0.3229031240634886,4,1,1,highest_mean_test_score_across_subjects_posthoc
coat_lite_tiny_classification,coat_lite_tiny_classification,coat_lite_tiny,classification,imagenet,coat_lite_tiny,Transformer,279.0,CoaT-Lite-Tiny,crsa,LayerNorm-18,0.8422939068100358,0.3275484376010928,0.3229031240634886,4,1,1,highest_mean_train_score_across_subjects
coat_lite_tiny_classification,coat_lite_tiny_classification,coat_lite_tiny,classification,imagenet,coat_lite_tiny,Transformer,279.0,CoaT-Lite-Tiny,srpr,ConvPosEnc-19,0.7670250896057348,0.3714798098982437,0.3812144303304659,4,1,1,highest_mean_test_score_across_subjects_posthoc
