deepnsd_model_string,feature_stem,model,train_task,train_data,architecture,model_class,model_depth,display_name,metric,region,subj_id,model_layer,model_layer_depth,nsd_test_score_for_train_selected_layer
ResNet50-MoCoV2-BS256_selfsupervised,ResNet50-MoCoV2-BS256_selfsupervised,ResNet50-MoCoV2-BS256,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-MoCoV2-BS256,wrsa,OTC,5,AdaptiveAvgPool2d-1,0.988571428571428,0.670108755434349
ResNet50-MoCoV2-BS256_selfsupervised,ResNet50-MoCoV2-BS256_selfsupervised,ResNet50-MoCoV2-BS256,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-MoCoV2-BS256,wrsa,OTC,7,AdaptiveAvgPool2d-1,0.988571428571428,0.551053761190361
ResNet50-PIRL_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-PIRL,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-PIRL,crsa,OTC,1,AdaptiveAvgPool2d-1,0.988571428571428,0.345848369049775
ResNet50-PIRL_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-PIRL,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-PIRL,crsa,OTC,2,AdaptiveAvgPool2d-1,0.988571428571428,0.361110564161531
ResNet50-PIRL_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-PIRL,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-PIRL,crsa,OTC,5,AdaptiveAvgPool2d-1,0.988571428571428,0.373911590304203
ResNet50-PIRL_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-PIRL,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-PIRL,crsa,OTC,7,AdaptiveAvgPool2d-1,0.988571428571428,0.338279565088804
ResNet50-PIRL_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-PIRL,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-PIRL,srpr,OTC,1,ReLU-46,0.92,0.34775568488672
ResNet50-PIRL_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-PIRL,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-PIRL,srpr,OTC,2,Conv2d-49,0.891428571428571,0.388884205834697
ResNet50-PIRL_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-PIRL,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-PIRL,srpr,OTC,5,AdaptiveAvgPool2d-1,0.988571428571428,0.412906511429278
ResNet50-PIRL_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-PIRL,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-PIRL,srpr,OTC,7,Conv2d-52,0.948571428571429,0.323534891763082
ResNet50-PIRL_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-PIRL,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-PIRL,wrsa,OTC,1,AdaptiveAvgPool2d-1,0.988571428571428,0.655836796013585
ResNet50-PIRL_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-PIRL,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-PIRL,wrsa,OTC,2,BatchNorm2d-49,0.897142857142857,0.6866588816342
ResNet50-PIRL_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-PIRL,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-PIRL,wrsa,OTC,5,AdaptiveAvgPool2d-1,0.988571428571428,0.739899931442389
ResNet50-PIRL_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-PIRL,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-PIRL,wrsa,OTC,7,AdaptiveAvgPool2d-1,0.988571428571428,0.606578807229276
ResNet50-RotNet_selfsupervised,ResNet50-RotNet_selfsupervised,ResNet50-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-RotNet,crsa,OTC,1,BatchNorm2d-49,0.897142857142857,0.240528760616503
ResNet50-RotNet_selfsupervised,ResNet50-RotNet_selfsupervised,ResNet50-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-RotNet,crsa,OTC,2,Conv2d-34,0.611428571428571,0.243869397239712
ResNet50-RotNet_selfsupervised,ResNet50-RotNet_selfsupervised,ResNet50-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-RotNet,crsa,OTC,5,Conv2d-34,0.611428571428571,0.234970836805007
ResNet50-RotNet_selfsupervised,ResNet50-RotNet_selfsupervised,ResNet50-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-RotNet,crsa,OTC,7,Conv2d-34,0.611428571428571,0.233145888913087
ResNet50-RotNet_selfsupervised,ResNet50-RotNet_selfsupervised,ResNet50-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-RotNet,srpr,OTC,1,Conv2d-49,0.891428571428571,0.316967978195425
ResNet50-RotNet_selfsupervised,ResNet50-RotNet_selfsupervised,ResNet50-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-RotNet,srpr,OTC,2,Conv2d-49,0.891428571428571,0.347582032955999
ResNet50-RotNet_selfsupervised,ResNet50-RotNet_selfsupervised,ResNet50-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-RotNet,srpr,OTC,5,AdaptiveAvgPool2d-1,0.988571428571428,0.366426948139652
ResNet50-RotNet_selfsupervised,ResNet50-RotNet_selfsupervised,ResNet50-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-RotNet,srpr,OTC,7,Conv2d-49,0.891428571428571,0.297281060679438
ResNet50-RotNet_selfsupervised,ResNet50-RotNet_selfsupervised,ResNet50-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-RotNet,wrsa,OTC,1,ReLU-45,0.902857142857143,0.559212203828197
ResNet50-RotNet_selfsupervised,ResNet50-RotNet_selfsupervised,ResNet50-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-RotNet,wrsa,OTC,2,ReLU-45,0.902857142857143,0.551528191301141
ResNet50-RotNet_selfsupervised,ResNet50-RotNet_selfsupervised,ResNet50-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-RotNet,wrsa,OTC,5,AdaptiveAvgPool2d-1,0.988571428571428,0.654944857703895
ResNet50-RotNet_selfsupervised,ResNet50-RotNet_selfsupervised,ResNet50-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-RotNet,wrsa,OTC,7,ReLU-45,0.902857142857143,0.522563801870158
ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SimCLR,crsa,OTC,1,BatchNorm2d-49,0.897142857142857,0.361053328048899
ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SimCLR,crsa,OTC,2,Conv2d-49,0.891428571428571,0.372517631091287
ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SimCLR,crsa,OTC,5,Conv2d-49,0.891428571428571,0.366696195980286
ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SimCLR,crsa,OTC,7,BatchNorm2d-49,0.897142857142857,0.346211602037494
ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SimCLR,srpr,OTC,1,Conv2d-49,0.891428571428571,0.365188506028341
ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SimCLR,srpr,OTC,2,Conv2d-49,0.891428571428571,0.402176526488212
ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SimCLR,srpr,OTC,5,Conv2d-49,0.891428571428571,0.415665587263213
ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SimCLR,srpr,OTC,7,Conv2d-48,0.874285714285714,0.333774685910558
ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SimCLR,wrsa,OTC,1,AdaptiveAvgPool2d-1,0.988571428571428,0.688471333296127
ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SimCLR,wrsa,OTC,2,BatchNorm2d-52,0.954285714285714,0.721333311256491
ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SimCLR,wrsa,OTC,5,AdaptiveAvgPool2d-1,0.988571428571428,0.764449764204429
ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SimCLR,wrsa,OTC,7,AdaptiveAvgPool2d-1,0.988571428571428,0.623638645705572
ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SwAV-BS4096,crsa,OTC,1,BatchNorm2d-48,0.88,0.334218641403907
ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SwAV-BS4096,crsa,OTC,2,BatchNorm2d-48,0.88,0.354271066580518
ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SwAV-BS4096,crsa,OTC,5,BatchNorm2d-45,0.828571428571429,0.329288730583657
ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SwAV-BS4096,crsa,OTC,7,BatchNorm2d-48,0.88,0.332036686679909
ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SwAV-BS4096,srpr,OTC,1,Conv2d-52,0.948571428571429,0.36262937779159
ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SwAV-BS4096,srpr,OTC,2,Conv2d-51,0.931428571428571,0.396134801971408
ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SwAV-BS4096,srpr,OTC,5,BatchNorm2d-52,0.954285714285714,0.421448718064751
ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SwAV-BS4096,srpr,OTC,7,Conv2d-52,0.948571428571429,0.339016368580816
ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SwAV-BS4096,wrsa,OTC,1,Conv2d-49,0.891428571428571,0.66197732181153
ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SwAV-BS4096,wrsa,OTC,2,Conv2d-49,0.891428571428571,0.694111279453085
ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SwAV-BS4096,wrsa,OTC,5,AdaptiveAvgPool2d-1,0.988571428571428,0.759858534256455
ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,175.0,ResNet50-SwAV-BS4096,wrsa,OTC,7,AdaptiveAvgPool2d-1,0.988571428571428,0.618775256295236
ViT-B-CLIP_slip,ViT-B-CLIP_slip,ViT-B-CLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-CLIP,crsa,OTC,1,Linear-26,0.515555555555556,0.291384343920771
ViT-B-CLIP_slip,ViT-B-CLIP_slip,ViT-B-CLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-CLIP,crsa,OTC,2,Linear-26,0.515555555555556,0.298511015459063
ViT-B-CLIP_slip,ViT-B-CLIP_slip,ViT-B-CLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-CLIP,crsa,OTC,5,Linear-26,0.515555555555556,0.299746480289214
ViT-B-CLIP_slip,ViT-B-CLIP_slip,ViT-B-CLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-CLIP,crsa,OTC,7,Linear-26,0.515555555555556,0.287184876484862
ViT-B-CLIP_slip,ViT-B-CLIP_slip,ViT-B-CLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-CLIP,srpr,OTC,1,Linear-27,0.542222222222222,0.344850802324764
ViT-B-CLIP_slip,ViT-B-CLIP_slip,ViT-B-CLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-CLIP,srpr,OTC,2,Linear-27,0.542222222222222,0.376341872727816
ViT-B-CLIP_slip,ViT-B-CLIP_slip,ViT-B-CLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-CLIP,srpr,OTC,5,Linear-42,0.835555555555556,0.400510933704718
ViT-B-CLIP_slip,ViT-B-CLIP_slip,ViT-B-CLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-CLIP,srpr,OTC,7,Linear-27,0.542222222222222,0.326249723283635
ViT-B-CLIP_slip,ViT-B-CLIP_slip,ViT-B-CLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-CLIP,wrsa,OTC,1,Linear-26,0.515555555555556,0.645504104475299
ViT-B-CLIP_slip,ViT-B-CLIP_slip,ViT-B-CLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-CLIP,wrsa,OTC,2,Linear-26,0.515555555555556,0.672744534942229
ViT-B-CLIP_slip,ViT-B-CLIP_slip,ViT-B-CLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-CLIP,wrsa,OTC,5,Identity-50,0.986666666666667,0.764016937431494
ViT-B-CLIP_slip,ViT-B-CLIP_slip,ViT-B-CLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-CLIP,wrsa,OTC,7,Linear-46,0.915555555555556,0.58983110877051
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SLIP,crsa,OTC,1,Identity-50,0.986666666666667,0.322783441673668
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SLIP,crsa,OTC,2,Identity-50,0.986666666666667,0.334350804184976
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SLIP,crsa,OTC,5,Identity-50,0.986666666666667,0.358549427009811
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SLIP,crsa,OTC,7,Identity-50,0.986666666666667,0.3226971229537
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SLIP,srpr,OTC,1,Linear-34,0.675555555555556,0.327041895507335
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SLIP,srpr,OTC,2,LayerNorm-25,0.982222222222222,0.377000850399617
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SLIP,srpr,OTC,5,Identity-50,0.986666666666667,0.418335151394331
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SLIP,srpr,OTC,7,Identity-50,0.986666666666667,0.322190949743342
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SLIP,wrsa,OTC,1,Identity-50,0.986666666666667,0.699926108732438
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SLIP,wrsa,OTC,2,Identity-50,0.986666666666667,0.724942886705659
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SLIP,wrsa,OTC,5,Identity-50,0.986666666666667,0.777960939632818
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SLIP,wrsa,OTC,7,Linear-46,0.915555555555556,0.622760356762406
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,crsa,OTC,1,Linear-38,0.755555555555556,0.335738627334735
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,crsa,OTC,2,Linear-38,0.755555555555556,0.347179574837684
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,crsa,OTC,5,Linear-38,0.755555555555556,0.349513371720694
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,crsa,OTC,7,Linear-38,0.755555555555556,0.332259637217412
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,srpr,OTC,1,Linear-38,0.755555555555556,0.342764623543122
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,srpr,OTC,2,Linear-38,0.755555555555556,0.375171165173294
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,srpr,OTC,5,Identity-50,0.986666666666667,0.414871746746537
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,srpr,OTC,7,Identity-50,0.986666666666667,0.317414508662716
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,wrsa,OTC,1,Identity-50,0.986666666666667,0.686128564338497
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,wrsa,OTC,2,Identity-50,0.986666666666667,0.71162446697408
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,wrsa,OTC,5,Identity-50,0.986666666666667,0.758183183026512
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,225.0,ViT-B-SimCLR,wrsa,OTC,7,Identity-50,0.986666666666667,0.609860796301151
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,crsa,OTC,1,LayerNorm-26,0.98876404494382,0.342375049428166
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,crsa,OTC,2,LayerNorm-26,0.98876404494382,0.35261398245288
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,crsa,OTC,5,LayerNorm-26,0.98876404494382,0.379527801154647
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,crsa,OTC,7,LayerNorm-26,0.98876404494382,0.327128680190704
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,srpr,OTC,1,LayerNorm-17,0.606741573033708,0.351534592947782
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,srpr,OTC,2,Linear-13,0.539325842696629,0.386322979004945
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,srpr,OTC,5,LayerNorm-26,0.98876404494382,0.425136692981302
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,srpr,OTC,7,LayerNorm-17,0.606741573033708,0.33070392310088
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,wrsa,OTC,1,LayerNorm-26,0.98876404494382,0.696128194115789
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,wrsa,OTC,2,LayerNorm-26,0.98876404494382,0.720281290134638
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,wrsa,OTC,5,LayerNorm-26,0.98876404494382,0.785945349932678
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,89.0,CLiP-ViT-B/32,wrsa,OTC,7,LayerNorm-26,0.98876404494382,0.631559355842863
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,crsa,OTC,1,LayerNorm-26,0.98876404494382,0.349731305919052
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,crsa,OTC,2,LayerNorm-26,0.98876404494382,0.351000347443629
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,crsa,OTC,5,LayerNorm-26,0.98876404494382,0.370829488366165
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,crsa,OTC,7,LayerNorm-26,0.98876404494382,0.324627326181586
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,srpr,OTC,1,Linear-15,0.617977528089888,0.362754684292215
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,srpr,OTC,2,Linear-13,0.539325842696629,0.395342054118778
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,srpr,OTC,5,LayerNorm-26,0.98876404494382,0.42814739702848
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,srpr,OTC,7,LayerNorm-17,0.606741573033708,0.340150472728301
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,wrsa,OTC,1,LayerNorm-26,0.98876404494382,0.70161470084994
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,wrsa,OTC,2,LayerNorm-26,0.98876404494382,0.718200343383407
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,wrsa,OTC,5,LayerNorm-26,0.98876404494382,0.781524662170084
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,89.0,CLiP-ViT-B/32,wrsa,OTC,7,LayerNorm-26,0.98876404494382,0.635139136696985
ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-CLIP-CC12M,crsa,OTC,1,Linear-30,0.595555555555556,0.262969725199871
ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-CLIP-CC12M,crsa,OTC,2,Linear-27,0.542222222222222,0.302206335225517
ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-CLIP-CC12M,crsa,OTC,5,Linear-27,0.542222222222222,0.310586344514107
ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-CLIP-CC12M,crsa,OTC,7,Linear-30,0.595555555555556,0.256627496943203
ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,225.0,ViT-L-CLIP-CC12M,srpr,OTC,1,Linear-31,0.622222222222222,0.35121692841533
