deepnsd_model_string,feature_stem,model,train_task,train_data,architecture,model_class,model_depth,display_name,metric,region,subj_id,model_layer,model_layer_depth,nsd_test_score_for_train_selected_layer
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,179.0,3D Keypoints,crsa,OTC,7,Conv2d-36,0.64804469273743,0.168731392554381
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,179.0,3D Keypoints,srpr,OTC,1,Conv2d-45,0.815642458100559,0.242250463813941
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,179.0,3D Keypoints,srpr,OTC,2,BatchNorm2d-35,0.636871508379888,0.269493425412636
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,179.0,3D Keypoints,srpr,OTC,5,Conv2d-38,0.687150837988827,0.272165116587161
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,179.0,3D Keypoints,srpr,OTC,7,BatchNorm2d-45,0.82122905027933,0.234310331270709
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,179.0,3D Keypoints,wrsa,OTC,1,BatchNorm2d-44,0.804469273743017,0.369584103652004
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,179.0,3D Keypoints,wrsa,OTC,2,BatchNorm2d-35,0.636871508379888,0.360921577609752
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,179.0,3D Keypoints,wrsa,OTC,5,ReLU-37,0.731843575418994,0.388812949235209
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,179.0,3D Keypoints,wrsa,OTC,7,ReLU-37,0.731843575418994,0.327413831925552
levit_128_classification,levit_128_classification,levit_128,classification,imagenet,levit_128,Transformer,,LeViT128,crsa,OTC,1,Linear-43,,0.414251087143036
levit_128_classification,levit_128_classification,levit_128,classification,imagenet,levit_128,Transformer,,LeViT128,crsa,OTC,2,Linear-43,,0.436677221163039
levit_128_classification,levit_128_classification,levit_128,classification,imagenet,levit_128,Transformer,,LeViT128,crsa,OTC,5,Linear-43,,0.445955852974157
levit_128_classification,levit_128_classification,levit_128,classification,imagenet,levit_128,Transformer,,LeViT128,crsa,OTC,7,Linear-43,,0.402145859470412
levit_128_classification,levit_128_classification,levit_128,classification,imagenet,levit_128,Transformer,,LeViT128,srpr,OTC,1,Linear-43,,0.361305766432232
levit_128_classification,levit_128_classification,levit_128,classification,imagenet,levit_128,Transformer,,LeViT128,srpr,OTC,2,Linear-43,,0.4026642372239
levit_128_classification,levit_128_classification,levit_128,classification,imagenet,levit_128,Transformer,,LeViT128,srpr,OTC,5,Linear-43,,0.430141530058651
levit_128_classification,levit_128_classification,levit_128,classification,imagenet,levit_128,Transformer,,LeViT128,srpr,OTC,7,Linear-43,,0.341587779342828
levit_128_classification,levit_128_classification,levit_128,classification,imagenet,levit_128,Transformer,,LeViT128,wrsa,OTC,1,Linear-43,,0.684320275351073
levit_128_classification,levit_128_classification,levit_128,classification,imagenet,levit_128,Transformer,,LeViT128,wrsa,OTC,2,Linear-43,,0.708074062228687
levit_128_classification,levit_128_classification,levit_128,classification,imagenet,levit_128,Transformer,,LeViT128,wrsa,OTC,5,Linear-43,,0.746274089782058
levit_128_classification,levit_128_classification,levit_128,classification,imagenet,levit_128,Transformer,,LeViT128,wrsa,OTC,7,Residual-21,,0.613125067628071
levit_128_random,levit_128_random,levit_128,random,,levit_128,Transformer,,LeViT128,crsa,OTC,1,Linear-58,,0.0360265666184108
levit_128_random,levit_128_random,levit_128,random,,levit_128,Transformer,,LeViT128,crsa,OTC,2,Linear-58,,0.0247660033773344
levit_128_random,levit_128_random,levit_128,random,,levit_128,Transformer,,LeViT128,crsa,OTC,5,Linear-58,,0.0294931125040021
levit_128_random,levit_128_random,levit_128,random,,levit_128,Transformer,,LeViT128,crsa,OTC,7,Linear-58,,0.0362012068974845
levit_128_random,levit_128_random,levit_128,random,,levit_128,Transformer,,LeViT128,srpr,OTC,1,Linear-35,,0.0984634728826669
levit_128_random,levit_128_random,levit_128,random,,levit_128,Transformer,,LeViT128,srpr,OTC,2,Linear-34,,0.103019770842746
levit_128_random,levit_128_random,levit_128,random,,levit_128,Transformer,,LeViT128,srpr,OTC,5,Linear-36,,0.111930216368377
levit_128_random,levit_128_random,levit_128,random,,levit_128,Transformer,,LeViT128,srpr,OTC,7,Linear-33,,0.0975073444881868
levit_128_random,levit_128_random,levit_128,random,,levit_128,Transformer,,LeViT128,wrsa,OTC,1,Linear-35,,0.102211808518092
levit_128_random,levit_128_random,levit_128,random,,levit_128,Transformer,,LeViT128,wrsa,OTC,2,Linear-34,,0.0754013190846198
levit_128_random,levit_128_random,levit_128,random,,levit_128,Transformer,,LeViT128,wrsa,OTC,5,Linear-27,,0.0801163134391914
levit_128_random,levit_128_random,levit_128,random,,levit_128,Transformer,,LeViT128,wrsa,OTC,7,Hardswish-21,,0.123633001603466
mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x,segmentation,coco2017,mask_rcnn_R_50_FPN_3x,Convolutional,,Mask-RCNN-ResNet50-FPN,crsa,OTC,1,FrozenBatchNorm2d-42,,0.33024108075169
mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x,segmentation,coco2017,mask_rcnn_R_50_FPN_3x,Convolutional,,Mask-RCNN-ResNet50-FPN,crsa,OTC,2,FrozenBatchNorm2d-46,,0.3833847133654
mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x,segmentation,coco2017,mask_rcnn_R_50_FPN_3x,Convolutional,,Mask-RCNN-ResNet50-FPN,crsa,OTC,5,FrozenBatchNorm2d-46,,0.382117245747343
mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x,segmentation,coco2017,mask_rcnn_R_50_FPN_3x,Convolutional,,Mask-RCNN-ResNet50-FPN,crsa,OTC,7,FrozenBatchNorm2d-46,,0.357815639089969
mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x,segmentation,coco2017,mask_rcnn_R_50_FPN_3x,Convolutional,,Mask-RCNN-ResNet50-FPN,srpr,OTC,1,FrozenBatchNorm2d-49,,0.355051543169261
mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x,segmentation,coco2017,mask_rcnn_R_50_FPN_3x,Convolutional,,Mask-RCNN-ResNet50-FPN,srpr,OTC,2,FrozenBatchNorm2d-45,,0.395194005383436
mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x,segmentation,coco2017,mask_rcnn_R_50_FPN_3x,Convolutional,,Mask-RCNN-ResNet50-FPN,srpr,OTC,5,FrozenBatchNorm2d-49,,0.412531426812077
mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x,segmentation,coco2017,mask_rcnn_R_50_FPN_3x,Convolutional,,Mask-RCNN-ResNet50-FPN,srpr,OTC,7,FrozenBatchNorm2d-46,,0.327615655701673
mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x,segmentation,coco2017,mask_rcnn_R_50_FPN_3x,Convolutional,,Mask-RCNN-ResNet50-FPN,wrsa,OTC,1,FrozenBatchNorm2d-49,,0.668278090031969
mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x,segmentation,coco2017,mask_rcnn_R_50_FPN_3x,Convolutional,,Mask-RCNN-ResNet50-FPN,wrsa,OTC,2,FrozenBatchNorm2d-42,,0.678846343835493
mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x,segmentation,coco2017,mask_rcnn_R_50_FPN_3x,Convolutional,,Mask-RCNN-ResNet50-FPN,wrsa,OTC,5,FrozenBatchNorm2d-48,,0.721627957078706
mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x_segmentation,mask_rcnn_R_50_FPN_3x,segmentation,coco2017,mask_rcnn_R_50_FPN_3x,Convolutional,,Mask-RCNN-ResNet50-FPN,wrsa,OTC,7,FrozenBatchNorm2d-46,,0.614916188456744
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,crsa,OTC,1,Linear-39,0.79047619047619,0.343339885909616
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,crsa,OTC,2,Linear-39,0.79047619047619,0.34879632733702
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,crsa,OTC,5,Linear-39,0.79047619047619,0.366141833112542
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,crsa,OTC,7,Linear-39,0.79047619047619,0.337219234391562
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,srpr,OTC,1,Linear-35,0.70952380952381,0.352723922593304
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,srpr,OTC,2,Linear-37,0.752380952380952,0.387441700620522
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,srpr,OTC,5,Linear-35,0.70952380952381,0.41614327068723
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,srpr,OTC,7,Linear-37,0.752380952380952,0.32878012703281
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,wrsa,OTC,1,LayerNorm-21,0.828571428571429,0.663718515374433
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,wrsa,OTC,2,Linear-39,0.79047619047619,0.676645609412725
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,wrsa,OTC,5,GELU-21,0.838095238095238,0.71458775951167
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,classification,imagenet,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,wrsa,OTC,7,GELU-21,0.838095238095238,0.594423304895464
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,crsa,OTC,1,LayerNorm-18,0.704761904761905,0.261175459593986
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,crsa,OTC,2,LayerNorm-18,0.704761904761905,0.269911239560914
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,crsa,OTC,5,LayerNorm-18,0.704761904761905,0.283399709351642
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,crsa,OTC,7,LayerNorm-18,0.704761904761905,0.260111692831298
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,srpr,OTC,1,Linear-35,0.70952380952381,0.346484068721066
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,srpr,OTC,2,Linear-39,0.79047619047619,0.378141821456012
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,srpr,OTC,5,Linear-39,0.79047619047619,0.404674238273378
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,srpr,OTC,7,Linear-35,0.70952380952381,0.321460557275692
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,wrsa,OTC,1,Linear-35,0.70952380952381,0.634971469398849
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,wrsa,OTC,2,Linear-35,0.70952380952381,0.654280954431645
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,wrsa,OTC,5,Linear-35,0.70952380952381,0.688470948526922
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,classification,imagenet21k,mixer_b16_224,MLP-Mixer,210.0,Mixer-B16-IN22K,wrsa,OTC,7,Linear-35,0.70952380952381,0.585126571264767
mixer_b16_224_random,mixer_b16_224_random,mixer_b16_224,random,,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,crsa,OTC,1,Linear-44,0.885714285714286,0.0731922164898801
mixer_b16_224_random,mixer_b16_224_random,mixer_b16_224,random,,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,crsa,OTC,2,Linear-28,0.561904761904762,0.0609000402485907
mixer_b16_224_random,mixer_b16_224_random,mixer_b16_224,random,,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,crsa,OTC,5,Linear-44,0.885714285714286,0.0719896404272129
mixer_b16_224_random,mixer_b16_224_random,mixer_b16_224,random,,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,crsa,OTC,7,Linear-44,0.885714285714286,0.0713534374459145
mixer_b16_224_random,mixer_b16_224_random,mixer_b16_224,random,,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,srpr,OTC,1,GELU-13,0.514285714285714,0.118402541438189
mixer_b16_224_random,mixer_b16_224_random,mixer_b16_224,random,,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,srpr,OTC,2,GELU-13,0.514285714285714,0.125277222693851
mixer_b16_224_random,mixer_b16_224_random,mixer_b16_224,random,,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,srpr,OTC,5,Identity-20,0.780952380952381,0.130828651201363
mixer_b16_224_random,mixer_b16_224_random,mixer_b16_224,random,,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,srpr,OTC,7,Identity-20,0.780952380952381,0.103962667989692
mixer_b16_224_random,mixer_b16_224_random,mixer_b16_224,random,,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,wrsa,OTC,1,Linear-32,0.642857142857143,0.0979293158960373
mixer_b16_224_random,mixer_b16_224_random,mixer_b16_224,random,,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,wrsa,OTC,2,LayerNorm-14,0.542857142857143,0.0829638576233208
mixer_b16_224_random,mixer_b16_224_random,mixer_b16_224,random,,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,wrsa,OTC,5,GELU-23,0.919047619047619,0.119013361035787
mixer_b16_224_random,mixer_b16_224_random,mixer_b16_224,random,,mixer_b16_224,MLP-Mixer,210.0,MLP-Mixer-B16,wrsa,OTC,7,GELU-23,0.919047619047619,0.110670088592775
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,crsa,OTC,1,Linear-79,0.811594202898551,0.345989898904985
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,crsa,OTC,2,Linear-79,0.811594202898551,0.349477135726782
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,crsa,OTC,5,Linear-79,0.811594202898551,0.365495833946132
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,crsa,OTC,7,Linear-79,0.811594202898551,0.342349121832658
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,srpr,OTC,1,Linear-71,0.729468599033816,0.353210776891859
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,srpr,OTC,2,Linear-71,0.729468599033816,0.385092850890859
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,srpr,OTC,5,Linear-71,0.729468599033816,0.411906844904017
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,srpr,OTC,7,Linear-79,0.811594202898551,0.320385609017325
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,wrsa,OTC,1,Linear-77,0.792270531400966,0.670531626365644
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,wrsa,OTC,2,Linear-77,0.792270531400966,0.669201469956383
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,wrsa,OTC,5,Identity-40,0.806763285024155,0.722024321215423
mixer_l16_224_classification,mixer_l16_224_classification,mixer_l16_224,classification,imagenet,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,wrsa,OTC,7,Linear-79,0.811594202898551,0.609088722404998
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,414.0,Mixer-L16-IN22K,crsa,OTC,1,Linear-95,0.975845410628019,0.232517578396273
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,414.0,Mixer-L16-IN22K,crsa,OTC,2,Linear-95,0.975845410628019,0.240302874218145
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,414.0,Mixer-L16-IN22K,crsa,OTC,5,Linear-95,0.975845410628019,0.248696184516141
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,414.0,Mixer-L16-IN22K,crsa,OTC,7,Linear-71,0.729468599033816,0.216434398464996
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,414.0,Mixer-L16-IN22K,srpr,OTC,1,Linear-71,0.729468599033816,0.35170071295492
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,414.0,Mixer-L16-IN22K,srpr,OTC,2,Linear-67,0.688405797101449,0.385899233095234
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,414.0,Mixer-L16-IN22K,srpr,OTC,5,Linear-71,0.729468599033816,0.41584076214062
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,414.0,Mixer-L16-IN22K,srpr,OTC,7,Linear-63,0.647342995169082,0.327787828032023
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,414.0,Mixer-L16-IN22K,wrsa,OTC,1,Linear-67,0.688405797101449,0.677718808870838
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,414.0,Mixer-L16-IN22K,wrsa,OTC,2,LayerNorm-36,0.727053140096618,0.688333660758891
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,414.0,Mixer-L16-IN22K,wrsa,OTC,5,Linear-63,0.647342995169082,0.727904019903146
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,classification,imagenet21k,mixer_l16_224,MLP-Mixer,414.0,Mixer-L16-IN22K,wrsa,OTC,7,Linear-63,0.647342995169082,0.626393742480828
mixer_l16_224_random,mixer_l16_224_random,mixer_l16_224,random,,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,crsa,OTC,1,GELU-33,0.671497584541063,0.0750299357640387
mixer_l16_224_random,mixer_l16_224_random,mixer_l16_224,random,,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,crsa,OTC,2,Linear-93,0.956521739130435,0.0639489272933836
mixer_l16_224_random,mixer_l16_224_random,mixer_l16_224,random,,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,crsa,OTC,5,GELU-33,0.671497584541063,0.0770312561089243
mixer_l16_224_random,mixer_l16_224_random,mixer_l16_224,random,,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,crsa,OTC,7,GELU-33,0.671497584541063,0.072255694014699
mixer_l16_224_random,mixer_l16_224_random,mixer_l16_224,random,,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,srpr,OTC,1,Identity-36,0.72463768115942,0.109685336556476
mixer_l16_224_random,mixer_l16_224_random,mixer_l16_224,random,,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,srpr,OTC,2,Identity-32,0.642512077294686,0.130643983840341
mixer_l16_224_random,mixer_l16_224_random,mixer_l16_224,random,,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,srpr,OTC,5,GELU-35,0.71256038647343,0.135883796119795
mixer_l16_224_random,mixer_l16_224_random,mixer_l16_224,random,,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,srpr,OTC,7,Linear-68,0.695652173913043,0.0984132317330703
mixer_l16_224_random,mixer_l16_224_random,mixer_l16_224,random,,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,wrsa,OTC,1,GELU-35,0.71256038647343,0.112547686556734
mixer_l16_224_random,mixer_l16_224_random,mixer_l16_224,random,,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,wrsa,OTC,2,GELU-35,0.71256038647343,0.101230300535578
mixer_l16_224_random,mixer_l16_224_random,mixer_l16_224,random,,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,wrsa,OTC,5,GELU-35,0.71256038647343,0.128806342268959
mixer_l16_224_random,mixer_l16_224_random,mixer_l16_224,random,,mixer_l16_224,MLP-Mixer,414.0,MLP-Mixer-L16,wrsa,OTC,7,Linear-68,0.695652173913043,0.108160496440566
mnasnet1_0_classification,mnasnet1_0_classification,mnasnet1_0,classification,imagenet,mnasnet1_0,Convolutional,158.0,MNASNet1.0,crsa,OTC,1,BatchNorm2d-47,0.879746835443038,0.376337065451063
mnasnet1_0_classification,mnasnet1_0_classification,mnasnet1_0,classification,imagenet,mnasnet1_0,Convolutional,158.0,MNASNet1.0,crsa,OTC,2,BatchNorm2d-46,0.860759493670886,0.365213936642752
mnasnet1_0_classification,mnasnet1_0_classification,mnasnet1_0,classification,imagenet,mnasnet1_0,Convolutional,158.0,MNASNet1.0,crsa,OTC,5,BatchNorm2d-47,0.879746835443038,0.380815320355623
mnasnet1_0_classification,mnasnet1_0_classification,mnasnet1_0,classification,imagenet,mnasnet1_0,Convolutional,158.0,MNASNet1.0,crsa,OTC,7,BatchNorm2d-47,0.879746835443038,0.353537033174167
mnasnet1_0_classification,mnasnet1_0_classification,mnasnet1_0,classification,imagenet,mnasnet1_0,Convolutional,158.0,MNASNet1.0,srpr,OTC,1,Conv2d-44,0.816455696202532,0.359704345592649
mnasnet1_0_classification,mnasnet1_0_classification,mnasnet1_0,classification,imagenet,mnasnet1_0,Convolutional,158.0,MNASNet1.0,srpr,OTC,2,Conv2d-44,0.816455696202532,0.398450763464064
mnasnet1_0_classification,mnasnet1_0_classification,mnasnet1_0,classification,imagenet,mnasnet1_0,Convolutional,158.0,MNASNet1.0,srpr,OTC,5,BatchNorm2d-47,0.879746835443038,0.417770471102005
mnasnet1_0_classification,mnasnet1_0_classification,mnasnet1_0,classification,imagenet,mnasnet1_0,Convolutional,158.0,MNASNet1.0,srpr,OTC,7,Conv2d-47,0.873417721518987,0.335630056733895
mnasnet1_0_classification,mnasnet1_0_classification,mnasnet1_0,classification,imagenet,mnasnet1_0,Convolutional,158.0,MNASNet1.0,wrsa,OTC,1,Conv2d-47,0.873417721518987,0.665415597694777
mnasnet1_0_classification,mnasnet1_0_classification,mnasnet1_0,classification,imagenet,mnasnet1_0,Convolutional,158.0,MNASNet1.0,wrsa,OTC,2,BatchNorm2d-50,0.936708860759494,0.705919102821192
mnasnet1_0_classification,mnasnet1_0_classification,mnasnet1_0,classification,imagenet,mnasnet1_0,Convolutional,158.0,MNASNet1.0,wrsa,OTC,5,BatchNorm2d-47,0.879746835443038,0.716946066262479
mnasnet1_0_classification,mnasnet1_0_classification,mnasnet1_0,classification,imagenet,mnasnet1_0,Convolutional,158.0,MNASNet1.0,wrsa,OTC,7,Conv2d-47,0.873417721518987,0.603929287671408
mnasnet1_0_random,mnasnet1_0_random,mnasnet1_0,random,,mnasnet1_0,Convolutional,158.0,MNASNet1.0,crsa,OTC,1,Linear-1,0.993670886075949,0.069452376325325
mnasnet1_0_random,mnasnet1_0_random,mnasnet1_0,random,,mnasnet1_0,Convolutional,158.0,MNASNet1.0,crsa,OTC,2,Linear-1,0.993670886075949,0.0516936796963998
