feature_stem,deepnsd_model_string,model,train_task,train_data,architecture,model_class,display_name,metric,region,consensus_layer,subject_votes_for_consensus,n_subjects,mean_nsd_test_score_for_consensus_layer,mean_nsd_test_score_across_subject_train_selected_layers,selected_layers_by_subject
ResNet50-DeepClusterV2-2x224+6x96_selfsupervised,ResNet50-DeepClusterV2-2x224+6x96_selfsupervised,ResNet50-DeepClusterV2-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-DeepClusterV2,crsa,OTC,BatchNorm2d-48,3,4,0.3305021884464587,0.3297917861186545,1:BatchNorm2d-48;2:BatchNorm2d-48;5:BatchNorm2d-45;7:BatchNorm2d-48
ResNet50-DeepClusterV2-2x224+6x96_selfsupervised,ResNet50-DeepClusterV2-2x224+6x96_selfsupervised,ResNet50-DeepClusterV2-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-DeepClusterV2,srpr,OTC,Conv2d-52,2,4,0.3796881841176905,0.37996354117327225,1:Conv2d-49;2:BatchNorm2d-48;5:Conv2d-52;7:Conv2d-52
ResNet50-DeepClusterV2-2x224+6x96_selfsupervised,ResNet50-DeepClusterV2-2x224+6x96_selfsupervised,ResNet50-DeepClusterV2-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-DeepClusterV2,wrsa,OTC,Conv2d-49,4,4,0.6898791009145397,0.6898791009145397,1:Conv2d-49;2:Conv2d-49;5:Conv2d-49;7:Conv2d-49
ResNet50-JigSaw-Goyal19_selfsupervised,ResNet50-JigSaw-Goyal19_selfsupervised,ResNet50-JigSaw-Goyal19,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-JigSaw-Goyal19,crsa,OTC,BatchNorm2d-39,4,4,0.25694612648689524,0.25694612648689524,1:BatchNorm2d-39;2:BatchNorm2d-39;5:BatchNorm2d-39;7:BatchNorm2d-39
ResNet50-JigSaw-Goyal19_selfsupervised,ResNet50-JigSaw-Goyal19_selfsupervised,ResNet50-JigSaw-Goyal19,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-JigSaw-Goyal19,srpr,OTC,BatchNorm2d-39,4,4,0.33690635206577324,0.33690635206577324,1:BatchNorm2d-39;2:BatchNorm2d-39;5:BatchNorm2d-39;7:BatchNorm2d-39
ResNet50-JigSaw-Goyal19_selfsupervised,ResNet50-JigSaw-Goyal19_selfsupervised,ResNet50-JigSaw-Goyal19,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-JigSaw-Goyal19,wrsa,OTC,BatchNorm2d-40,3,4,0.5815382532699817,0.5647931386405113,1:BatchNorm2d-40;2:BatchNorm2d-40;5:BatchNorm2d-40;7:BatchNorm2d-39
ResNet50-JigSaw-P100_selfsupervised,ResNet50-JigSaw-P100_selfsupervised,ResNet50-JigSaw-P100,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-JigSaw-P100,crsa,OTC,BatchNorm2d-42,4,4,0.266665973391301,0.266665973391301,1:BatchNorm2d-42;2:BatchNorm2d-42;5:BatchNorm2d-42;7:BatchNorm2d-42
ResNet50-JigSaw-P100_selfsupervised,ResNet50-JigSaw-P100_selfsupervised,ResNet50-JigSaw-P100,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-JigSaw-P100,srpr,OTC,BatchNorm2d-42,4,4,0.3426586190783368,0.3426586190783368,1:BatchNorm2d-42;2:BatchNorm2d-42;5:BatchNorm2d-42;7:BatchNorm2d-42
ResNet50-JigSaw-P100_selfsupervised,ResNet50-JigSaw-P100_selfsupervised,ResNet50-JigSaw-P100,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-JigSaw-P100,wrsa,OTC,BatchNorm2d-42,3,4,0.5690733492392096,0.5771867956480823,1:BatchNorm2d-42;2:BatchNorm2d-42;5:ReLU-39;7:BatchNorm2d-42
ResNet50-MoCoV2-BS256_selfsupervised,ResNet50-MoCoV2-BS256_selfsupervised,ResNet50-MoCoV2-BS256,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-MoCoV2-BS256,crsa,OTC,AdaptiveAvgPool2d-1,4,4,0.265504085415745,0.265504085415745,1:AdaptiveAvgPool2d-1;2:AdaptiveAvgPool2d-1;5:AdaptiveAvgPool2d-1;7:AdaptiveAvgPool2d-1
ResNet50-MoCoV2-BS256_selfsupervised,ResNet50-MoCoV2-BS256_selfsupervised,ResNet50-MoCoV2-BS256,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-MoCoV2-BS256,srpr,OTC,BatchNorm2d-49,2,4,0.3404142106647015,0.338708595891208,1:BatchNorm2d-49;2:BatchNorm2d-49;5:AdaptiveAvgPool2d-1;7:AdaptiveAvgPool2d-1
ResNet50-MoCoV2-BS256_selfsupervised,ResNet50-MoCoV2-BS256_selfsupervised,ResNet50-MoCoV2-BS256,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-MoCoV2-BS256,wrsa,OTC,AdaptiveAvgPool2d-1,4,4,0.6100379991201785,0.6100379991201785,1:AdaptiveAvgPool2d-1;2:AdaptiveAvgPool2d-1;5:AdaptiveAvgPool2d-1;7:AdaptiveAvgPool2d-1
ResNet50-PIRL_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-PIRL,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-PIRL,crsa,OTC,AdaptiveAvgPool2d-1,4,4,0.3547875221510782,0.3547875221510782,1:AdaptiveAvgPool2d-1;2:AdaptiveAvgPool2d-1;5:AdaptiveAvgPool2d-1;7:AdaptiveAvgPool2d-1
ResNet50-PIRL_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-PIRL,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-PIRL,srpr,OTC,AdaptiveAvgPool2d-1,1,4,0.412906511429278,0.36827032347844424,1:ReLU-46;2:Conv2d-49;5:AdaptiveAvgPool2d-1;7:Conv2d-52
ResNet50-PIRL_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-PIRL,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-PIRL,wrsa,OTC,AdaptiveAvgPool2d-1,3,4,0.66743851156175,0.6722436040798625,1:AdaptiveAvgPool2d-1;2:BatchNorm2d-49;5:AdaptiveAvgPool2d-1;7:AdaptiveAvgPool2d-1
ResNet50-RotNet_selfsupervised,ResNet50-RotNet_selfsupervised,ResNet50-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-RotNet,crsa,OTC,Conv2d-34,3,4,0.23732870765260197,0.23812872089357723,1:BatchNorm2d-49;2:Conv2d-34;5:Conv2d-34;7:Conv2d-34
ResNet50-RotNet_selfsupervised,ResNet50-RotNet_selfsupervised,ResNet50-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-RotNet,srpr,OTC,Conv2d-49,3,4,0.320610357276954,0.3320645049926285,1:Conv2d-49;2:Conv2d-49;5:AdaptiveAvgPool2d-1;7:Conv2d-49
ResNet50-RotNet_selfsupervised,ResNet50-RotNet_selfsupervised,ResNet50-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-RotNet,wrsa,OTC,ReLU-45,3,4,0.5444347323331654,0.5720622636758478,1:ReLU-45;2:ReLU-45;5:AdaptiveAvgPool2d-1;7:ReLU-45
ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-SimCLR,crsa,OTC,Conv2d-49,2,4,0.3696069135357865,0.3616196892894915,1:BatchNorm2d-49;2:Conv2d-49;5:Conv2d-49;7:BatchNorm2d-49
ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-SimCLR,srpr,OTC,Conv2d-49,3,4,0.3943435399265887,0.37920132642258103,1:Conv2d-49;2:Conv2d-49;5:Conv2d-49;7:Conv2d-48
ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR_selfsupervised,ResNet50-SimCLR,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-SimCLR,wrsa,OTC,AdaptiveAvgPool2d-1,3,4,0.6921865810687095,0.6994732636156549,1:AdaptiveAvgPool2d-1;2:BatchNorm2d-52;5:AdaptiveAvgPool2d-1;7:AdaptiveAvgPool2d-1
ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-SwAV-BS4096,crsa,OTC,BatchNorm2d-48,3,4,0.3401754648881113,0.3374537813119977,1:BatchNorm2d-48;2:BatchNorm2d-48;5:BatchNorm2d-45;7:BatchNorm2d-48
ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-SwAV-BS4096,srpr,OTC,Conv2d-52,2,4,0.350822873186203,0.3798073166021413,1:Conv2d-52;2:Conv2d-51;5:BatchNorm2d-52;7:Conv2d-52
ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised,ResNet50-SwAV-BS4096-2x224+6x96,selfsupervised,imagenet,ResNet50,Convolutional,ResNet50-SwAV-BS4096,wrsa,OTC,AdaptiveAvgPool2d-1,2,4,0.6893168952758455,0.6836805979540765,1:Conv2d-49;2:Conv2d-49;5:AdaptiveAvgPool2d-1;7:AdaptiveAvgPool2d-1
ViT-B-CLIP_slip,ViT-B-CLIP_slip,ViT-B-CLIP,slip,YFCC15M,ViT-B,Transformer,ViT-B-CLIP,crsa,OTC,Linear-26,4,4,0.2942066790384775,0.2942066790384775,1:Linear-26;2:Linear-26;5:Linear-26;7:Linear-26
ViT-B-CLIP_slip,ViT-B-CLIP_slip,ViT-B-CLIP,slip,YFCC15M,ViT-B,Transformer,ViT-B-CLIP,srpr,OTC,Linear-27,3,4,0.34914746611207165,0.36198833301023325,1:Linear-27;2:Linear-27;5:Linear-42;7:Linear-27
ViT-B-CLIP_slip,ViT-B-CLIP_slip,ViT-B-CLIP,slip,YFCC15M,ViT-B,Transformer,ViT-B-CLIP,wrsa,OTC,Linear-26,2,4,0.659124319708764,0.668024171404883,1:Linear-26;2:Linear-26;5:Identity-50;7:Linear-46
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,ViT-B-SLIP,crsa,OTC,Identity-50,4,4,0.3345951989555388,0.3345951989555388,1:Identity-50;2:Identity-50;5:Identity-50;7:Identity-50
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,ViT-B-SLIP,srpr,OTC,Identity-50,2,4,0.37026305056883646,0.36114221176115624,1:Linear-34;2:LayerNorm-25;5:Identity-50;7:Identity-50
ViT-B-SLIP_slip,ViT-B-SLIP_slip,ViT-B-SLIP,slip,YFCC15M,ViT-B,Transformer,ViT-B-SLIP,wrsa,OTC,Identity-50,3,4,0.7342766450236383,0.7063975729583303,1:Identity-50;2:Identity-50;5:Identity-50;7:Linear-46
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,ViT-B-SimCLR,crsa,OTC,Linear-38,4,4,0.34117280277763123,0.34117280277763123,1:Linear-38;2:Linear-38;5:Linear-38;7:Linear-38
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,ViT-B-SimCLR,srpr,OTC,Identity-50,2,4,0.3661431277046265,0.36255551103141725,1:Linear-38;2:Linear-38;5:Identity-50;7:Identity-50
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,slip,YFCC15M,ViT-B,Transformer,ViT-B-SimCLR,wrsa,OTC,Identity-50,4,4,0.6914492526600601,0.6914492526600601,1:Identity-50;2:Identity-50;5:Identity-50;7:Identity-50
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,CLiP-ViT-B/32,crsa,OTC,LayerNorm-26,4,4,0.35041137830659924,0.35041137830659924,1:LayerNorm-26;2:LayerNorm-26;5:LayerNorm-26;7:LayerNorm-26
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,CLiP-ViT-B/32,srpr,OTC,LayerNorm-17,2,4,0.34111925802433096,0.37342454700872724,1:LayerNorm-17;2:Linear-13;5:LayerNorm-26;7:LayerNorm-17
ViT-B/16_clip,ViT-B/16_clip,ViT-B/16,clip,openai400M,ViT-B/16,Transformer,CLiP-ViT-B/32,wrsa,OTC,LayerNorm-26,4,4,0.708478547506492,0.708478547506492,1:LayerNorm-26;2:LayerNorm-26;5:LayerNorm-26;7:LayerNorm-26
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,CLiP-ViT-B/32,crsa,OTC,LayerNorm-26,4,4,0.349047116977608,0.349047116977608,1:LayerNorm-26;2:LayerNorm-26;5:LayerNorm-26;7:LayerNorm-26
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,CLiP-ViT-B/32,srpr,OTC,LayerNorm-26,1,4,0.42814739702848,0.38159865204194354,1:Linear-15;2:Linear-13;5:LayerNorm-26;7:LayerNorm-17
ViT-B/32_clip,ViT-B/32_clip,ViT-B/32,clip,openai400M,ViT-B/32,Transformer,CLiP-ViT-B/32,wrsa,OTC,LayerNorm-26,4,4,0.7091197107751039,0.7091197107751039,1:LayerNorm-26;2:LayerNorm-26;5:LayerNorm-26;7:LayerNorm-26
ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,ViT-L-CLIP-CC12M,crsa,OTC,Linear-27,2,4,0.30639633986981196,0.2830974754706745,1:Linear-30;2:Linear-27;5:Linear-27;7:Linear-30
ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,ViT-L-CLIP-CC12M,srpr,OTC,Linear-35,2,4,0.36125545510379553,0.3632166138990445,1:Linear-31;2:Linear-27;5:Linear-35;7:Linear-35
ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M_slip,ViT-L-CLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,ViT-L-CLIP-CC12M,wrsa,OTC,Linear-30,2,4,0.6328129444455854,0.640342373786992,1:Linear-30;2:Linear-30;5:Identity-50;7:Linear-39
ViT-L-CLIP_slip,ViT-L-CLIP_slip,ViT-L-CLIP,slip,YFCC15M,ViT-L,Transformer,ViT-L-CLIP,crsa,OTC,LayerNorm-42,4,4,0.28432126603456,0.28432126603456,1:LayerNorm-42;2:LayerNorm-42;5:LayerNorm-42;7:LayerNorm-42
ViT-L-CLIP_slip,ViT-L-CLIP_slip,ViT-L-CLIP,slip,YFCC15M,ViT-L,Transformer,ViT-L-CLIP,srpr,OTC,Linear-49,3,4,0.327291619126665,0.3417158285768835,1:Linear-49;2:Linear-49;5:Identity-98;7:Linear-49
ViT-L-CLIP_slip,ViT-L-CLIP_slip,ViT-L-CLIP,slip,YFCC15M,ViT-L,Transformer,ViT-L-CLIP,wrsa,OTC,Identity-98,3,4,0.6588948803558327,0.6550028212816383,1:Identity-98;2:LayerNorm-46;5:Identity-98;7:Identity-98
ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,ViT-L-SLIP-CC12M,crsa,OTC,Linear-31,4,4,0.28682827334500827,0.28682827334500827,1:Linear-31;2:Linear-31;5:Linear-31;7:Linear-31
ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,ViT-L-SLIP-CC12M,srpr,OTC,Identity-50,2,4,0.3669563395235265,0.35994922557997155,1:Linear-34;2:Linear-35;5:Identity-50;7:Identity-50
ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M_slip,ViT-L-SLIP-CC12M,slip,YFCC15M,ViT-L,Transformer,ViT-L-SLIP-CC12M,wrsa,OTC,Identity-50,4,4,0.6961485533543653,0.6961485533543653,1:Identity-50;2:Identity-50;5:Identity-50;7:Identity-50
ViT-L-SLIP_slip,ViT-L-SLIP_slip,ViT-L-SLIP,slip,YFCC15M,ViT-L,Transformer,ViT-L-SLIP,crsa,OTC,Linear-60,4,4,0.31542215363662224,0.31542215363662224,1:Linear-60;2:Linear-60;5:Linear-60;7:Linear-60
ViT-L-SLIP_slip,ViT-L-SLIP_slip,ViT-L-SLIP,slip,YFCC15M,ViT-L,Transformer,ViT-L-SLIP,srpr,OTC,Block-24,2,4,0.3599630057866665,0.36315257769882947,1:Block-24;2:Block-24;5:Identity-98;7:Linear-94
ViT-L-SLIP_slip,ViT-L-SLIP_slip,ViT-L-SLIP,slip,YFCC15M,ViT-L,Transformer,ViT-L-SLIP,wrsa,OTC,Identity-98,3,4,0.6951042510727578,0.7014924891729225,1:Identity-98;2:Linear-94;5:Identity-98;7:Identity-98
ViT-L-SimCLR_slip,ViT-L-SimCLR_slip,ViT-L-SimCLR,slip,YFCC15M,ViT-L,Transformer,ViT-L-SimCLR,crsa,OTC,Linear-64,4,4,0.3271523789026085,0.3271523789026085,1:Linear-64;2:Linear-64;5:Linear-64;7:Linear-64
ViT-L-SimCLR_slip,ViT-L-SimCLR_slip,ViT-L-SimCLR,slip,YFCC15M,ViT-L,Transformer,ViT-L-SimCLR,srpr,OTC,Identity-98,3,4,0.35382915493527567,0.35858512383736924,1:Identity-98;2:Block-23;5:Identity-98;7:Identity-98
ViT-L-SimCLR_slip,ViT-L-SimCLR_slip,ViT-L-SimCLR,slip,YFCC15M,ViT-L,Transformer,ViT-L-SimCLR,wrsa,OTC,Identity-98,4,4,0.6900947822128052,0.6900947822128052,1:Identity-98;2:Identity-98;5:Identity-98;7:Identity-98
ViT-L/14_clip,ViT-L/14_clip,ViT-L/14,clip,openai400M,ViT-L/14,Transformer,CLiP-ViT-L/14,crsa,OTC,Linear-27,2,4,0.3183137636889535,0.3143962654612973,1:QuickGELU-14;2:Linear-27;5:Linear-27;7:QuickGELU-15
ViT-L/14_clip,ViT-L/14_clip,ViT-L/14,clip,openai400M,ViT-L/14,Transformer,CLiP-ViT-L/14,srpr,OTC,Linear-27,2,4,0.36657974776748703,0.3760878897538725,1:Linear-29;2:Linear-27;5:LayerNorm-50;7:Linear-27
ViT-L/14_clip,ViT-L/14_clip,ViT-L/14,clip,openai400M,ViT-L/14,Transformer,CLiP-ViT-L/14,wrsa,OTC,LayerNorm-50,3,4,0.6786845303371257,0.7037462864111514,1:LayerNorm-50;2:LayerNorm-50;5:VisionTransformer-1;7:LayerNorm-50
ViT-S-CLIP_slip,ViT-S-CLIP_slip,ViT-S-CLIP,slip,YFCC15M,ViT-S,Transformer,ViT-S-CLIP,crsa,OTC,Linear-31,2,4,0.32357515526110003,0.29334226770160826,1:Linear-30;2:Linear-31;5:Linear-31;7:Linear-30
ViT-S-CLIP_slip,ViT-S-CLIP_slip,ViT-S-CLIP,slip,YFCC15M,ViT-S,Transformer,ViT-S-CLIP,srpr,OTC,Linear-31,3,4,0.3433753741937933,0.3564322947513585,1:Linear-31;2:Linear-31;5:Linear-30;7:Linear-31
ViT-S-CLIP_slip,ViT-S-CLIP_slip,ViT-S-CLIP,slip,YFCC15M,ViT-S,Transformer,ViT-S-CLIP,wrsa,OTC,Identity-50,3,4,0.6953333445516674,0.6702070785892463,1:Identity-50;2:Identity-50;5:Identity-50;7:Linear-46
ViT-S-SLIP_slip,ViT-S-SLIP_slip,ViT-S-SLIP,slip,YFCC15M,ViT-S,Transformer,ViT-S-SLIP,crsa,OTC,Linear-38,2,4,0.3286756494783495,0.33133853967106847,1:GELU-9;2:Linear-38;5:Identity-50;7:Linear-38
ViT-S-SLIP_slip,ViT-S-SLIP_slip,ViT-S-SLIP,slip,YFCC15M,ViT-S,Transformer,ViT-S-SLIP,srpr,OTC,Identity-50,3,4,0.36244446587546997,0.3667782664537532,1:Identity-50;2:Linear-34;5:Identity-50;7:Identity-50
ViT-S-SLIP_slip,ViT-S-SLIP_slip,ViT-S-SLIP,slip,YFCC15M,ViT-S,Transformer,ViT-S-SLIP,wrsa,OTC,Identity-50,4,4,0.6886614194930634,0.6886614194930634,1:Identity-50;2:Identity-50;5:Identity-50;7:Identity-50
ViT-S-SimCLR_slip,ViT-S-SimCLR_slip,ViT-S-SimCLR,slip,YFCC15M,ViT-S,Transformer,ViT-S-SimCLR,crsa,OTC,Linear-38,4,4,0.33945347016323524,0.33945347016323524,1:Linear-38;2:Linear-38;5:Linear-38;7:Linear-38
ViT-S-SimCLR_slip,ViT-S-SimCLR_slip,ViT-S-SimCLR,slip,YFCC15M,ViT-S,Transformer,ViT-S-SimCLR,srpr,OTC,Identity-50,3,4,0.35983971686808963,0.362615712269531,1:Identity-50;2:Linear-39;5:Identity-50;7:Identity-50
ViT-S-SimCLR_slip,ViT-S-SimCLR_slip,ViT-S-SimCLR,slip,YFCC15M,ViT-S,Transformer,ViT-S-SimCLR,wrsa,OTC,Identity-50,4,4,0.6884820398954867,0.6884820398954867,1:Identity-50;2:Identity-50;5:Identity-50;7:Identity-50
alexnet_classification,alexnet_classification,alexnet,classification,imagenet,alexnet,Convolutional,AlexNet,crsa,OTC,Linear-1,2,4,0.340972147203325,0.3383249549902055,1:MaxPool2d-3;2:MaxPool2d-3;5:Linear-1;7:Linear-1
alexnet_classification,alexnet_classification,alexnet,classification,imagenet,alexnet,Convolutional,AlexNet,srpr,OTC,Linear-3,2,4,0.352122928868448,0.35009123682454674,1:ReLU-6;2:MaxPool2d-3;5:Linear-3;7:Linear-3
alexnet_classification,alexnet_classification,alexnet,classification,imagenet,alexnet,Convolutional,AlexNet,wrsa,OTC,Linear-3,2,4,0.6645747364418,0.6333932435213103,1:ReLU-7;2:Linear-3;5:Linear-3;7:ReLU-7
alexnet_gn_ipcl_imagenet,alexnet_gn_ipcl_imagenet_ipcl,alexnet_gn_ipcl_imagenet,ipcl,imagenet,alexnet_gn,Convolutional,AlexNet-GN-IPCLImageNet,crsa,OTC,ReLU-6,4,4,0.272191057577333,0.272191057577333,1:ReLU-6;2:ReLU-6;5:ReLU-6;7:ReLU-6
alexnet_gn_ipcl_imagenet,alexnet_gn_ipcl_imagenet_ipcl,alexnet_gn_ipcl_imagenet,ipcl,imagenet,alexnet_gn,Convolutional,AlexNet-GN-IPCLImageNet,srpr,OTC,ReLU-6,4,4,0.3282727174771188,0.3282727174771188,1:ReLU-6;2:ReLU-6;5:ReLU-6;7:ReLU-6
alexnet_gn_ipcl_imagenet,alexnet_gn_ipcl_imagenet_ipcl,alexnet_gn_ipcl_imagenet,ipcl,imagenet,alexnet_gn,Convolutional,AlexNet-GN-IPCLImageNet,wrsa,OTC,ReLU-6,4,4,0.561646501496023,0.561646501496023,1:ReLU-6;2:ReLU-6;5:ReLU-6;7:ReLU-6
alexnet_gn_ipcl_openimages,alexnet_gn_ipcl_openimages_ipcl,alexnet_gn_ipcl_openimages,ipcl,openimages,alexnet_gn,Convolutional,AlexNet-GN-IPCLOpenImages,crsa,OTC,BatchNorm1d-1,4,4,0.24944799131156076,0.24944799131156076,1:BatchNorm1d-1;2:BatchNorm1d-1;5:BatchNorm1d-1;7:BatchNorm1d-1
alexnet_gn_ipcl_openimages,alexnet_gn_ipcl_openimages_ipcl,alexnet_gn_ipcl_openimages,ipcl,openimages,alexnet_gn,Convolutional,AlexNet-GN-IPCLOpenImages,srpr,OTC,ReLU-6,3,4,0.30391358841762867,0.3086960867186872,1:ReLU-6;2:BatchNorm1d-1;5:ReLU-6;7:ReLU-6
alexnet_gn_ipcl_openimages,alexnet_gn_ipcl_openimages_ipcl,alexnet_gn_ipcl_openimages,ipcl,openimages,alexnet_gn,Convolutional,AlexNet-GN-IPCLOpenImages,wrsa,OTC,ReLU-6,3,4,0.5125806338906117,0.516822703041956,1:ReLU-6;2:BatchNorm1d-1;5:ReLU-6;7:ReLU-6
alexnet_gn_ipcl_places256,alexnet_gn_ipcl_places256_ipcl,alexnet_gn_ipcl_places256,ipcl,places256,alexnet_gn,Convolutional,AlexNet-GN-IPCLPlaces256,crsa,OTC,BatchNorm1d-1,2,4,0.256141284263975,0.24178878216806826,1:ReLU-6;2:BatchNorm1d-1;5:BatchNorm1d-1;7:ReLU-6
alexnet_gn_ipcl_places256,alexnet_gn_ipcl_places256_ipcl,alexnet_gn_ipcl_places256,ipcl,places256,alexnet_gn,Convolutional,AlexNet-GN-IPCLPlaces256,srpr,OTC,ReLU-6,4,4,0.29671802652412776,0.29671802652412776,1:ReLU-6;2:ReLU-6;5:ReLU-6;7:ReLU-6
alexnet_gn_ipcl_places256,alexnet_gn_ipcl_places256_ipcl,alexnet_gn_ipcl_places256,ipcl,places256,alexnet_gn,Convolutional,AlexNet-GN-IPCLPlaces256,wrsa,OTC,ReLU-6,4,4,0.4945897713119903,0.4945897713119903,1:ReLU-6;2:ReLU-6;5:ReLU-6;7:ReLU-6
alexnet_gn_ipcl_vggface2,alexnet_gn_ipcl_vggface2_ipcl,alexnet_gn_ipcl_vggface2,ipcl,vggface2,alexnet_gn,Convolutional,AlexNet-GN-IPCLVGGFace2,crsa,OTC,Linear-3,2,4,0.10191309548908009,0.10101460235482236,1:Linear-3;2:Linear-3;5:Normalize-1;7:Normalize-1
alexnet_gn_ipcl_vggface2,alexnet_gn_ipcl_vggface2_ipcl,alexnet_gn_ipcl_vggface2,ipcl,vggface2,alexnet_gn,Convolutional,AlexNet-GN-IPCLVGGFace2,srpr,OTC,ReLU-6,3,4,0.21964184111194932,0.2166485909761345,1:BatchNorm1d-2;2:ReLU-6;5:ReLU-6;7:ReLU-6
alexnet_gn_ipcl_vggface2,alexnet_gn_ipcl_vggface2_ipcl,alexnet_gn_ipcl_vggface2,ipcl,vggface2,alexnet_gn,Convolutional,AlexNet-GN-IPCLVGGFace2,wrsa,OTC,ReLU-7,2,4,0.290488439045388,0.28968666159637224,1:ReLU-7;2:ReLU-7;5:ReLU-6;7:ReLU-6
alexnet_random,alexnet_random,alexnet,random,,alexnet,Convolutional,AlexNet,crsa,OTC,MaxPool2d-3,3,4,0.04257832785341916,0.03930592974077477,1:MaxPool2d-3;2:MaxPool2d-3;5:MaxPool2d-3;7:Linear-3
alexnet_random,alexnet_random,alexnet,random,,alexnet,Convolutional,AlexNet,srpr,OTC,ReLU-6,1,4,0.162816453867618,0.14937663509291849,1:Linear-1;2:ReLU-6;5:Linear-2;7:MaxPool2d-3
alexnet_random,alexnet_random,alexnet,random,,alexnet,Convolutional,AlexNet,wrsa,OTC,Conv2d-5,2,4,0.1326046234418955,0.13315453609682876,1:ReLU-7;2:Conv2d-5;5:Linear-2;7:Conv2d-5
autoencoding_taskonomy,autoencoding_taskonomy,autoencoding,taskonomy,taskonomy,resnet50,Convolutional,Autoencoder,crsa,OTC,BatchNorm2d-28,2,4,0.0700793161748476,0.07667946426512523,1:Conv2d-28;2:BatchNorm2d-28;5:BatchNorm2d-28;7:BatchNorm2d-44
autoencoding_taskonomy,autoencoding_taskonomy,autoencoding,taskonomy,taskonomy,resnet50,Convolutional,Autoencoder,srpr,OTC,BatchNorm2d-28,3,4,0.13531170240301366,0.129198356655757,1:BatchNorm2d-28;2:BatchNorm2d-28;5:BatchNorm2d-28;7:ReLU-25
