feature_stem,deepnsd_model_string,model,train_task,train_data,architecture,model_class,display_name,metric,region,consensus_layer,subject_votes_for_consensus,n_subjects,mean_nsd_test_score_for_consensus_layer,mean_nsd_test_score_across_subject_train_selected_layers,selected_layers_by_subject
autoencoding_taskonomy,autoencoding_taskonomy,autoencoding,taskonomy,taskonomy,resnet50,Convolutional,Autoencoder,wrsa,OTC,ReLU-41,4,4,0.10305451504710372,0.10305451504710372,1:ReLU-41;2:ReLU-41;5:ReLU-41;7:ReLU-41
class_object_taskonomy,class_object_taskonomy,class_object,taskonomy,taskonomy,resnet50,Convolutional,Object Classification,crsa,OTC,BatchNorm2d-46,4,4,0.18923916050675998,0.18923916050675998,1:BatchNorm2d-46;2:BatchNorm2d-46;5:BatchNorm2d-46;7:BatchNorm2d-46
class_object_taskonomy,class_object_taskonomy,class_object,taskonomy,taskonomy,resnet50,Convolutional,Object Classification,srpr,OTC,Conv2d-45,2,4,0.28543655347069097,0.28965670218311573,1:ReLU-42;2:Conv2d-45;5:Conv2d-48;7:Conv2d-45
class_object_taskonomy,class_object_taskonomy,class_object,taskonomy,taskonomy,resnet50,Convolutional,Object Classification,wrsa,OTC,ReLU-42,3,4,0.4273112204729033,0.435715092750933,1:ReLU-42;2:ReLU-42;5:BatchNorm2d-48;7:ReLU-42
class_scene_taskonomy,class_scene_taskonomy,class_scene,taskonomy,taskonomy,resnet50,Convolutional,Scene Classification,crsa,OTC,Conv2d-28,4,4,0.14655365887182123,0.14655365887182123,1:Conv2d-28;2:Conv2d-28;5:Conv2d-28;7:Conv2d-28
class_scene_taskonomy,class_scene_taskonomy,class_scene,taskonomy,taskonomy,resnet50,Convolutional,Scene Classification,srpr,OTC,Conv2d-45,3,4,0.291481914723494,0.28630207647603323,1:BatchNorm2d-45;2:Conv2d-45;5:Conv2d-45;7:Conv2d-45
class_scene_taskonomy,class_scene_taskonomy,class_scene,taskonomy,taskonomy,resnet50,Convolutional,Scene Classification,wrsa,OTC,BatchNorm2d-46,1,4,0.455609734167981,0.42550353078442193,1:Conv2d-44;2:Conv2d-46;5:BatchNorm2d-46;7:ReLU-42
coat_lite_tiny_classification,coat_lite_tiny_classification,coat_lite_tiny,classification,imagenet,coat_lite_tiny,Transformer,CoaT-Lite-Tiny,crsa,OTC,LayerNorm-18,4,4,0.32290312406348876,0.32290312406348876,1:LayerNorm-18;2:LayerNorm-18;5:LayerNorm-18;7:LayerNorm-18
coat_lite_tiny_classification,coat_lite_tiny_classification,coat_lite_tiny,classification,imagenet,coat_lite_tiny,Transformer,CoaT-Lite-Tiny,srpr,OTC,ConvPosEnc-19,3,4,0.368305484671745,0.3815005408757355,1:ConvPosEnc-19;2:ConvPosEnc-19;5:LayerNorm-18;7:ConvPosEnc-19
coat_lite_tiny_classification,coat_lite_tiny_classification,coat_lite_tiny,classification,imagenet,coat_lite_tiny,Transformer,CoaT-Lite-Tiny,wrsa,OTC,LayerNorm-18,2,4,0.6379746971744216,0.672618455680976,1:LayerNorm-18;2:ConvPosEnc-19;5:Linear-26;7:LayerNorm-18
coat_lite_tiny_random,coat_lite_tiny_random,coat_lite_tiny,random,,coat_lite_tiny,Transformer,CoaT-Lite-Tiny,crsa,OTC,Linear-24,1,4,0.0738438851040289,0.06732977134851527,1:ConvRelPosEnc-21;2:Linear-22;5:Linear-24;7:Conv2d-64
coat_lite_tiny_random,coat_lite_tiny_random,coat_lite_tiny,random,,coat_lite_tiny,Transformer,CoaT-Lite-Tiny,srpr,OTC,Linear-33,4,4,0.10387784685100987,0.10387784685100987,1:Linear-33;2:Linear-33;5:Linear-33;7:Linear-33
coat_lite_tiny_random,coat_lite_tiny_random,coat_lite_tiny,random,,coat_lite_tiny,Transformer,CoaT-Lite-Tiny,wrsa,OTC,ConvRelPosEnc-17,2,4,0.103121475158235,0.09647800681264698,1:ConvRelPosEnc-25;2:ConvRelPosEnc-17;5:Linear-33;7:ConvRelPosEnc-17
convit_base_classification,convit_base_classification,convit_base,classification,imagenet,convit_base,Hybrid,ConViT-B,crsa,OTC,Linear-46,4,4,0.3450596263126195,0.3450596263126195,1:Linear-46;2:Linear-46;5:Linear-46;7:Linear-46
convit_base_classification,convit_base_classification,convit_base,classification,imagenet,convit_base,Hybrid,ConViT-B,srpr,OTC,Linear-62,1,4,0.397169918637305,0.360232641603476,1:LayerNorm-18;2:Linear-53;5:Linear-62;7:Linear-46
convit_base_classification,convit_base_classification,convit_base,classification,imagenet,convit_base,Hybrid,ConViT-B,wrsa,OTC,Linear-62,2,4,0.6477381589231275,0.6388830901754342,1:Linear-52;2:Linear-53;5:Linear-62;7:Linear-62
convit_base_random,convit_base_random,convit_base,random,,convit_base,Hybrid,ConViT-B,crsa,OTC,Dropout-46,3,4,0.04668053367517857,0.053257433640778604,1:Dropout-46;2:Dropout-46;5:Linear-60;7:Dropout-46
convit_base_random,convit_base_random,convit_base,random,,convit_base,Hybrid,ConViT-B,srpr,OTC,Linear-58,1,4,0.149019581687121,0.11966604815462574,1:GELU-12;2:GELU-10;5:Linear-58;7:Linear-69
convit_base_random,convit_base_random,convit_base,random,,convit_base,Hybrid,ConViT-B,wrsa,OTC,GELU-10,3,4,0.115432278067508,0.11791346621799526,1:GELU-10;2:GELU-10;5:GELU-10;7:GELU-12
convit_tiny_classification,convit_tiny_classification,convit_tiny,classification,imagenet,convit_tiny,Hybrid,ConViT-T,crsa,OTC,LayerNorm-18,2,4,0.2839008885812745,0.2864697320261085,1:Linear-52;2:LayerNorm-18;5:LayerNorm-18;7:Linear-40
convit_tiny_classification,convit_tiny_classification,convit_tiny,classification,imagenet,convit_tiny,Hybrid,ConViT-T,srpr,OTC,LayerNorm-20,2,4,0.364415031556812,0.3624564803757958,1:Linear-61;2:LayerNorm-18;5:LayerNorm-20;7:LayerNorm-20
convit_tiny_classification,convit_tiny_classification,convit_tiny,classification,imagenet,convit_tiny,Hybrid,ConViT-T,wrsa,OTC,LayerNorm-21,2,4,0.649588819366584,0.6284942065121241,1:Linear-53;2:LayerNorm-21;5:LayerNorm-21;7:LayerNorm-18
convit_tiny_random,convit_tiny_random,convit_tiny,random,,convit_tiny,Hybrid,ConViT-T,crsa,OTC,Linear-43,2,4,0.07204618469615015,0.06876891408520615,1:Linear-43;2:Block-6;5:LayerNorm-13;7:Linear-43
convit_tiny_random,convit_tiny_random,convit_tiny,random,,convit_tiny,Hybrid,ConViT-T,srpr,OTC,Linear-46,2,4,0.1197891089994175,0.10960707975628653,1:Linear-46;2:GELU-10;5:Linear-46;7:Linear-62
convit_tiny_random,convit_tiny_random,convit_tiny,random,,convit_tiny,Hybrid,ConViT-T,wrsa,OTC,GELU-12,2,4,0.10459658693298471,0.09628127945935237,1:Linear-54;2:GELU-8;5:GELU-12;7:GELU-12
convmixer_768_32_classification,convmixer_768_32_classification,convmixer_768_32,classification,imagenet,convmixer_768_32,Hybrid,ConvMixer-768-32,crsa,OTC,Conv2d-50,2,4,0.3389905996940575,0.3424065441140405,1:Conv2d-50;2:Conv2d-50;5:Conv2d-56;7:Conv2d-54
convmixer_768_32_classification,convmixer_768_32_classification,convmixer_768_32,classification,imagenet,convmixer_768_32,Hybrid,ConvMixer-768-32,srpr,OTC,Conv2d-58,1,4,0.411342368775423,0.37741747943437975,1:Conv2d-60;2:Conv2d-56;5:Conv2d-58;7:Conv2d-54
convmixer_768_32_classification,convmixer_768_32_classification,convmixer_768_32,classification,imagenet,convmixer_768_32,Hybrid,ConvMixer-768-32,wrsa,OTC,BatchNorm2d-60,2,4,0.6640816871811139,0.6754344658087408,1:Conv2d-60;2:Conv2d-56;5:BatchNorm2d-60;7:BatchNorm2d-60
convmixer_768_32_random,convmixer_768_32_random,convmixer_768_32,random,,convmixer_768_32,Hybrid,ConvMixer-768-32,crsa,OTC,ReLU-39,2,4,0.0164007797479327,0.017052673986945825,1:ReLU-39;2:ReLU-39;5:Conv2d-35;7:Conv2d-40
convmixer_768_32_random,convmixer_768_32_random,convmixer_768_32,random,,convmixer_768_32,Hybrid,ConvMixer-768-32,srpr,OTC,Residual-17,2,4,0.1039685964598056,0.09857073324883596,1:Residual-17;2:Residual-17;5:BatchNorm2d-33;7:ReLU-36
convmixer_768_32_random,convmixer_768_32_random,convmixer_768_32,random,,convmixer_768_32,Hybrid,ConvMixer-768-32,wrsa,OTC,BatchNorm2d-33,4,4,0.0823022326917199,0.0823022326917199,1:BatchNorm2d-33;2:BatchNorm2d-33;5:BatchNorm2d-33;7:BatchNorm2d-33
convnext_base_classification,convnext_base_classification,convnext_base,classification,imagenet,convnext_base,Convolutional,ConvNext-B,crsa,OTC,Conv2d-22,4,4,0.29837045170644805,0.29837045170644805,1:Conv2d-22;2:Conv2d-22;5:Conv2d-22;7:Conv2d-22
convnext_base_classification,convnext_base_classification,convnext_base,classification,imagenet,convnext_base,Convolutional,ConvNext-B,srpr,OTC,Conv2d-22,3,4,0.368418327160361,0.3806232593710157,1:Conv2d-22;2:Conv2d-22;5:Conv2d-27;7:Conv2d-22
convnext_base_classification,convnext_base_classification,convnext_base,classification,imagenet,convnext_base,Convolutional,ConvNext-B,wrsa,OTC,Conv2d-27,4,4,0.6755610037340445,0.6755610037340445,1:Conv2d-27;2:Conv2d-27;5:Conv2d-27;7:Conv2d-27
convnext_base_in22k_classification,convnext_base_in22k_classification,convnext_base_in22k,classification,imagenet21k,convnext_base,Convolutional,ConvNext-Base-IN21K,crsa,OTC,LayerNorm-27,4,4,0.3299278072273955,0.3299278072273955,1:LayerNorm-27;2:LayerNorm-27;5:LayerNorm-27;7:LayerNorm-27
convnext_base_in22k_classification,convnext_base_in22k_classification,convnext_base_in22k,classification,imagenet21k,convnext_base,Convolutional,ConvNext-Base-IN21K,srpr,OTC,Conv2d-26,4,4,0.389265983637907,0.389265983637907,1:Conv2d-26;2:Conv2d-26;5:Conv2d-26;7:Conv2d-26
convnext_base_in22k_classification,convnext_base_in22k_classification,convnext_base_in22k,classification,imagenet21k,convnext_base,Convolutional,ConvNext-Base-IN21K,wrsa,OTC,Conv2d-26,4,4,0.7023593901959718,0.7023593901959718,1:Conv2d-26;2:Conv2d-26;5:Conv2d-26;7:Conv2d-26
convnext_base_random,convnext_base_random,convnext_base,random,,convnext_base,Convolutional,ConvNext-B,crsa,OTC,Identity-22,3,4,0.07473395706819114,0.07223509255786555,1:Identity-22;2:Linear-42;5:Identity-22;7:Identity-22
convnext_base_random,convnext_base_random,convnext_base,random,,convnext_base,Convolutional,ConvNext-B,srpr,OTC,Linear-46,1,4,0.13208746940681,0.10732486013600015,1:GELU-36;2:GELU-26;5:Linear-46;7:AdaptiveAvgPool2d-1
convnext_base_random,convnext_base_random,convnext_base,random,,convnext_base,Convolutional,ConvNext-B,wrsa,OTC,Linear-70,2,4,0.09122606529130856,0.10157374802099778,1:Linear-70;2:Linear-70;5:Linear-42;7:GELU-33
convnext_large_classification,convnext_large_classification,convnext_large,classification,imagenet,convnext_large,Convolutional,ConvNext-L,crsa,OTC,Conv2d-24,4,4,0.243149109916857,0.243149109916857,1:Conv2d-24;2:Conv2d-24;5:Conv2d-24;7:Conv2d-24
convnext_large_classification,convnext_large_classification,convnext_large,classification,imagenet,convnext_large,Convolutional,ConvNext-L,srpr,OTC,Conv2d-25,3,4,0.3770312338841557,0.37272435317128927,1:Conv2d-24;2:Conv2d-25;5:Conv2d-25;7:Conv2d-25
convnext_large_classification,convnext_large_classification,convnext_large,classification,imagenet,convnext_large,Convolutional,ConvNext-L,wrsa,OTC,Conv2d-25,3,4,0.6473261787116874,0.6535168120594275,1:Conv2d-25;2:Conv2d-24;5:Conv2d-25;7:Conv2d-25
convnext_large_in22k_classification,convnext_large_in22k_classification,convnext_large_in22k,classification,imagenet21k,convnext_large,Convolutional,ConvNext-Large-IN21K,crsa,OTC,Conv2d-23,2,4,0.3552643674199445,0.35305943215713476,1:Conv2d-26;2:Conv2d-23;5:Conv2d-23;7:Conv2d-26
convnext_large_in22k_classification,convnext_large_in22k_classification,convnext_large_in22k,classification,imagenet21k,convnext_large,Convolutional,ConvNext-Large-IN21K,srpr,OTC,Linear-45,3,4,0.38223651606553205,0.3929183065859283,1:Linear-45;2:Linear-45;5:Conv2d-26;7:Linear-45
convnext_large_in22k_classification,convnext_large_in22k_classification,convnext_large_in22k,classification,imagenet21k,convnext_large,Convolutional,ConvNext-Large-IN21K,wrsa,OTC,Linear-45,3,4,0.6892697596841932,0.7057261311338139,1:Linear-45;2:Linear-45;5:LayerNorm-39;7:Linear-45
convnext_large_random,convnext_large_random,convnext_large,random,,convnext_large,Convolutional,ConvNext-L,crsa,OTC,Linear-50,4,4,0.0735227676567837,0.0735227676567837,1:Linear-50;2:Linear-50;5:Linear-50;7:Linear-50
convnext_large_random,convnext_large_random,convnext_large,random,,convnext_large,Convolutional,ConvNext-L,srpr,OTC,Linear-46,1,4,0.132867506476682,0.10652143860876505,1:Linear-70;2:Identity-32;5:Linear-46;7:Linear-73
convnext_large_random,convnext_large_random,convnext_large,random,,convnext_large,Convolutional,ConvNext-L,wrsa,OTC,GELU-34,2,4,0.1102639131067435,0.10691554020870796,1:GELU-30;2:GELU-30;5:GELU-34;7:GELU-34
crossvit_base_240_classification,crossvit_base_240_classification,crossvit_base_240,classification,imagenet,crossvit_base_240,Transformer,CrossViT-B,crsa,OTC,GELU-16,2,4,0.3190957249990215,0.31478823077629475,1:Linear-50;2:GELU-16;5:GELU-16;7:Linear-50
crossvit_base_240_classification,crossvit_base_240_classification,crossvit_base_240,classification,imagenet,crossvit_base_240,Transformer,CrossViT-B,srpr,OTC,LayerNorm-28,3,4,0.36732793097889865,0.35904443492027827,1:Linear-77;2:LayerNorm-28;5:LayerNorm-28;7:LayerNorm-28
crossvit_base_240_classification,crossvit_base_240_classification,crossvit_base_240,classification,imagenet,crossvit_base_240,Transformer,CrossViT-B,wrsa,OTC,LayerNorm-28,4,4,0.6549186664427988,0.6549186664427988,1:LayerNorm-28;2:LayerNorm-28;5:LayerNorm-28;7:LayerNorm-28
crossvit_base_240_random,crossvit_base_240_random,crossvit_base_240,random,,crossvit_base_240,Transformer,CrossViT-B,crsa,OTC,Dropout-63,4,4,0.05320175046625775,0.05320175046625775,1:Dropout-63;2:Dropout-63;5:Dropout-63;7:Dropout-63
crossvit_base_240_random,crossvit_base_240_random,crossvit_base_240,random,,crossvit_base_240,Transformer,CrossViT-B,srpr,OTC,Linear-82,2,4,0.1125688535445605,0.10796642683240788,1:Linear-82;2:Linear-82;5:Linear-58;7:Linear-58
crossvit_base_240_random,crossvit_base_240_random,crossvit_base_240,random,,crossvit_base_240,Transformer,CrossViT-B,wrsa,OTC,Linear-82,4,4,0.10021241534236963,0.10021241534236963,1:Linear-82;2:Linear-82;5:Linear-82;7:Linear-82
cspresnet50_classification,cspresnet50_classification,cspresnet50,classification,imagenet,cspresnet50,Convolutional,CSP-ResNet50,crsa,OTC,Conv2d-49,4,4,0.3996767589566535,0.3996767589566535,1:Conv2d-49;2:Conv2d-49;5:Conv2d-49;7:Conv2d-49
cspresnet50_classification,cspresnet50_classification,cspresnet50,classification,imagenet,cspresnet50,Convolutional,CSP-ResNet50,srpr,OTC,Conv2d-49,3,4,0.38872610544969305,0.3826582413416205,1:Conv2d-51;2:Conv2d-49;5:Conv2d-49;7:Conv2d-49
cspresnet50_classification,cspresnet50_classification,cspresnet50,classification,imagenet,cspresnet50,Convolutional,CSP-ResNet50,wrsa,OTC,Conv2d-49,4,4,0.6767824797039532,0.6767824797039532,1:Conv2d-49;2:Conv2d-49;5:Conv2d-49;7:Conv2d-49
cspresnet50_random,cspresnet50_random,cspresnet50,random,,cspresnet50,Convolutional,CSP-ResNet50,crsa,OTC,Linear-1,2,4,0.0358442951732273,0.04078356868105681,1:Linear-1;2:LeakyReLU-34;5:LeakyReLU-42;7:Linear-1
cspresnet50_random,cspresnet50_random,cspresnet50,random,,cspresnet50,Convolutional,CSP-ResNet50,srpr,OTC,AdaptiveAvgPool2d-1,2,4,0.1226856109781965,0.12858171581713349,1:LeakyReLU-43;2:AdaptiveAvgPool2d-1;5:Identity-57;7:AdaptiveAvgPool2d-1
cspresnet50_random,cspresnet50_random,cspresnet50,random,,cspresnet50,Convolutional,CSP-ResNet50,wrsa,OTC,LeakyReLU-45,1,4,0.146743570992738,0.13071312617361325,1:LeakyReLU-32;2:LeakyReLU-43;5:LeakyReLU-33;7:LeakyReLU-45
curvature_taskonomy,curvature_taskonomy,curvature,taskonomy,taskonomy,resnet50,Convolutional,Curvatures,crsa,OTC,BatchNorm2d-44,2,4,0.1336011680051855,0.1319138381204025,1:BatchNorm2d-44;2:BatchNorm2d-44;5:BatchNorm2d-41;7:BatchNorm2d-41
curvature_taskonomy,curvature_taskonomy,curvature,taskonomy,taskonomy,resnet50,Convolutional,Curvatures,srpr,OTC,Conv2d-28,2,4,0.2236649995819445,0.21644716592220226,1:Conv2d-28;2:Conv2d-28;5:Conv2d-29;7:Conv2d-29
curvature_taskonomy,curvature_taskonomy,curvature,taskonomy,taskonomy,resnet50,Convolutional,Curvatures,wrsa,OTC,ReLU-43,2,4,0.303069880319284,0.32014265940012077,1:ReLU-43;2:BatchNorm2d-48;5:ReLU-42;7:ReLU-43
deit_base_patch16_224_classification,deit_base_patch16_224_classification,deit_base_patch16_224,classification,imagenet,deit_base_patch16_224,Transformer,DeiT-B-P16-224,crsa,OTC,Linear-30,3,4,0.31429635841626935,0.309274833725458,1:Linear-30;2:Linear-30;5:Linear-30;7:LayerNorm-20
deit_base_patch16_224_classification,deit_base_patch16_224_classification,deit_base_patch16_224,classification,imagenet,deit_base_patch16_224,Transformer,DeiT-B-P16-224,srpr,OTC,LayerNorm-18,2,4,0.3637503227197865,0.36000404299758526,1:Linear-35;2:Linear-35;5:LayerNorm-18;7:LayerNorm-18
deit_base_patch16_224_classification,deit_base_patch16_224_classification,deit_base_patch16_224,classification,imagenet,deit_base_patch16_224,Transformer,DeiT-B-P16-224,wrsa,OTC,Linear-37,2,4,0.616088867036273,0.6395299159445393,1:Linear-30;2:Linear-37;5:Linear-41;7:Linear-37
deit_base_patch16_224_random,deit_base_patch16_224_random,deit_base_patch16_224,random,,deit_base_patch16_224,Transformer,DeiT-B-P16-224,crsa,OTC,Dropout-26,2,4,0.049651700343535096,0.05453629857668662,1:Dropout-26;2:Dropout-26;5:Linear-28;7:Dropout-30
deit_base_patch16_224_random,deit_base_patch16_224_random,deit_base_patch16_224,random,,deit_base_patch16_224,Transformer,DeiT-B-P16-224,srpr,OTC,Linear-38,2,4,0.126580741780084,0.11670272617054132,1:Linear-38;2:Linear-42;5:Linear-38;7:Linear-34
deit_base_patch16_224_random,deit_base_patch16_224_random,deit_base_patch16_224,random,,deit_base_patch16_224,Transformer,DeiT-B-P16-224,wrsa,OTC,Linear-36,1,4,0.135796658230923,0.11182203141306352,1:GELU-12;2:Linear-26;5:Linear-36;7:Linear-42
denoising_taskonomy,denoising_taskonomy,denoising,taskonomy,taskonomy,resnet50,Convolutional,Denoising,crsa,OTC,BatchNorm2d-28,4,4,0.061460519596490626,0.061460519596490626,1:BatchNorm2d-28;2:BatchNorm2d-28;5:BatchNorm2d-28;7:BatchNorm2d-28
denoising_taskonomy,denoising_taskonomy,denoising,taskonomy,taskonomy,resnet50,Convolutional,Denoising,srpr,OTC,ReLU-44,3,4,0.107550486884694,0.11355264632000225,1:ReLU-44;2:ReLU-44;5:BatchNorm2d-28;7:ReLU-44
denoising_taskonomy,denoising_taskonomy,denoising,taskonomy,taskonomy,resnet50,Convolutional,Denoising,wrsa,OTC,ReLU-44,4,4,0.14245903942051452,0.14245903942051452,1:ReLU-44;2:ReLU-44;5:ReLU-44;7:ReLU-44
densenet121_classification,densenet121_classification,densenet121,classification,imagenet,densenet121,Convolutional,DenseNet121,crsa,OTC,BatchNorm2d-101,2,4,0.361519108609812,0.36881277943682156,1:Conv2d-93;2:BatchNorm2d-101;5:BatchNorm2d-103;7:BatchNorm2d-101
densenet121_classification,densenet121_classification,densenet121,classification,imagenet,densenet121,Convolutional,DenseNet121,srpr,OTC,_DenseBlock-4,4,4,0.3773496733372812,0.3773496733372812,1:_DenseBlock-4;2:_DenseBlock-4;5:_DenseBlock-4;7:_DenseBlock-4
densenet121_classification,densenet121_classification,densenet121,classification,imagenet,densenet121,Convolutional,DenseNet121,wrsa,OTC,_DenseBlock-4,2,4,0.691007160231504,0.6679687637090289,1:_DenseBlock-4;2:BatchNorm2d-103;5:_DenseBlock-4;7:BatchNorm2d-117
densenet121_random,densenet121_random,densenet121,random,,densenet121,Convolutional,DenseNet121,crsa,OTC,Linear-1,4,4,0.056688700480719126,0.056688700480719126,1:Linear-1;2:Linear-1;5:Linear-1;7:Linear-1
densenet121_random,densenet121_random,densenet121,random,,densenet121,Convolutional,DenseNet121,srpr,OTC,Linear-1,4,4,0.15005852110705076,0.15005852110705076,1:Linear-1;2:Linear-1;5:Linear-1;7:Linear-1
densenet121_random,densenet121_random,densenet121,random,,densenet121,Convolutional,DenseNet121,wrsa,OTC,ReLU-97,2,4,0.1200574929553885,0.131889290863765,1:ReLU-91;2:ReLU-97;5:Linear-1;7:ReLU-97
depth_euclidean_taskonomy,depth_euclidean_taskonomy,depth_euclidean,taskonomy,taskonomy,resnet50,Convolutional,Euclidean Depth,crsa,OTC,Conv2d-38,4,4,0.173323359615137,0.173323359615137,1:Conv2d-38;2:Conv2d-38;5:Conv2d-38;7:Conv2d-38
depth_euclidean_taskonomy,depth_euclidean_taskonomy,depth_euclidean,taskonomy,taskonomy,resnet50,Convolutional,Euclidean Depth,srpr,OTC,BatchNorm2d-44,2,4,0.26755933959733,0.24593458676163849,1:BatchNorm2d-47;2:BatchNorm2d-44;5:BatchNorm2d-44;7:ReLU-42
depth_euclidean_taskonomy,depth_euclidean_taskonomy,depth_euclidean,taskonomy,taskonomy,resnet50,Convolutional,Euclidean Depth,wrsa,OTC,BatchNorm2d-44,3,4,0.3737671599180657,0.3610667072223473,1:BatchNorm2d-44;2:BatchNorm2d-44;5:BatchNorm2d-44;7:ReLU-42
depth_zbuffer_taskonomy,depth_zbuffer_taskonomy,depth_zbuffer,taskonomy,taskonomy,resnet50,Convolutional,Z-Buffer Depth,crsa,OTC,Conv2d-29,3,4,0.12946072278016865,0.13179505024556198,1:Conv2d-29;2:BatchNorm2d-30;5:Conv2d-29;7:Conv2d-29
depth_zbuffer_taskonomy,depth_zbuffer_taskonomy,depth_zbuffer,taskonomy,taskonomy,resnet50,Convolutional,Z-Buffer Depth,srpr,OTC,BatchNorm2d-41,3,4,0.22958374842294768,0.236541829348589,1:BatchNorm2d-41;2:Conv2d-29;5:BatchNorm2d-41;7:BatchNorm2d-41
depth_zbuffer_taskonomy,depth_zbuffer_taskonomy,depth_zbuffer,taskonomy,taskonomy,resnet50,Convolutional,Z-Buffer Depth,wrsa,OTC,ReLU-43,2,4,0.321671194972599,0.33088826723509823,1:ReLU-29;2:Conv2d-45;5:ReLU-43;7:ReLU-43
dino_resnet50_selfsupervised,dino_resnet50_selfsupervised,dino_resnet50,selfsupervised,imagenet,resnet50,Convolutional,Dino-ResNet50,crsa,OTC,BatchNorm2d-46,2,4,0.35826414070440404,0.35813687130289373,1:BatchNorm2d-52;2:BatchNorm2d-46;5:BatchNorm2d-46;7:Conv2d-52
dino_resnet50_selfsupervised,dino_resnet50_selfsupervised,dino_resnet50,selfsupervised,imagenet,resnet50,Convolutional,Dino-ResNet50,srpr,OTC,Conv2d-52,3,4,0.3738708779820747,0.38040897200849977,1:Conv2d-52;2:BatchNorm2d-48;5:Conv2d-52;7:Conv2d-52
dino_resnet50_selfsupervised,dino_resnet50_selfsupervised,dino_resnet50,selfsupervised,imagenet,resnet50,Convolutional,Dino-ResNet50,wrsa,OTC,AdaptiveAvgPool2d-1,2,4,0.686323248926852,0.6869168026931395,1:Conv2d-52;2:Conv2d-49;5:AdaptiveAvgPool2d-1;7:AdaptiveAvgPool2d-1
dino_vitb16_selfsupervised,dino_vitb16_selfsupervised,dino_vitb16,selfsupervised,imagenet,vitb16,Transformer,Dino-VIT-B16,crsa,OTC,VisionTransformer-1,4,4,0.3305077491817757,0.3305077491817757,1:VisionTransformer-1;2:VisionTransformer-1;5:VisionTransformer-1;7:VisionTransformer-1
dino_vitb16_selfsupervised,dino_vitb16_selfsupervised,dino_vitb16,selfsupervised,imagenet,vitb16,Transformer,Dino-VIT-B16,srpr,OTC,VisionTransformer-1,3,4,0.3576704380293423,0.3614748190858993,1:VisionTransformer-1;2:Linear-27;5:VisionTransformer-1;7:VisionTransformer-1
dino_vitb16_selfsupervised,dino_vitb16_selfsupervised,dino_vitb16,selfsupervised,imagenet,vitb16,Transformer,Dino-VIT-B16,wrsa,OTC,VisionTransformer-1,4,4,0.6840394647224485,0.6840394647224485,1:VisionTransformer-1;2:VisionTransformer-1;5:VisionTransformer-1;7:VisionTransformer-1
dla34_classification,dla34_classification,dla34,classification,imagenet,dla34,Convolutional,DLA34,crsa,OTC,BatchNorm2d-35,4,4,0.35875857926134297,0.35875857926134297,1:BatchNorm2d-35;2:BatchNorm2d-35;5:BatchNorm2d-35;7:BatchNorm2d-35
dla34_classification,dla34_classification,dla34,classification,imagenet,dla34,Convolutional,DLA34,srpr,OTC,Conv2d-35,3,4,0.36523307498579305,0.37098978597900845,1:Conv2d-35;2:Conv2d-34;5:Conv2d-35;7:Conv2d-35
dla34_classification,dla34_classification,dla34,classification,imagenet,dla34,Convolutional,DLA34,wrsa,OTC,Conv2d-34,3,4,0.6596309345337389,0.6650721851797707,1:Conv2d-34;2:BatchNorm2d-34;5:Conv2d-34;7:Conv2d-34
dla34_random,dla34_random,dla34,random,,dla34,Convolutional,DLA34,crsa,OTC,MaxPool2d-4,4,4,0.017972850515147028,0.017972850515147028,1:MaxPool2d-4;2:MaxPool2d-4;5:MaxPool2d-4;7:MaxPool2d-4
dla34_random,dla34_random,dla34,random,,dla34,Convolutional,DLA34,srpr,OTC,AdaptiveAvgPool2d-1,3,4,0.10741564815138667,0.10298617037524044,1:AdaptiveAvgPool2d-1;2:AdaptiveAvgPool2d-1;5:AdaptiveAvgPool2d-1;7:Conv2d-38
dla34_random,dla34_random,dla34,random,,dla34,Convolutional,DLA34,wrsa,OTC,Conv2d-21,2,4,0.121213290274738,0.1180527375703645,1:MaxPool2d-6;2:Conv2d-21;5:Conv2d-21;7:ReLU-18
eca_nfnet_l0_classification,eca_nfnet_l0_classification,eca_nfnet_l0,classification,imagenet,eca_nfnet_l0,Convolutional,ECA-NFNeT-L0,crsa,OTC,Sigmoid-10,3,4,0.413511680148265,0.40095616754761254,1:Sigmoid-10;2:ScaledStdConv2d-34;5:Sigmoid-10;7:Sigmoid-10
eca_nfnet_l0_classification,eca_nfnet_l0_classification,eca_nfnet_l0,classification,imagenet,eca_nfnet_l0,Convolutional,ECA-NFNeT-L0,srpr,OTC,ScaledStdConv2d-47,2,4,0.3431166695653345,0.37718405512484476,1:ScaledStdConv2d-47;2:ScaledStdConv2d-34;5:Conv1d-7;7:ScaledStdConv2d-47
eca_nfnet_l0_classification,eca_nfnet_l0_classification,eca_nfnet_l0,classification,imagenet,eca_nfnet_l0,Convolutional,ECA-NFNeT-L0,wrsa,OTC,Conv1d-7,1,4,0.74734098087412,0.683437964436189,1:ScaledStdConv2d-41;2:ScaledStdConv2d-47;5:Conv1d-7;7:Conv1d-8
eca_nfnet_l0_random,eca_nfnet_l0_random,eca_nfnet_l0,random,,eca_nfnet_l0,Convolutional,ECA-NFNeT-L0,crsa,OTC,ScaledStdConv2d-53,3,4,0.06667969626509083,0.06704926210455148,1:ScaledStdConv2d-53;2:ScaledStdConv2d-53;5:ScaledStdConv2d-53;7:ScaledStdConv2d-51
