region,comparison_id,comparison,eval_type,level,n_obs,n_subjects,n_models,mean,median,std,sem
l-objects,objects_faces_places,"Objects, Faces, Places",wrsa,imagenet,5,5,1,0.3583358407020569,0.3640918731689453,0.03135291421441784,0.014021449495231542
l-objects,objects_faces_places,"Objects, Faces, Places",wrsa,openimages,5,5,1,0.33334420919418334,0.33518630266189575,0.056240068123115355,0.02515132307650099
l-objects,objects_faces_places,"Objects, Faces, Places",wrsa,places256,5,5,1,0.29807827472686765,0.3027282953262329,0.044645868709393376,0.019966239469746877
l-objects,objects_faces_places,"Objects, Faces, Places",wrsa,vggface2,5,5,1,0.17946487069129943,0.1748093068599701,0.03342554504839925,0.014948358182640445
laion-lateral,architecture,CNNs versus Transformers,crsa,Convolutional,165,5,33,0.19886492024542707,0.20648115873336792,0.05061450526185768,0.003940333890561405
laion-lateral,architecture,CNNs versus Transformers,crsa,Transformer,105,5,21,0.133200792702181,0.1294400542974472,0.04487586387875546,0.00437943588329059
laion-lateral,architecture,CNNs versus Transformers,wrsa,Convolutional,165,5,33,0.3887124525778221,0.3903275430202484,0.06199399446349387,0.004826225923418528
laion-lateral,architecture,CNNs versus Transformers,wrsa,Transformer,105,5,21,0.39773810151077454,0.3951472342014313,0.059036009922399414,0.005761324638985992
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,denoising,5,5,1,0.08745848536491393,0.08166487514972687,0.011000717260101453,0.004919670318968416
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,autoencoding,5,5,1,0.02874609353020787,0.027899891138076782,0.02179017671779612,0.009744863276545074
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,class_object,5,5,1,0.06411971375346184,0.0551883801817894,0.022039204631243262,0.009856231945097623
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,class_scene,5,5,1,0.06328641548752785,0.0728394016623497,0.01977149160599297,0.008842079849513353
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,curvature,5,5,1,0.0617155633866787,0.06423189491033554,0.015050048300196402,0.006730586212778863
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,depth_euclidean,5,5,1,0.05097913146018982,0.05515965819358826,0.016786179105567456,0.007507007512507089
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,depth_zbuffer,5,5,1,0.055123807210475204,0.05911363661289215,0.03138665935308299,0.014036540780024627
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,edge_occlusion,5,5,1,0.06656840406358241,0.06587442755699158,0.027485264816321082,0.012291784101775442
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,edge_texture,5,5,1,0.14606869220733643,0.1445353478193283,0.011647439079456059,0.005208893109090264
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,egomotion,5,5,1,0.07544513121247291,0.07666748017072678,0.013291278918873132,0.005944040634102047
