region,model,score,rank
FBA,convnext_large_in22k_classification,0.40407484769821167,38
FBA,pit_ti_224_classification,0.4037285029888153,39
FBA,ghostnet_100_classification,0.4033928871154785,40
FBA,gmlp_s16_224_classification,0.4033396661281586,41
FBA,regnetx_064_classification,0.40183398127555847,42
FBA,ViT/S/SimCLR_slip,0.40075119733810427,43
FBA,vit_base_patch32_224_classification,0.39993948936462403,44
FBA,vit_base_patch16_224_classification,0.3991536557674408,45
FBA,xception_classification,0.39788244366645814,46
FBA,ViT/B/SimCLR_slip,0.3978381633758545,47
FBA,poolformer_s36_classification,0.3972832918167114,48
FBA,hardcorenas_f_classification,0.39710254669189454,49
FBA,vit_base_patch32_224_in21k_classification,0.3970131158828735,50
FBA,resnet152_classification,0.3969074308872223,51
FBA,xcit_nano_12_p16_224_classification,0.39495866298675536,52
FBA,gmixer_24_224_classification,0.39172238707542417,53
FBA,mobilenetv3_large_100_classification,0.39124922156333924,54
FBA,vit_small_patch32_224_in21k_classification,0.38998998403549195,55
FBA,visformer_small_classification,0.389973521232605,56
FBA,cspresnet50_classification,0.3869847536087036,57
FBA,vit_small_patch16_224_classification,0.38640494346618653,58
FBA,seresnext50_32x4d_classification,0.38603867292404176,59
FBA,mnasnet1_0_classification,0.3859286606311798,60
FBA,vit_small_patch32_224_classification,0.38449124693870546,61
FBA,nf_resnet50_classification,0.384104585647583,62
FBA,hardcorenas_a_classification,0.37923593521118165,63
FBA,semnasnet_100_classification,0.3784446895122528,64
FBA,ResNet50/JigSaw/P100_selfsupervised,0.37707099318504333,65
FBA,ResNet50/MoCoV2/BS256_selfsupervised,0.3733705997467041,66
FBA,inception_v3_classification,0.3709747612476349,67
FBA,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,0.370964252948761,68
FBA,dla34_classification,0.36947794556617736,69
FBA,googlenet_classification,0.3662834346294403,70
FBA,resnet18_classification,0.36587884426116946,71
FBA,ResNet50/SwAV/BS4096/2x224+6x96_selfsupervised,0.36475924849510194,72
FBA,efficientnet_b3_classification,0.36303778290748595,73
FBA,resnet50_classification,0.3612805247306824,74
FBA,xcit_nano_12_p8_224_classification,0.3604922294616699,75
FBA,ResNet50/ClusterFit/16K/RotNet_selfsupervised,0.3601765513420105,76
FBA,nfnet_l0_classification,0.35806936025619507,77
FBA,ResNet50/PIRL_selfsupervised,0.3540581226348877,78
FBA,ResNet50/SimCLR_selfsupervised,0.35342904925346375,79
FBA,densenet121_classification,0.35333812832832334,80
FBA,ResNet50/JigSaw/Goyal19_selfsupervised,0.3524874210357666,81
FBA,vit_tiny_patch16_224_classification,0.35083051919937136,82
FBA,regnety_064_classification,0.3471542775630951,83
FBA,shufflenet_v2_x1_0_classification,0.3464248776435852,84
FBA,alexnet_gn_ipcl_imagenet,0.3308673918247223,85
FBA,vgg16_classification,0.33080286979675294,86
FBA,alexnet_classification,0.32197737097740176,87
FBA,squeezenet1_0_classification,0.3212789475917816,88
FBA,ResNet50/RotNet_selfsupervised,0.3093537211418152,89
FBA,alexnet_gn_ipcl_places256,0.30567914843559263,90
FBA,alexnet_gn_ipcl_openimages,0.30080847144126893,91
FBA,keypoints3d_taskonomy,0.25989114344120023,92
FBA,normal_taskonomy,0.2529241591691971,93
FBA,alexnet_gn_ipcl_vggface2,0.2419308453798294,94
FBA,class_object_taskonomy,0.2378762975335121,95
FBA,reshading_taskonomy,0.2364608347415924,96
FBA,segment_unsup25d_taskonomy,0.23286394029855728,97
FBA,class_scene_taskonomy,0.2283981293439865,98
FBA,segment_unsup2d_taskonomy,0.22255428731441498,99
FBA,depth_euclidean_taskonomy,0.2204345017671585,100
FBA,room_layout_taskonomy,0.21420637965202333,101
FBA,edge_occlusion_taskonomy,0.20987217277288436,102
FBA,depth_zbuffer_taskonomy,0.20321848392486572,103
FBA,segment_semantic_taskonomy,0.2016041621565819,104
FBA,egomotion_taskonomy,0.19119730442762375,105
FBA,random_weights_taskonomy,0.1839177545160055,106
FBA,point_matching_taskonomy,0.18323426246643065,107
FBA,keypoints2d_taskonomy,0.18291506618261338,108
FBA,jigsaw_taskonomy,0.18230104818940163,109
FBA,inpainting_taskonomy,0.16932666897773743,110
FBA,fixated_pose_taskonomy,0.16570142805576324,111
FBA,denoising_taskonomy,0.16458191722631454,112
FBA,edge_texture_taskonomy,0.16399660110473632,113
FBA,nonfixated_pose_taskonomy,0.15197329297661782,114
FBA,vanishing_point_taskonomy,0.07921274262480438,115
FBA,autoencoding_taskonomy,0.03947972357273102,116
FBA,curvature_taskonomy,0.009916721656918526,117
FFA-1,ViT/L/CLIP_slip,0.48058704733848573,1
FFA-1,vit_large_patch16_224_classification,0.47093717455863954,2
FFA-1,vit_large_patch16_224_in21k_classification,0.4663516044616699,3
FFA-1,ViT/L/SLIP_slip,0.4650211572647095,4
FFA-1,ViT/S/CLIP_slip,0.46243645548820494,5
FFA-1,ViT/B/SLIP_slip,0.46233688592910765,6
FFA-1,swin_base_patch4_window7_224_in22k_classification,0.461126035451889,7
FFA-1,levit_128_classification,0.45997278690338134,8
FFA-1,mixer_l16_224_in21k_classification,0.4586759090423584,9
FFA-1,mixer_l16_224_classification,0.4586759090423584,10
FFA-1,ViT/B/CLIP_slip,0.4572002708911896,11
FFA-1,ResNet50/BarlowTwins/BS2048_selfsupervised,0.45503619909286497,12
FFA-1,skresnext50_32x4d_classification,0.4537833333015442,13
FFA-1,swin_base_patch4_window7_224_classification,0.45372945070266724,14
FFA-1,swin_large_patch4_window7_224_classification,0.4529100716114044,15
FFA-1,jx_nest_tiny_classification,0.451373302936554,16
FFA-1,ViT/S/SLIP_slip,0.44984410405159,17
FFA-1,crossvit_base_240_classification,0.4483147025108337,18
FFA-1,gmlp_s16_224_classification,0.4471654534339905,19
FFA-1,ViT/L/SimCLR_slip,0.44610136151313784,20
FFA-1,swin_tiny_patch4_window7_224_classification,0.4460958242416382,21
FFA-1,xcit_nano_12_p8_224_classification,0.4449228525161743,22
FFA-1,ViT/B/SimCLR_slip,0.44489885568618776,23
FFA-1,convnext_large_in22k_classification,0.44487992525100706,24
FFA-1,deit_base_patch16_224_classification,0.44425047039985655,25
FFA-1,pit_b_224_classification,0.44295331835746765,26
FFA-1,vit_base_patch16_224_in21k_classification,0.44263380765914917,27
FFA-1,swin_large_patch4_window7_224_in22k_classification,0.44177762866020204,28
FFA-1,coat_lite_tiny_classification,0.4407308578491211,29
FFA-1,vit_base_patch32_224_in21k_classification,0.4402548253536224,30
FFA-1,tnt_s_patch16_224_classification,0.44016008377075194,31
FFA-1,convnext_base_in22k_classification,0.43743916153907775,32
FFA-1,mixer_b16_224_classification,0.4363484561443329,33
FFA-1,mixer_b16_224_in21k_classification,0.4363484561443329,34
FFA-1,convnext_large_classification,0.43583211302757263,35
FFA-1,vit_base_patch32_224_classification,0.43519471287727357,36
FFA-1,xception_classification,0.4324949741363525,37
FFA-1,pit_ti_224_classification,0.43223218321800233,38
FFA-1,ViT/S/SimCLR_slip,0.4314455211162567,39
FFA-1,googlenet_classification,0.42985579967498777,40
FFA-1,visformer_small_classification,0.42945794463157655,41
FFA-1,vit_small_patch32_224_classification,0.42942569255828855,42
FFA-1,vit_small_patch16_224_in21k_classification,0.42900599241256715,43
FFA-1,convnext_base_classification,0.42834208011627195,44
FFA-1,eca_nfnet_l0_classification,0.42829533815383913,45
FFA-1,resmlp_big_24_224_in22ft1k_classification,0.42650774121284485,46
FFA-1,poolformer_s36_classification,0.42618821263313295,47
FFA-1,resmlp_big_24_224_classification,0.4254703879356384,48
FFA-1,mobilenet_v2_classification,0.42495399713516235,49
FFA-1,nfnet_l0_classification,0.4245321035385132,50
FFA-1,ResNet50/PIRL_selfsupervised,0.423196417093277,51
FFA-1,xcit_nano_12_p16_224_classification,0.4220059096813202,52
FFA-1,gmixer_24_224_classification,0.42116932272911073,53
FFA-1,resnet152_classification,0.42014970183372496,54
FFA-1,vit_base_patch16_224_classification,0.4168411076068878,55
FFA-1,vit_small_patch32_224_in21k_classification,0.41670329570770265,56
FFA-1,regnety_064_classification,0.41552141308784485,57
FFA-1,vit_small_patch16_224_classification,0.41263829469680785,58
FFA-1,ResNet50/MoCoV2/BS256_selfsupervised,0.41052529215812683,59
FFA-1,ResNet50/ClusterFit/16K/RotNet_selfsupervised,0.41022871136665345,60
FFA-1,resnet101_classification,0.4100769340991974,61
FFA-1,ResNet50/SimCLR_selfsupervised,0.40972564816474916,62
FFA-1,ResNet50/JigSaw/P100_selfsupervised,0.4095726728439331,63
FFA-1,regnetx_064_classification,0.4051737666130066,64
FFA-1,ResNet50/JigSaw/Goyal19_selfsupervised,0.40464789271354673,65
FFA-1,mnasnet1_0_classification,0.40393086075782775,66
FFA-1,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,0.4034047544002533,67
FFA-1,vit_tiny_patch16_224_classification,0.40196616053581236,68
FFA-1,resnet18_classification,0.3987638592720032,69
FFA-1,resnet50_classification,0.39607430100440977,70
FFA-1,ghostnet_100_classification,0.3925785720348358,71
FFA-1,alexnet_gn_ipcl_imagenet,0.389541494846344,72
FFA-1,efficientnet_b3_classification,0.3894768416881561,73
FFA-1,hardcorenas_f_classification,0.388796728849411,74
FFA-1,seresnext50_32x4d_classification,0.3886662870645523,75
FFA-1,semnasnet_100_classification,0.38837572932243347,76
FFA-1,densenet121_classification,0.38793373107910156,77
FFA-1,inception_v3_classification,0.3860024452209473,78
FFA-1,mobilenetv3_large_100_classification,0.3795434236526489,79
FFA-1,alexnet_gn_ipcl_vggface2,0.3742224991321564,80
FFA-1,dla34_classification,0.36749227643013,81
FFA-1,ResNet50/SwAV/BS4096/2x224+6x96_selfsupervised,0.3662868618965149,82
FFA-1,segment_unsup2d_taskonomy,0.36440531611442567,83
FFA-1,hardcorenas_a_classification,0.3639167845249176,84
FFA-1,shufflenet_v2_x1_0_classification,0.3635296285152435,85
FFA-1,keypoints3d_taskonomy,0.36257808804512026,86
FFA-1,ResNet50/RotNet_selfsupervised,0.36124770641326903,87
FFA-1,cspresnet50_classification,0.3563485860824585,88
FFA-1,nf_resnet50_classification,0.35632147789001467,89
FFA-1,segment_unsup25d_taskonomy,0.3510383069515228,90
FFA-1,alexnet_gn_ipcl_openimages,0.3505673408508301,91
FFA-1,class_scene_taskonomy,0.34991645216941836,92
FFA-1,reshading_taskonomy,0.34179152846336364,93
FFA-1,depth_zbuffer_taskonomy,0.34052846431732176,94
FFA-1,class_object_taskonomy,0.33960880637168883,95
FFA-1,alexnet_gn_ipcl_places256,0.3394364297389984,96
FFA-1,segment_semantic_taskonomy,0.33505733609199523,97
FFA-1,alexnet_classification,0.3192343175411224,98
FFA-1,squeezenet1_0_classification,0.3169486731290817,99
FFA-1,normal_taskonomy,0.30622232258319854,100
FFA-1,egomotion_taskonomy,0.3055821001529694,101
FFA-1,room_layout_taskonomy,0.3030425816774368,102
FFA-1,vgg16_classification,0.3007009744644165,103
FFA-1,depth_euclidean_taskonomy,0.3005892515182495,104
FFA-1,fixated_pose_taskonomy,0.2997558981180191,105
FFA-1,point_matching_taskonomy,0.29621602296829225,106
FFA-1,jigsaw_taskonomy,0.2941396951675415,107
FFA-1,keypoints2d_taskonomy,0.29291280508041384,108
FFA-1,random_weights_taskonomy,0.26531670689582826,109
FFA-1,edge_texture_taskonomy,0.26381047666072843,110
FFA-1,inpainting_taskonomy,0.2631288796663284,111
FFA-1,edge_occlusion_taskonomy,0.25165759921073916,112
FFA-1,denoising_taskonomy,0.24855001866817475,113
FFA-1,nonfixated_pose_taskonomy,0.2423240751028061,114
FFA-1,vanishing_point_taskonomy,0.06222004485316575,115
FFA-1,autoencoding_taskonomy,0.06066968515515327,116
FFA-1,curvature_taskonomy,0.010506979003548623,117
FFA-2,ViT/L/CLIP_slip,0.3648197650909424,1
FFA-2,ViT/B/CLIP_slip,0.3511703610420227,2
FFA-2,ViT/L/SLIP_slip,0.341209214925766,3
FFA-2,vit_large_patch16_224_classification,0.3395077049732208,4
FFA-2,vit_large_patch16_224_in21k_classification,0.33655253052711487,5
FFA-2,ViT/S/CLIP_slip,0.3358997702598572,6
FFA-2,vit_base_patch16_224_in21k_classification,0.33557952642440797,7
FFA-2,ViT/L/SimCLR_slip,0.33302520513534545,8
FFA-2,ViT/B/SLIP_slip,0.3314609944820404,9
FFA-2,crossvit_base_240_classification,0.32784308195114137,10
FFA-2,ViT/S/SLIP_slip,0.3141420900821686,11
FFA-2,swin_large_patch4_window7_224_classification,0.31258824467658997,12
FFA-2,mixer_l16_224_in21k_classification,0.3115157961845398,13
FFA-2,mixer_l16_224_classification,0.3115157961845398,14
FFA-2,ResNet50/JigSaw/P100_selfsupervised,0.31121652722358706,15
FFA-2,jx_nest_tiny_classification,0.3081696450710297,16
FFA-2,swin_base_patch4_window7_224_classification,0.30652194321155546,17
FFA-2,convnext_large_classification,0.3051211476325989,18
FFA-2,vit_small_patch16_224_in21k_classification,0.30478686690330503,19
FFA-2,pit_b_224_classification,0.3035114884376526,20
FFA-2,visformer_small_classification,0.3008532226085663,21
FFA-2,ResNet50/BarlowTwins/BS2048_selfsupervised,0.29928270876407626,22
FFA-2,coat_lite_tiny_classification,0.298991397023201,23
FFA-2,swin_tiny_patch4_window7_224_classification,0.2989527344703674,24
FFA-2,convnext_base_in22k_classification,0.29820796251297,25
FFA-2,convnext_large_in22k_classification,0.2975460171699524,26
FFA-2,tnt_s_patch16_224_classification,0.2957742750644684,27
FFA-2,resmlp_big_24_224_classification,0.2949464112520218,28
FFA-2,gmlp_s16_224_classification,0.2938912183046341,29
FFA-2,ViT/B/SimCLR_slip,0.29365856051445005,30
FFA-2,deit_base_patch16_224_classification,0.2935334861278534,31
FFA-2,skresnext50_32x4d_classification,0.29248166978359225,32
FFA-2,convnext_base_classification,0.2923595100641251,33
FFA-2,vit_small_patch32_224_classification,0.2922992199659348,34
FFA-2,resnet101_classification,0.29161580801010134,35
FFA-2,levit_128_classification,0.2898513346910477,36
FFA-2,vit_base_patch16_224_classification,0.28906822204589844,37
FFA-2,eca_nfnet_l0_classification,0.28717924654483795,38
FFA-2,ViT/S/SimCLR_slip,0.2870596170425415,39
FFA-2,mixer_b16_224_classification,0.2867863893508911,40
FFA-2,mixer_b16_224_in21k_classification,0.2867863893508911,41
FFA-2,vit_small_patch16_224_classification,0.2853337049484253,42
FFA-2,resmlp_big_24_224_in22ft1k_classification,0.2852310836315155,43
FFA-2,vit_tiny_patch16_224_classification,0.2837268978357315,44
FFA-2,xcit_nano_12_p16_224_classification,0.28368273973464964,45
FFA-2,vit_small_patch32_224_in21k_classification,0.2835764676332474,46
FFA-2,mobilenet_v2_classification,0.28313528895378115,47
FFA-2,vit_base_patch32_224_classification,0.2798086732625961,48
FFA-2,swin_base_patch4_window7_224_in22k_classification,0.2792723268270493,49
FFA-2,hardcorenas_f_classification,0.2781926214694977,50
FFA-2,vit_base_patch32_224_in21k_classification,0.27774483859539034,51
