model,eval_type,n_subjects_total,n_subjects_test,n_nan_test,mean_test_score,median_test_score,sem_test_score,std_test_score,mean_train_score,median_selected_layer_index,median_selected_layer_fraction,model_class,train_type,train_data,model_source,task_cluster,comparison_group
ResNet50/BarlowTwins/BS2048_selfsupervised,crsa,5,5,0,0.29560201466083524,0.28139546513557434,0.020081025608866,0.04490253831933849,0.2893540382385254,9.0,0.75,,,,,,
ResNet50/BarlowTwins/BS2048_selfsupervised,srpr,5,5,0,0.4628746490741391,0.4584301563924106,0.006135127062930476,0.013718561163311174,0.4653811013741981,9.0,0.75,,,,,,
ResNet50/BarlowTwins/BS2048_selfsupervised,wrsa,5,5,0,0.47829527258872984,0.4959152936935425,0.03972865474596663,0.08883597266660102,0.3804807960987091,9.0,0.75,,,,,,
ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,5,5,0,0.2216519147157669,0.21838736534118652,0.010608031478213181,0.023720279492742257,0.2085249215364456,12.0,1.0,Convolutional,selfsupervised,imagenet,vissl,Self-Supervised,task_vissl
ResNet50/ClusterFit/16K/RotNet_selfsupervised,srpr,5,5,0,0.44591828401251465,0.45337562849773944,0.006660757670265685,0.014893906932367201,0.4433737772997506,9.0,0.75,Convolutional,selfsupervised,imagenet,vissl,Self-Supervised,task_vissl
ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,5,5,0,0.403566038608551,0.42977774143218994,0.03377132809462057,0.07551498531002007,0.3436954438686371,5.0,0.4166666666666667,Convolutional,selfsupervised,imagenet,vissl,Self-Supervised,task_vissl
ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,5,5,0,0.3678725898265839,0.3572496473789215,0.017721618286504117,0.03962674315992655,0.3464311182498932,5.0,0.4166666666666667,Convolutional,selfsupervised,imagenet,vissl,Self-Supervised,task_vissl
ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,srpr,5,5,0,0.46468357292229834,0.46292039319798006,0.00834575592544058,0.018661677572906807,0.4628573682111985,9.0,0.75,Convolutional,selfsupervised,imagenet,vissl,Self-Supervised,task_vissl
ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,5,5,0,0.41677597165107727,0.42088690400123596,0.044780894047379165,0.10013312318315551,0.3787571847438812,9.0,0.75,Convolutional,selfsupervised,imagenet,vissl,Self-Supervised,task_vissl
ResNet50/JigSaw/Goyal19_selfsupervised,crsa,5,5,0,0.11475298255681991,0.11864172667264938,0.02492629070857519,0.055736880451295524,0.16376367807388306,3.0,0.25,,,,,,
ResNet50/JigSaw/Goyal19_selfsupervised,srpr,5,5,0,0.40660941442809656,0.4066889164016714,0.007216352835766207,0.01613625549039662,0.4007724186990488,3.0,0.25,,,,,,
ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,5,5,0,0.38120094537734983,0.40266039967536926,0.032539901635296097,0.07276143203767865,0.3204663574695587,3.0,0.25,,,,,,
ResNet50/JigSaw/P100_selfsupervised,crsa,5,5,0,0.2318023294210434,0.22977285087108612,0.030828492805440085,0.06893460555682723,0.18640424609184264,9.0,0.75,Convolutional,selfsupervised,imagenet,vissl,Self-Supervised,task_vissl
ResNet50/JigSaw/P100_selfsupervised,srpr,5,5,0,0.41079395478668246,0.4073348457044002,0.007006567238113423,0.015667160633344578,0.4038705660291962,11.0,0.9166666666666666,Convolutional,selfsupervised,imagenet,vissl,Self-Supervised,task_vissl
