breakpoint_1_rank,breakpoint_1_score,breakpoint_2_rank,breakpoint_2_score,n_models_top_segment,n_models_middle_segment,n_models_bottom_segment,sse,metric,n_models,top_model,top_score,method,ci_method
10,0.30152771472930906,105,0.14205844954121855,10,95,12,0.00979761148689664,wrsa,117,alexnet_gn_ipcl_vggface2,0.4712762176990509,pure_python_grid_search_two_breakpoints,not_computed
