subject,model,eval_type,region,model_layer,model_layer_index,test_score,train_score,max_model_layer_index,selected_layer_fraction,score
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,FFA-1,ReLU-49,12,0.14223922789096832,0.1846393197774887,12,1.0,0.14223922789096832
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,FFA-2,ReLU-49,12,0.15343885123729706,0.15017805993556976,12,1.0,0.15343885123729706
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,OFA,ReLU-49,12,0.12722261250019073,0.14714479446411133,12,1.0,0.12722261250019073
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,OPA,Conv2d-44,8,0.11118850111961365,0.1697753518819809,12,0.6666666666666666,0.11118850111961365
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,PPA,Conv2d-44,8,0.16014835238456726,0.1786908656358719,12,0.6666666666666666,0.16014835238456726
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,VWFA-1,BatchNorm2d-51,5,0.15128406882286072,0.17134660482406616,12,0.4166666666666667,0.15128406882286072
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,VWFA-2,ReLU-49,12,0.09352228790521622,0.10191498696804047,12,1.0,0.09352228790521622
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,l-objects,ReLU-49,12,0.17876747250556946,0.19994594156742096,12,1.0,0.17876747250556946
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,laion-lateral,ReLU-49,12,0.16063639521598816,0.20209252834320068,12,1.0,0.16063639521598816
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,laion-ventral,ReLU-49,12,0.19758263230323792,0.22696028649806976,12,1.0,0.19758263230323792
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,mfs-words,BatchNorm2d-39,3,0.11891584098339081,0.11361214518547058,12,0.25,0.11891584098339081
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,otc,ReLU-49,12,0.2020798772573471,0.23500347137451172,12,1.0,0.2020798772573471
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,otc-category,ReLU-49,12,0.21077276766300201,0.2328636348247528,12,1.0,0.21077276766300201
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,otc-streams,ReLU-49,12,0.19943231344223022,0.2364092767238617,12,1.0,0.19943231344223022
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,v-objects,BatchNorm2d-39,3,0.18310676515102386,0.20920729637145996,12,0.25,0.18310676515102386
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,EBA,Conv2d-49,9,0.36505126953125,0.26516056060791016,12,0.75,0.36505126953125
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,FBA,AdaptiveAvgPool2d-1,0,0.3432285487651825,0.3440614342689514,12,0.0,0.3432285487651825
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,FFA-1,AdaptiveAvgPool2d-1,0,0.2258569747209549,0.20272386074066162,12,0.0,0.2258569747209549
