subject,model,eval_type,region,model_layer,model_layer_index,score,train_score,max_model_layer_index,selected_layer_fraction,model_source,comparison_group,result_model,deepnsd_model,model_string,model_display_name,train_type,train_data,architecture,model_class,task_cluster,compare_architecture,compare_goal_slip,compare_goal_taskonomy_tasks,compare_goal_taskonomy_cluster,compare_goal_expertise,compare_diet_ipcl,compare_goal_selfsupervised,compare_goal_contrastive,compare_diet_imagenetsize
sub-01,ResNet50/BarlowTwins/BS2048_selfsupervised,crsa,otc,Conv2d-49,9,0.2950915306806564,0.323238730430603,12,0.75,,,ResNet50/BarlowTwins/BS2048_selfsupervised,ResNet50-BarlowTwins-BS2048,ResNet50-BarlowTwins-BS2048_selfsupervised,ResNet50-BarlowTwins-BS2048,selfsupervised,imagenet,ResNet50,Convolutional,Self-Supervised,,,,,,,BarlowTwins-BS2048,Contrastive,
sub-01,ResNet50/BarlowTwins/BS2048_selfsupervised,wrsa,otc,Conv2d-49,9,0.4553816020488739,0.3306992173194885,12,0.75,,,ResNet50/BarlowTwins/BS2048_selfsupervised,ResNet50-BarlowTwins-BS2048,ResNet50-BarlowTwins-BS2048_selfsupervised,ResNet50-BarlowTwins-BS2048,selfsupervised,imagenet,ResNet50,Convolutional,Self-Supervised,,,,,,,BarlowTwins-BS2048,Contrastive,
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,crsa,otc,ReLU-49,12,0.2028522998094558,0.2200456649065017,12,1.0,vissl,task_vissl,ResNet50/ClusterFit/16K/RotNet_selfsupervised,ResNet50-ClusterFit-16K-RotNet,ResNet50-ClusterFit-16K-RotNet_selfsupervised,ResNet50-ClusterFit-16K-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,Self-Supervised,,,,,,,ClusterFit-16K-RotNet,Non-Contrastive,
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,otc,Conv2d-49,9,0.3846104800701141,0.2873883336782455,12,0.75,vissl,task_vissl,ResNet50/ClusterFit/16K/RotNet_selfsupervised,ResNet50-ClusterFit-16K-RotNet,ResNet50-ClusterFit-16K-RotNet_selfsupervised,ResNet50-ClusterFit-16K-RotNet,selfsupervised,imagenet,ResNet50,Convolutional,Self-Supervised,,,,,,,ClusterFit-16K-RotNet,Non-Contrastive,
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,otc,BatchNorm2d-51,5,0.3358657419681549,0.376258897781372,12,0.4166666666666667,vissl,task_vissl,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,ResNet50-DeepClusterV2-2x224+6x96,ResNet50-DeepClusterV2-2x224+6x96_selfsupervised,ResNet50-DeepClusterV2,selfsupervised,imagenet,ResNet50,Convolutional,Self-Supervised,,,,,,,DeepClusterV2-2x224+6x96,Contrastive,
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,otc,Conv2d-49,9,0.3727539300918579,0.3171395123004913,12,0.75,vissl,task_vissl,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,ResNet50-DeepClusterV2-2x224+6x96,ResNet50-DeepClusterV2-2x224+6x96_selfsupervised,ResNet50-DeepClusterV2,selfsupervised,imagenet,ResNet50,Convolutional,Self-Supervised,,,,,,,DeepClusterV2-2x224+6x96,Contrastive,
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,crsa,otc,Conv2d-30,6,0.1791716247797012,0.156638017296791,12,0.5,,,ResNet50/JigSaw/Goyal19_selfsupervised,ResNet50-JigSaw-Goyal19,ResNet50-JigSaw-Goyal19_selfsupervised,ResNet50-JigSaw-Goyal19,selfsupervised,imagenet,ResNet50,Convolutional,Self-Supervised,,,,,,,JigSaw-Goyal19,Non-Contrastive,
sub-01,ResNet50/JigSaw/Goyal19_selfsupervised,wrsa,otc,BatchNorm2d-39,3,0.3084099113941193,0.2779299885034561,12,0.25,,,ResNet50/JigSaw/Goyal19_selfsupervised,ResNet50-JigSaw-Goyal19,ResNet50-JigSaw-Goyal19_selfsupervised,ResNet50-JigSaw-Goyal19,selfsupervised,imagenet,ResNet50,Convolutional,Self-Supervised,,,,,,,JigSaw-Goyal19,Non-Contrastive,
sub-01,ResNet50/JigSaw/P100_selfsupervised,crsa,otc,Conv2d-49,9,0.2601690858602524,0.2399302750825881,12,0.75,vissl,task_vissl,ResNet50/JigSaw/P100_selfsupervised,ResNet50-JigSaw-P100,ResNet50-JigSaw-P100_selfsupervised,ResNet50-JigSaw-P100,selfsupervised,imagenet,ResNet50,Convolutional,Self-Supervised,,,,,,,JigSaw-P100,Non-Contrastive,
sub-01,ResNet50/JigSaw/P100_selfsupervised,wrsa,otc,ReLU-38,11,0.2973809599876403,0.2782585799694061,12,0.9166666666666666,vissl,task_vissl,ResNet50/JigSaw/P100_selfsupervised,ResNet50-JigSaw-P100,ResNet50-JigSaw-P100_selfsupervised,ResNet50-JigSaw-P100,selfsupervised,imagenet,ResNet50,Convolutional,Self-Supervised,,,,,,,JigSaw-P100,Non-Contrastive,
