breakpoint_1_rank,breakpoint_1_score,breakpoint_2_rank,breakpoint_2_score,n_models_top_segment,n_models_middle_segment,n_models_bottom_segment,sse,metric,n_models,top_model,top_score,method,ci_method
82,0.31411941647529595,107,0.1991125780344009,82,25,10,0.005258068445231292,wrsa,117,ResNet50/BarlowTwins/BS2048_selfsupervised,0.42763388037681577,pure_python_grid_search_two_breakpoints,not_computed
