model,eval_type,mean,ci_lo,ci_hi,n_subjects,panel,group_label,group_color,x,x_start,x_end,mean_group,ci_lo_group,ci_hi_group,deepnsd_model,model_string,model_display_name,train_type,train_data,architecture,model_class,task_cluster,compare_architecture,compare_goal_slip,compare_goal_taskonomy_tasks,compare_goal_taskonomy_cluster,compare_diet_ipcl,compare_goal_selfsupervised,compare_goal_contrastive,compare_diet_imagenetsize
vgg16_classification,crsa,0.30676212906837463,0.2859479486942291,0.32757630944252014,2,Fig2 architecture,Convolutional,#e69f00,0.0,-0.38,32.38,0.24820683744143357,0.23130684719336303,0.2638922624416988,vgg16,vgg16_classification,VGG16,classification,imagenet,vgg16,Convolutional,Semantic,Convolutional,,,,,,,
densenet121_classification,crsa,0.21175074577331543,0.18257540464401245,0.2409260869026184,2,Fig2 architecture,Convolutional,#e69f00,1.0,-0.38,32.38,0.24820683744143357,0.23130684719336303,0.2638922624416988,densenet121,densenet121_classification,DenseNet121,classification,imagenet,densenet121,Convolutional,Semantic,Convolutional,,,,,,,
squeezenet1_0_classification,crsa,0.2973667234182358,0.2756090760231018,0.31912437081336975,2,Fig2 architecture,Convolutional,#e69f00,2.0,-0.38,32.38,0.24820683744143357,0.23130684719336303,0.2638922624416988,squeezenet1_0,squeezenet1_0_classification,SqueezeNet1.0,classification,imagenet,squeezenet1_0,Convolutional,Semantic,Convolutional,,,,,,,
mobilenetv3_large_100_classification,crsa,0.26559941470623016,0.2647142708301544,0.2664845585823059,2,Fig2 architecture,Convolutional,#e69f00,3.0,-0.38,32.38,0.24820683744143357,0.23130684719336303,0.2638922624416988,mobilenetv3_large_100,mobilenetv3_large_100_classification,MobileNet-V3-Large,classification,imagenet,mobilenetv3_large_100,Convolutional,Semantic,Convolutional,,,,,,,
alexnet_classification,crsa,0.2796183079481125,0.27114927768707275,0.2880873382091522,2,Fig2 architecture,Convolutional,#e69f00,4.0,-0.38,32.38,0.24820683744143357,0.23130684719336303,0.2638922624416988,alexnet,alexnet_classification,AlexNet,classification,imagenet,alexnet,Convolutional,Semantic,Convolutional,,,,,,,
ghostnet_100_classification,crsa,0.19651814550161362,0.18689744174480438,0.20613884925842285,2,Fig2 architecture,Convolutional,#e69f00,5.0,-0.38,32.38,0.24820683744143357,0.23130684719336303,0.2638922624416988,ghostnet_100,ghostnet_100_classification,GhostNet100,classification,imagenet,ghostnet_100,Convolutional,Semantic,Convolutional,,,,,,,
dla34_classification,crsa,0.22450875490903854,0.20488961040973663,0.24412789940834045,2,Fig2 architecture,Convolutional,#e69f00,6.0,-0.38,32.38,0.24820683744143357,0.23130684719336303,0.2638922624416988,dla34,dla34_classification,DLA34,classification,imagenet,dla34,Convolutional,Semantic,Convolutional,,,,,,,
seresnext50_32x4d_classification,crsa,0.22345731407403946,0.21391916275024414,0.23299546539783478,2,Fig2 architecture,Convolutional,#e69f00,7.0,-0.38,32.38,0.24820683744143357,0.23130684719336303,0.2638922624416988,seresnext50_32x4d,seresnext50_32x4d_classification,SEResNext50-32x4D,classification,imagenet,seresnext50_32x4d,Convolutional,Semantic,Convolutional,,,,,,,
skresnext50_32x4d_classification,crsa,0.26990757137537,0.23254822194576263,0.3072669208049774,2,Fig2 architecture,Convolutional,#e69f00,8.0,-0.38,32.38,0.24820683744143357,0.23130684719336303,0.2638922624416988,skresnext50_32x4d,skresnext50_32x4d_classification,SKResNext50-32x4D,classification,imagenet,skresnext50_32x4d,Convolutional,Semantic,Convolutional,,,,,,,
resnet18_classification,crsa,0.2651533931493759,0.2605498731136322,0.26975691318511963,2,Fig2 architecture,Convolutional,#e69f00,9.0,-0.38,32.38,0.24820683744143357,0.23130684719336303,0.2638922624416988,resnet18,resnet18_classification,ResNet18,classification,imagenet,resnet18,Convolutional,Semantic,Convolutional,,,,,,,
