model,eval_type,mean,ci_lo,ci_hi,n_subjects,panel,group_label,group_color,x,x_start,x_end,mean_group,ci_lo_group,ci_hi_group,deepnsd_model,model_string,model_display_name,train_type,train_data,architecture,model_class,task_cluster,compare_architecture,compare_goal_slip,compare_goal_taskonomy_tasks,compare_goal_taskonomy_cluster,compare_diet_ipcl,compare_goal_selfsupervised,compare_goal_contrastive,compare_diet_imagenetsize
squeezenet1_0_classification,crsa,0.2836335301399231,0.2678249716758728,0.3047580003738403,5,Fig2 architecture,Convolutional,#e69f00,0.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,squeezenet1_0,squeezenet1_0_classification,SqueezeNet1.0,classification,imagenet,squeezenet1_0,Convolutional,Semantic,Convolutional,,,,,,,
densenet121_classification,crsa,0.17466503977775574,0.14850097000598908,0.2008291095495224,5,Fig2 architecture,Convolutional,#e69f00,1.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,densenet121,densenet121_classification,DenseNet121,classification,imagenet,densenet121,Convolutional,Semantic,Convolutional,,,,,,,
vgg16_classification,crsa,0.30424298644065856,0.28444123864173887,0.32396697998046875,5,Fig2 architecture,Convolutional,#e69f00,2.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,vgg16,vgg16_classification,VGG16,classification,imagenet,vgg16,Convolutional,Semantic,Convolutional,,,,,,,
alexnet_classification,crsa,0.2562462896108627,0.24268862307071687,0.2700618267059326,5,Fig2 architecture,Convolutional,#e69f00,3.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,alexnet,alexnet_classification,AlexNet,classification,imagenet,alexnet,Convolutional,Semantic,Convolutional,,,,,,,
resnet18_classification,crsa,0.20375894606113434,0.19303260147571563,0.21448529064655303,5,Fig2 architecture,Convolutional,#e69f00,4.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,resnet18,resnet18_classification,ResNet18,classification,imagenet,resnet18,Convolutional,Semantic,Convolutional,,,,,,,
regnety_064_classification,crsa,0.2769615888595581,0.2558548867702484,0.29749725461006166,5,Fig2 architecture,Convolutional,#e69f00,5.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,regnety_064,regnety_064_classification,RegNetY-64,classification,imagenet,regnety_064,Convolutional,Semantic,Convolutional,,,,,,,
ghostnet_100_classification,crsa,0.16957981884479523,0.14586161375045775,0.1932980239391327,5,Fig2 architecture,Convolutional,#e69f00,6.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,ghostnet_100,ghostnet_100_classification,GhostNet100,classification,imagenet,ghostnet_100,Convolutional,Semantic,Convolutional,,,,,,,
regnetx_064_classification,crsa,0.16308390200138093,0.15261419117450714,0.17541945576667786,5,Fig2 architecture,Convolutional,#e69f00,7.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,regnetx_064,regnetx_064_classification,RegNetX-64,classification,imagenet,regnetx_064,Convolutional,Semantic,Convolutional,,,,,,,
resnet152_classification,crsa,0.0649837650358677,0.04962089732289314,0.08034663274884224,5,Fig2 architecture,Convolutional,#e69f00,8.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,resnet152,resnet152_classification,ResNet152,classification,imagenet,resnet152,Convolutional,Semantic,Convolutional,,,,,,,
efficientnet_b3_classification,crsa,0.19837714433670045,0.17407905757427217,0.22267523109912873,5,Fig2 architecture,Convolutional,#e69f00,9.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,efficientnet_b3,efficientnet_b3_classification,EfficientNet-B3,classification,imagenet,efficientnet_b3,Convolutional,Semantic,Convolutional,,,,,,,
hardcorenas_a_classification,crsa,0.26517178416252135,0.23625914454460145,0.29871978163719176,5,Fig2 architecture,Convolutional,#e69f00,10.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,hardcorenas_a,hardcorenas_a_classification,HardCoreNAS-A,classification,imagenet,hardcorenas_a,Convolutional,Semantic,Convolutional,,,,,,,
dla34_classification,crsa,0.2074493870139122,0.13927159756422042,0.2740847885608673,5,Fig2 architecture,Convolutional,#e69f00,11.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,dla34,dla34_classification,DLA34,classification,imagenet,dla34,Convolutional,Semantic,Convolutional,,,,,,,
googlenet_classification,crsa,0.16560090184211732,0.14132141768932344,0.18730895817279816,5,Fig2 architecture,Convolutional,#e69f00,12.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,googlenet,googlenet_classification,GoogleNet,classification,imagenet,googlenet,Convolutional,Semantic,Convolutional,,,,,,,
nf_resnet50_classification,crsa,0.2056888073682785,0.18449537456035614,0.22521767318248748,5,Fig2 architecture,Convolutional,#e69f00,13.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,nf_resnet50,nf_resnet50_classification,NF-ResNet50,classification,imagenet,nf_resnet50,Convolutional,Semantic,Convolutional,,,,,,,
nfnet_l0_classification,crsa,0.20728012025356293,0.16494573950767516,0.2536902129650116,5,Fig2 architecture,Convolutional,#e69f00,14.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,nfnet_l0,nfnet_l0_classification,NF-Net-L0,classification,imagenet,nfnet_l0,Convolutional,Semantic,Convolutional,,,,,,,
semnasnet_100_classification,crsa,0.211528217792511,0.18832239806652068,0.22789509296417237,5,Fig2 architecture,Convolutional,#e69f00,15.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,semnasnet_100,semnasnet_100_classification,SemNASNet100,classification,imagenet,semnasnet_100,Convolutional,Semantic,Convolutional,,,,,,,
resnet101_classification,crsa,0.1868141323328018,0.1764396071434021,0.19623467624187468,5,Fig2 architecture,Convolutional,#e69f00,16.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,resnet101,resnet101_classification,ResNet101,classification,imagenet,resnet101,Convolutional,Semantic,Convolutional,,,,,,,
xception_classification,crsa,0.2165602058172226,0.20276717245578765,0.23162020444869996,5,Fig2 architecture,Convolutional,#e69f00,17.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,xception,xception_classification,XCeption,classification,imagenet,xception,Convolutional,Semantic,Convolutional,,,,,,,
inception_v3_classification,crsa,0.2058969110250473,0.18138741850852966,0.23040640354156494,5,Fig2 architecture,Convolutional,#e69f00,18.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,inception_v3,inception_v3_classification,Inception-V3,classification,imagenet,inception_v3,Convolutional,Semantic,Convolutional,,,,,,,
hardcorenas_f_classification,crsa,0.2517974615097046,0.23243042826652527,0.26879879236221316,5,Fig2 architecture,Convolutional,#e69f00,19.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,hardcorenas_f,hardcorenas_f_classification,HardCoreNAS-F,classification,imagenet,hardcorenas_f,Convolutional,Semantic,Convolutional,,,,,,,
mobilenetv3_large_100_classification,crsa,0.25631405115127565,0.2028606653213501,0.2986177861690521,5,Fig2 architecture,Convolutional,#e69f00,20.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,mobilenetv3_large_100,mobilenetv3_large_100_classification,MobileNet-V3-Large,classification,imagenet,mobilenetv3_large_100,Convolutional,Semantic,Convolutional,,,,,,,
shufflenet_v2_x1_0_classification,crsa,0.2422933667898178,0.2214152693748474,0.2655301094055176,5,Fig2 architecture,Convolutional,#e69f00,21.0,-0.38,32.38,0.20004848250837037,0.18000609296740908,0.2185878683615363,shufflenet_v2_x1_0,shufflenet_v2_x1_0_classification,ShuffleNet-V2-x1.0,classification,imagenet,shufflenet_v2_x1_0,Convolutional,Semantic,Convolutional,,,,,,,
