comparison_id,comparison,eval_type,level,n_obs,n_subjects,n_models,mean,median,std,sem
taskonomy_tasks,Taskonomy Encoders,wrsa,keypoints3d,5,5,1,0.2628778278827667,0.2572502791881561,0.036948775620705414,0.016523994794656858
taskonomy_tasks,Taskonomy Encoders,wrsa,nonfixated_pose,5,5,1,0.04715279582887882,0.0646860003471374,0.026573775766994486,0.011884153806767257
taskonomy_tasks,Taskonomy Encoders,wrsa,normal,5,5,1,0.19616394340991972,0.1889195293188095,0.050626196345173215,0.022640723294011744
taskonomy_tasks,Taskonomy Encoders,wrsa,point_matching,5,5,1,0.16544818431138988,0.178313136100769,0.05921903693995295,0.026483558431961186
taskonomy_tasks,Taskonomy Encoders,wrsa,random_weights,5,5,1,0.03169703949242828,0.0241542626172304,0.03629689455386442,0.01623246471891655
taskonomy_tasks,Taskonomy Encoders,wrsa,reshading,5,5,1,0.23354215919971466,0.2493031173944473,0.03103785366472017,0.013880550134001052
taskonomy_tasks,Taskonomy Encoders,wrsa,room_layout,5,5,1,0.18940313458442687,0.1969784200191497,0.05340020222429622,0.023881296437152363
taskonomy_tasks,Taskonomy Encoders,wrsa,segment_semantic,5,5,1,0.1898684978485107,0.1822874695062637,0.04086722641146855,0.018276379261583695
taskonomy_tasks,Taskonomy Encoders,wrsa,segment_unsup25d,5,5,1,0.19918644726276394,0.1880286186933517,0.04586102010404916,0.02050967169402768
taskonomy_tasks,Taskonomy Encoders,wrsa,segment_unsup2d,5,5,1,0.27437394559383393,0.2592488527297973,0.0996210284743628,0.044551878331423475
taskonomy_tasks,Taskonomy Encoders,wrsa,vanishing_point,5,5,1,0.0052953670732677,-0.0042547509074211,0.0203226485650267,0.009088564734847652
contrastive_self_supervised,Contrastive Self-Supervised Learning,crsa,Non-Contrastive,20,5,4,0.16213494539260861,0.15863047540187836,0.030216622531673776,0.006756642203127435
contrastive_self_supervised,Contrastive Self-Supervised Learning,crsa,Contrastive,30,5,6,0.262787755827109,0.26962511241436005,0.053487285537537725,0.009765397609543081
contrastive_self_supervised,Contrastive Self-Supervised Learning,wrsa,Non-Contrastive,20,5,4,0.3911484554409981,0.4119662344455719,0.057848385386579916,0.012935292211299814
contrastive_self_supervised,Contrastive Self-Supervised Learning,wrsa,Contrastive,30,5,6,0.4744710822900136,0.48018917441368103,0.047644672884129324,0.00869868736119745
language_alignment,Language Alignment,crsa,SimCLR,15,5,3,0.10633404155572253,0.1016221344470977,0.050504557195647455,0.01304022059508817
language_alignment,Language Alignment,crsa,CLIP,15,5,3,0.08951126846174397,0.0748028233647346,0.03896685966140968,0.010061199901509417
language_alignment,Language Alignment,crsa,SLIP,15,5,3,0.12440824148555595,0.1213880181312561,0.0588385164291431,0.015192039616374848
language_alignment,Language Alignment,wrsa,SimCLR,15,5,3,0.46038607954978944,0.464557021856308,0.04139135281179982,0.010687201341139749
language_alignment,Language Alignment,wrsa,CLIP,15,5,3,0.45024766127268473,0.4573041498661041,0.04381440319424702,0.011312830259689051
language_alignment,Language Alignment,wrsa,SLIP,15,5,3,0.46377809047698976,0.4704999625682831,0.05249057229760033,0.013553007489433498
imagenet_size,ImageNet1K versus ImageNet21K,crsa,imagenet,60,5,12,0.15899540310104687,0.15888564288616175,0.031679331796730034,0.004089784148923817
imagenet_size,ImageNet1K versus ImageNet21K,crsa,imagenet21k,60,5,12,0.16481008864939206,0.16336538642644877,0.03494998673656748,0.004512023886029865
imagenet_size,ImageNet1K versus ImageNet21K,wrsa,imagenet,60,5,12,0.4672125240166982,0.47501780092716217,0.04872927981473723,0.006290922973171951
imagenet_size,ImageNet1K versus ImageNet21K,wrsa,imagenet21k,60,5,12,0.45966491202513377,0.46097490191459656,0.0533842306747486,0.006891874545113215
objects_faces_places,"Objects, Faces, Places",crsa,imagenet,5,5,1,0.2705500215291977,0.258395254611969,0.06315599590457524,0.02824422000586571
objects_faces_places,"Objects, Faces, Places",crsa,openimages,5,5,1,0.2462402403354645,0.2347232401371002,0.04488928007747804,0.020075096342853583
objects_faces_places,"Objects, Faces, Places",crsa,places256,5,5,1,0.19373894929885863,0.1763035356998443,0.05003153528968182,0.022374782785281638
objects_faces_places,"Objects, Faces, Places",crsa,vggface2,5,5,1,0.26712259948253625,0.2589850723743438,0.05715011318637308,0.02555830760130746
objects_faces_places,"Objects, Faces, Places",wrsa,imagenet,5,5,1,0.414126044511795,0.4273551106452942,0.02393753797688112,0.010705192426057794
objects_faces_places,"Objects, Faces, Places",wrsa,openimages,5,5,1,0.3868220627307892,0.3690195679664612,0.053795530543903694,0.024058092636366976
objects_faces_places,"Objects, Faces, Places",wrsa,places256,5,5,1,0.3118520021438599,0.3033766746520996,0.03208600813045192,0.014349299061260286
objects_faces_places,"Objects, Faces, Places",wrsa,vggface2,5,5,1,0.3146191298961639,0.2816329300403595,0.10018795449897869,0.04480541535727444
