feature_stem,deepnsd_model_string,model,metric,subj_id,n_colin_layers,n_our_layers_matching_colin,full_train_selected_layer,full_train_selected_layer_depth,full_train_selected_train,full_train_selected_test,our_train_selected_layer,our_train_selected_layer_depth,our_train_selected_train,our_train_selected_test,test_gap_full_minus_our,same_layer,our_layer_test_rank_among_colin_layers,our_layer_test_percentile_among_colin_layers,colin_test_min,colin_test_median,colin_test_max
denoising_taskonomy,denoising_taskonomy,denoising,srpr,7,81,11,ReLU-44,0.8770949720670391,0.09682833882181319,0.08503058105332498,Conv2d-28,0.4972067039106145,0.08479894940851189,0.10206455183983301,-0.017033970786508035,False,2,98.76543209876543,0.010153906495947275,0.05899903750239745,0.10645306369586353
denoising_taskonomy,denoising_taskonomy,denoising,wrsa,1,81,11,ReLU-44,0.8770949720670391,0.14976748014097963,0.1510714727205173,Conv2d-28,0.4972067039106145,0.10141745163049276,0.10940608010943295,0.041665392611084345,False,23,72.8395061728395,0.019644101639924045,0.08454689181877154,0.1664072747673683
denoising_taskonomy,denoising_taskonomy,denoising,wrsa,2,81,11,ReLU-44,0.8770949720670391,0.16444467316038436,0.14344320930247165,Conv2d-28,0.4972067039106145,0.11267329505421007,0.10637637601116517,0.03706683329130647,False,22,74.07407407407408,0.02564274448677039,0.08154403298073336,0.14771999885722992
denoising_taskonomy,denoising_taskonomy,denoising,wrsa,5,81,11,ReLU-44,0.8770949720670391,0.13008635614107839,0.14968992433333095,Conv2d-28,0.4972067039106145,0.11442088255963642,0.12154702892254701,0.028142895410783936,False,18,79.01234567901234,0.02845791689301293,0.096744057262431,0.161529060162324
denoising_taskonomy,denoising_taskonomy,denoising,wrsa,7,81,11,ReLU-44,0.8770949720670391,0.12023063172542496,0.12563155132573808,BatchNorm2d-41,0.7486033519553073,0.09740782618236475,0.09025966760650968,0.035371883719228406,False,25,70.37037037037037,0.02084389139494109,0.07270702487621224,0.13158545900404964
densenet121_classification,densenet121_classification,densenet121,crsa,1,185,12,Conv2d-93,0.7692307692307693,0.38044706757288815,0.3735663827559889,ReLU-96,0.7902097902097902,0.32985620672819155,0.32670575905713617,0.046860623698852744,False,31,83.78378378378379,0.056707482596209446,0.21039895672353048,0.37419789474966186
densenet121_classification,densenet121_classification,densenet121,crsa,2,185,12,BatchNorm2d-101,0.8298368298368298,0.3906991416562806,0.3749899986443282,ReLU-96,0.7902097902097902,0.31527447720183455,0.324551126932209,0.05043887171211919,False,36,81.08108108108108,0.05711820313449573,0.21108904216015914,0.3788353699378837
densenet121_classification,densenet121_classification,densenet121,crsa,5,185,12,BatchNorm2d-103,0.8461538461538461,0.3745547752776385,0.3786465177716729,ReLU-96,0.7902097902097902,0.2943847288255014,0.31096893641121276,0.06767758136046015,False,40,78.91891891891892,0.05818912147628975,0.20630398039584905,0.38019810915018193
densenet121_classification,densenet121_classification,densenet121,crsa,7,185,12,BatchNorm2d-101,0.8298368298368298,0.3515992654081971,0.34804821857529594,ReLU-96,0.7902097902097902,0.28041272683110446,0.2721354965951531,0.07591272198014282,False,44,76.75675675675676,0.06528127402380153,0.20963976065599393,0.3536643641247879
densenet121_classification,densenet121_classification,densenet121,srpr,1,185,12,_DenseBlock-4,0.993006993006993,0.35499498990769635,0.3584119055262092,BatchNorm2d-79,0.6456876456876457,0.3214417045581267,0.3213285980083486,0.0370833075178606,False,90,51.891891891891895,0.1789891573735977,0.3201057288212902,0.3584119055262092
densenet121_classification,densenet121_classification,densenet121,srpr,2,185,12,_DenseBlock-4,0.993006993006993,0.39817498054053213,0.3978023021631695,BatchNorm2d-79,0.6456876456876457,0.3699436510521609,0.35981955930162507,0.037982742861544405,False,84,55.13513513513514,0.20542663980245426,0.35827582319115797,0.3978023021631695
densenet121_classification,densenet121_classification,densenet121,srpr,5,185,12,_DenseBlock-4,0.993006993006993,0.40668352019206544,0.41678271599837063,Linear-1,0.9976689976689976,0.37866996624778787,0.38996970564511807,0.026813010353252564,False,43,77.29729729729729,0.22714748308786928,0.3681460725028382,0.41678271599837063
densenet121_classification,densenet121_classification,densenet121,srpr,7,185,12,_DenseBlock-4,0.993006993006993,0.3276929212535378,0.33640176966137636,ReLU-90,0.7412587412587412,0.29978182739163883,0.2904405506083877,0.04596121905298867,False,107,42.7027027027027,0.1693126687620852,0.2965750432848035,0.33640176966137636
densenet121_classification,densenet121_classification,densenet121,wrsa,1,185,12,_DenseBlock-4,0.993006993006993,0.7137956865375201,0.6658772883221107,ReLU-90,0.7412587412587412,0.6632632903219403,0.5984711424040634,0.06740614591804728,False,72,61.62162162162163,0.238862455190734,0.5844872481459717,0.6683631608630796
densenet121_classification,densenet121_classification,densenet121,wrsa,2,181,11,BatchNorm2d-103,0.8461538461538461,0.7491064191829647,0.6864172527641769,ReLU-90,0.7412587412587412,0.6981567580628487,0.6252277805689216,0.06118947219525528,False,76,58.5635359116022,0.24687219930636137,0.611532925438727,0.6975619695032291
densenet121_classification,densenet121_classification,densenet121,wrsa,5,185,12,_DenseBlock-4,0.993006993006993,0.7162563768471442,0.7161370321408966,ReLU-90,0.7412587412587412,0.6731408863040029,0.6483338544855369,0.0678031776553597,False,77,58.91891891891892,0.27696028200512807,0.6346907004582524,0.7219557293792547
densenet121_classification,densenet121_classification,densenet121,wrsa,7,185,12,BatchNorm2d-117,0.9603729603729604,0.625745744333404,0.6034434816089314,ReLU-90,0.7412587412587412,0.5695185368029975,0.5485825766620667,0.054860904946864686,False,67,64.32432432432432,0.119622964907417,0.5308438130354906,0.6067372043170651
depth_euclidean_taskonomy,depth_euclidean_taskonomy,depth_euclidean,crsa,1,81,11,Conv2d-38,0.6871508379888268,0.15503306669027456,0.16488058541777303,BatchNorm2d-41,0.7486033519553073,0.12040280517011853,0.14593043855978613,0.018950146857986905,False,12,86.41975308641975,0.05667988915191191,0.13311831226612356,0.16488058541777303
depth_euclidean_taskonomy,depth_euclidean_taskonomy,depth_euclidean,crsa,2,81,11,Conv2d-38,0.6871508379888268,0.18545760882844967,0.17225483900839914,BatchNorm2d-41,0.7486033519553073,0.13900497904152706,0.14795613828474066,0.024298700723658473,False,15,82.71604938271605,0.058174913356573786,0.13497466773023886,0.17225483900839914
depth_euclidean_taskonomy,depth_euclidean_taskonomy,depth_euclidean,crsa,5,81,11,Conv2d-38,0.6871508379888268,0.1768772853131969,0.18017972550726852,ReLU-35,0.6983240223463687,0.13342958593393608,0.1705630743637823,0.009616651143486227,False,3,97.53086419753086,0.06174506564455367,0.14717844775000036,0.18017972550726852
depth_euclidean_taskonomy,depth_euclidean_taskonomy,depth_euclidean,crsa,7,81,11,Conv2d-38,0.6871508379888268,0.1623887764929397,0.1759782885271067,BatchNorm2d-41,0.7486033519553073,0.12628459055718555,0.15508482482882277,0.02089346369828393,False,17,80.24691358024691,0.06085957749413122,0.14302002115025764,0.1759782885271067
depth_euclidean_taskonomy,depth_euclidean_taskonomy,depth_euclidean,srpr,1,81,11,BatchNorm2d-47,0.8491620111731844,0.21751454342505988,0.23313489041282157,Conv2d-47,0.8435754189944135,0.2168083071961899,0.23267697245793112,0.0004579179548904466,False,8,91.35802469135803,0.15589966829447202,0.2184227215089742,0.23841019016269158
depth_euclidean_taskonomy,depth_euclidean_taskonomy,depth_euclidean,srpr,2,81,11,BatchNorm2d-44,0.8044692737430168,0.2784686279181206,0.26433870469389836,Conv2d-44,0.7988826815642458,0.27764568797202943,0.26298440444437565,0.0013543002495227108,False,2,98.76543209876543,0.18306382394853923,0.24688268197829705,0.26433870469389836
depth_euclidean_taskonomy,depth_euclidean_taskonomy,depth_euclidean,srpr,5,81,11,BatchNorm2d-44,0.8044692737430168,0.2738113907710516,0.2707799745007619,Conv2d-44,0.7988826815642458,0.27307657005025776,0.27002608058112304,0.0007538939196388705,False,2,98.76543209876543,0.17737520282728622,0.2516026185356745,0.2707799745007619
depth_euclidean_taskonomy,depth_euclidean_taskonomy,depth_euclidean,srpr,7,81,11,ReLU-42,0.8268156424581006,0.224404474907795,0.21548477743907155,Conv2d-47,0.8435754189944135,0.22352212087461654,0.21893226462033694,-0.0034474871812653907,False,18,79.01234567901234,0.15206749289684898,0.21032398112075495,0.2263675948828416
depth_euclidean_taskonomy,depth_euclidean_taskonomy,depth_euclidean,wrsa,1,81,11,BatchNorm2d-44,0.8044692737430168,0.3745119681049087,0.3535668342635266,Conv2d-44,0.7988826815642458,0.37272298622187566,0.3535759130051228,-9.078741596224571e-06,False,1,100.0,0.1347451795830891,0.304793173884094,0.3535759130051228
depth_euclidean_taskonomy,depth_euclidean_taskonomy,depth_euclidean,wrsa,2,73,9,BatchNorm2d-44,0.8044692737430168,0.4524347555031206,0.37602200965992005,Conv2d-44,0.7988826815642458,0.45098262937655365,0.37626407303884774,-0.0002420633789276816,False,1,100.0,0.23435403949293493,0.33959120904128715,0.37626407303884774
depth_euclidean_taskonomy,depth_euclidean_taskonomy,depth_euclidean,wrsa,5,81,11,BatchNorm2d-44,0.8044692737430168,0.41588300183622184,0.39171263583074994,Conv2d-44,0.7988826815642458,0.41518035922302804,0.3931075334221084,-0.0013948975913584682,False,1,100.0,0.17720214067520562,0.34676292859046925,0.3931075334221084
depth_euclidean_taskonomy,depth_euclidean_taskonomy,depth_euclidean,wrsa,7,81,11,ReLU-42,0.8268156424581006,0.3621091430902051,0.3229653491351923,ReLU-35,0.6983240223463687,0.35641523502638583,0.3291381379335429,-0.0061727887983505925,False,13,85.18518518518519,0.13092247093359444,0.30491789882787074,0.34528216887276725
depth_zbuffer_taskonomy,depth_zbuffer_taskonomy,depth_zbuffer,crsa,1,81,11,Conv2d-29,0.5195530726256983,0.12251155597749674,0.1270584997490424,Conv2d-28,0.4972067039106145,0.11295203805591605,0.1241659694513259,0.0028925302977165085,False,11,87.65432098765432,0.029144559894055164,0.09687211158627777,0.13744319670033667
depth_zbuffer_taskonomy,depth_zbuffer_taskonomy,depth_zbuffer,crsa,2,81,11,BatchNorm2d-30,0.5418994413407822,0.13318081340999854,0.1387980326417421,Conv2d-28,0.4972067039106145,0.1246174586076319,0.11850334995345313,0.020294682688288962,False,18,79.01234567901234,0.03206592570041451,0.09883257920476106,0.1418744679774803
depth_zbuffer_taskonomy,depth_zbuffer_taskonomy,depth_zbuffer,crsa,5,81,11,Conv2d-29,0.5195530726256983,0.1251773101813347,0.1343819678073974,Conv2d-36,0.6480446927374302,0.11715949562892318,0.14926251072706834,-0.014880542919670947,False,4,96.29629629629629,0.03846071102790867,0.10542547365508366,0.15482477299031933
depth_zbuffer_taskonomy,depth_zbuffer_taskonomy,depth_zbuffer,crsa,7,81,11,Conv2d-29,0.5195530726256983,0.12126301323648091,0.1269417007840671,Conv2d-36,0.6480446927374302,0.1128369435825505,0.14112974553390067,-0.014188044749833567,False,4,96.29629629629629,0.03558927110438068,0.10308497835947646,0.14691686088020298
depth_zbuffer_taskonomy,depth_zbuffer_taskonomy,depth_zbuffer,srpr,1,81,11,BatchNorm2d-41,0.7486033519553073,0.21843884597541982,0.22338231466835198,BatchNorm2d-41,0.7486033519553073,0.21843884597541982,0.22338231466835198,0.0,True,16,81.48148148148148,0.1386040930810543,0.2147962279310603,0.23335992945859288
depth_zbuffer_taskonomy,depth_zbuffer_taskonomy,depth_zbuffer,srpr,2,81,11,Conv2d-29,0.5195530726256983,0.27417263643441314,0.257416072125513,Conv2d-28,0.4972067039106145,0.2728997750807947,0.2512671433614758,0.006148928764037165,False,20,76.5432098765432,0.16271526152166743,0.2440109048449908,0.2574394209229743
depth_zbuffer_taskonomy,depth_zbuffer_taskonomy,depth_zbuffer,srpr,5,81,11,BatchNorm2d-41,0.7486033519553073,0.2610842924387238,0.2522905063264458,BatchNorm2d-41,0.7486033519553073,0.2610842924387238,0.2522905063264458,0.0,True,29,65.4320987654321,0.16199286814508537,0.24852751323268518,0.2662992273660208
depth_zbuffer_taskonomy,depth_zbuffer_taskonomy,depth_zbuffer,srpr,7,81,11,BatchNorm2d-41,0.7486033519553073,0.21361798779195282,0.21307842427404514,BatchNorm2d-41,0.7486033519553073,0.21361798779195282,0.21307842427404514,0.0,True,10,88.88888888888889,0.1255159688381823,0.2034556002209452,0.21934570377616044
depth_zbuffer_taskonomy,depth_zbuffer_taskonomy,depth_zbuffer,wrsa,1,81,11,ReLU-29,0.5865921787709497,0.3895132307296237,0.3261252024274767,BatchNorm2d-41,0.7486033519553073,0.38089278652576114,0.32872590282665143,-0.0026007003991747046,False,19,77.77777777777779,0.13118036847363265,0.31820301225677855,0.3489415124545855
depth_zbuffer_taskonomy,depth_zbuffer_taskonomy,depth_zbuffer,wrsa,2,77,11,Conv2d-45,0.8156424581005587,0.4455377600693366,0.3540854765677183,BatchNorm2d-41,0.7486033519553073,0.4385121905137343,0.3596712301942291,-0.005585753626510759,False,24,70.12987012987013,0.18211271877685167,0.3504258985082534,0.38356560025510283
depth_zbuffer_taskonomy,depth_zbuffer_taskonomy,depth_zbuffer,wrsa,5,80,11,ReLU-43,0.8547486033519553,0.4269795804745505,0.33995459950861157,Conv2d-44,0.7988826815642458,0.42192402261915507,0.38215296459583536,-0.0421983650872238,False,3,97.5,0.1645803480877663,0.34605255845929705,0.3835413887998556
depth_zbuffer_taskonomy,depth_zbuffer_taskonomy,depth_zbuffer,wrsa,7,81,11,ReLU-43,0.8547486033519553,0.3803190904234005,0.3033877904365864,BatchNorm2d-41,0.7486033519553073,0.367786181219471,0.30058380148417174,0.002803988952414682,False,41,50.617283950617285,0.11933225115567647,0.30058380148417174,0.32968081389160986
dla34_classification,dla34_classification,dla34,crsa,1,57,13,BatchNorm2d-35,0.8940397350993378,0.36035290097326717,0.35758551793704707,ReLU-26,0.7483443708609272,0.31347758036695045,0.2952755133950699,0.06231000454197716,False,19,68.42105263157895,0.09683868020465342,0.25948468785716444,0.35758551793704707
dla34_classification,dla34_classification,dla34,crsa,2,57,13,BatchNorm2d-35,0.8940397350993378,0.3747756001610084,0.369286349579634,ReLU-30,0.8741721854304636,0.33606980301850964,0.3318738287544691,0.03741252082516494,False,3,96.49122807017544,0.09698440603402832,0.26549012477910694,0.369286349579634
dla34_classification,dla34_classification,dla34,crsa,5,57,13,BatchNorm2d-35,0.8940397350993378,0.36380608497539674,0.36958180599531854,ReLU-30,0.8741721854304636,0.3206500730413656,0.3340541682562856,0.03552763773903295,False,3,96.49122807017544,0.09609202861223863,0.24207654992314015,0.37048119657840384
dla34_classification,dla34_classification,dla34,crsa,7,57,13,BatchNorm2d-35,0.8940397350993378,0.33779435017139126,0.3385806435333717,ReLU-30,0.8741721854304636,0.29996960103536824,0.31169885803702896,0.026881785496342736,False,3,96.49122807017544,0.0950616209804649,0.25327719653363084,0.3385806435333717
dla34_classification,dla34_classification,dla34,srpr,1,57,13,Conv2d-35,0.8874172185430463,0.3534555376126764,0.35148221190133594,ReLU-30,0.8741721854304636,0.33855182463354094,0.3393862341395295,0.012095977761806431,False,15,75.43859649122807,0.25736786973859366,0.31801429428065037,0.35148221190133594
dla34_classification,dla34_classification,dla34,srpr,2,57,13,Conv2d-34,0.8609271523178808,0.39252990793665915,0.3882599189586554,ReLU-30,0.8741721854304636,0.37682193251069246,0.37553789652857344,0.01272202243008197,False,13,78.94736842105263,0.28248763766624985,0.353819798894175,0.3914254875741457
dla34_classification,dla34_classification,dla34,srpr,5,57,13,Conv2d-35,0.8874172185430463,0.40523133758823515,0.4155809500265601,BatchNorm2d-36,0.913907284768212,0.39129014282429714,0.4044311312827834,0.011149818743776685,False,4,94.73684210526315,0.3001630953332123,0.3712208337180235,0.4155809500265601
dla34_classification,dla34_classification,dla34,srpr,7,57,13,Conv2d-35,0.8874172185430463,0.3254033564578295,0.32863606302948306,BatchNorm2d-36,0.913907284768212,0.3115825608633011,0.31706222204889123,0.011573840980591832,False,14,77.19298245614034,0.24510960897847264,0.2982710450019997,0.32907729086280413
dla34_classification,dla34_classification,dla34,wrsa,1,57,13,Conv2d-34,0.8609271523178808,0.6905395307805265,0.6714300164940846,ReLU-26,0.7483443708609272,0.6765631169792621,0.6302948958675337,0.04113512062655089,False,13,78.94736842105263,0.2564842397958432,0.5594426334019071,0.677810871381655
dla34_classification,dla34_classification,dla34,wrsa,2,55,12,BatchNorm2d-34,0.8675496688741722,0.7326368039880118,0.681395937117866,BatchNorm2d-36,0.913907284768212,0.7182765243052676,0.6936698517111737,-0.012273914593307733,False,4,94.54545454545455,0.4071802839532002,0.5979318895396911,0.6984382367877583
dla34_classification,dla34_classification,dla34,wrsa,5,57,13,Conv2d-34,0.8609271523178808,0.7153060922841183,0.7155328822076497,BatchNorm2d-36,0.913907284768212,0.7044685130469849,0.7316480545565034,-0.016115172348853735,False,2,98.24561403508771,0.443056512540101,0.624016692600352,0.7327542318277055
dla34_classification,dla34_classification,dla34,wrsa,7,57,13,Conv2d-34,0.8609271523178808,0.6104964060887568,0.5919299048994818,BatchNorm2d-36,0.913907284768212,0.6035764229736852,0.5953029630666051,-0.0033730581671232995,False,5,92.98245614035088,0.27943423637812265,0.512534414566636,0.6061915250162448
eca_nfnet_l0_classification,eca_nfnet_l0_classification,eca_nfnet_l0,crsa,1,80,10,Sigmoid-10,0.7934782608695652,0.38612444941618895,0.40206737128790887,ScaledStdConv2d-34,0.5434782608695652,0.3836197122583673,0.3506744233387057,0.05139294794920318,False,3,97.5,0.052101391039496854,0.2819307417553017,0.40206737128790887
eca_nfnet_l0_classification,eca_nfnet_l0_classification,eca_nfnet_l0,crsa,2,78,10,ScaledStdConv2d-34,0.5434782608695652,0.39374753223881115,0.363289629745655,ScaledStdConv2d-34,0.5434782608695652,0.39374753223881115,0.363289629745655,0.0,True,3,97.43589743589743,0.05043636748633262,0.28723851255636307,0.41547515439244653
eca_nfnet_l0_classification,eca_nfnet_l0_classification,eca_nfnet_l0,crsa,5,82,10,Sigmoid-10,0.7934782608695652,0.41099586924396075,0.4449606420790942,ScaledStdConv2d-34,0.5434782608695652,0.3762853952223599,0.3528962974726854,0.09206434460640878,False,7,92.6829268292683,0.04615469338756416,0.27767507335907154,0.4449606420790942
eca_nfnet_l0_classification,eca_nfnet_l0_classification,eca_nfnet_l0,crsa,7,85,10,Sigmoid-10,0.7934782608695652,0.3747075343767981,0.3935070270777921,ScaledStdConv2d-34,0.5434782608695652,0.3530485843028379,0.3273686772635719,0.06613834981422023,False,5,95.29411764705881,0.04698267530927565,0.2671228969807593,0.3935070270777921
eca_nfnet_l0_classification,eca_nfnet_l0_classification,eca_nfnet_l0,srpr,1,87,10,ScaledStdConv2d-47,0.7717391304347826,0.35631573946702033,0.35728844082252675,ScaledStdConv2d-34,0.5434782608695652,0.3552953430648312,0.3618855119213539,-0.004597071098827121,False,1,100.0,0.2514122073279079,0.3418895731889402,0.3618855119213539
eca_nfnet_l0_classification,eca_nfnet_l0_classification,eca_nfnet_l0,srpr,2,87,10,ScaledStdConv2d-34,0.5434782608695652,0.3982560872890838,0.39995466380489386,ScaledStdConv2d-34,0.5434782608695652,0.3982560872890838,0.39995466380489386,0.0,True,2,98.85057471264368,0.2806496066129891,0.3797220217412914,0.4001103138117755
eca_nfnet_l0_classification,eca_nfnet_l0_classification,eca_nfnet_l0,srpr,5,87,10,Conv1d-7,0.5597826086956522,0.4169439083549247,0.4225482175638162,Sigmoid-8,0.6358695652173914,0.41053734962113336,0.4204713439038165,0.0020768736599997006,False,4,96.55172413793103,0.3180095303525234,0.39604520735961607,0.42665009423156547
eca_nfnet_l0_classification,eca_nfnet_l0_classification,eca_nfnet_l0,srpr,7,87,10,ScaledStdConv2d-47,0.7717391304347826,0.331656674576491,0.32894489830814205,ScaledStdConv2d-50,0.8315217391304348,0.3266623459950579,0.3306825605000793,-0.0017376621919372726,False,4,96.55172413793103,0.22006596001817333,0.3183224036664904,0.336774035577722
eca_nfnet_l0_classification,eca_nfnet_l0_classification,eca_nfnet_l0,wrsa,1,87,10,ScaledStdConv2d-41,0.6739130434782609,0.7184109670869853,0.669195032266984,ScaledStdConv2d-48,0.782608695652174,0.7053210705466286,0.6638910095755753,0.005304022691408616,False,14,85.0574712643678,0.42966712314353556,0.6439525418116459,0.6774345653945401
eca_nfnet_l0_classification,eca_nfnet_l0_classification,eca_nfnet_l0,wrsa,2,87,10,ScaledStdConv2d-47,0.7717391304347826,0.7468557784397317,0.7140475591375728,ScaledStdConv2d-34,0.5434782608695652,0.7417092440787905,0.7095118384747383,0.004535720662834475,False,2,98.85057471264368,0.4759924183219764,0.6764152425800326,0.7140475591375728
eca_nfnet_l0_classification,eca_nfnet_l0_classification,eca_nfnet_l0,wrsa,5,87,10,Conv1d-7,0.5597826086956522,0.7442453459771258,0.7473409808741198,Sigmoid-8,0.6358695652173914,0.7428671904029733,0.7486474673627435,-0.0013064864886236371,False,3,97.70114942528735,0.5256524710591065,0.707597208062656,0.7518837097220092
eca_nfnet_l0_classification,eca_nfnet_l0_classification,eca_nfnet_l0,wrsa,7,87,10,Conv1d-8,0.6304347826086957,0.6400033142746506,0.6031682854660787,Sigmoid-8,0.6358695652173914,0.6380017378491628,0.616847591546862,-0.013679306080783271,False,4,96.55172413793103,0.39384467139278045,0.5894831491185473,0.6180280996339573
edge_occlusion_taskonomy,edge_occlusion_taskonomy,edge_occlusion,crsa,1,81,11,BatchNorm2d-45,0.8212290502793296,0.13767366815904752,0.16101056249958343,BatchNorm2d-41,0.7486033519553073,0.1301891075614603,0.1602650038504281,0.0007455586491553201,False,2,98.76543209876543,0.05139550244072581,0.13334446471674957,0.16101056249958343
edge_occlusion_taskonomy,edge_occlusion_taskonomy,edge_occlusion,crsa,2,81,11,Conv2d-42,0.7597765363128491,0.17582983110333794,0.16010862482257127,BatchNorm2d-41,0.7486033519553073,0.16544795311429464,0.16547061819106498,-0.005361993368493717,False,4,96.29629629629629,0.05627037310186103,0.13780939772094347,0.16855023211041076
edge_occlusion_taskonomy,edge_occlusion_taskonomy,edge_occlusion,crsa,5,81,11,Conv2d-42,0.7597765363128491,0.1564696500457666,0.17099840499085803,BatchNorm2d-41,0.7486033519553073,0.1504142339670967,0.1779768239217455,-0.0069784189308874645,False,1,100.0,0.060066378655082034,0.15005456081549215,0.1779768239217455
edge_occlusion_taskonomy,edge_occlusion_taskonomy,edge_occlusion,crsa,7,81,11,Conv2d-42,0.7597765363128491,0.14523850109129058,0.15493657492493043,BatchNorm2d-41,0.7486033519553073,0.1348451532615741,0.16586010239758323,-0.010923527472652794,False,3,97.53086419753086,0.05796915724748097,0.13884551803807485,0.16658829097970054
edge_occlusion_taskonomy,edge_occlusion_taskonomy,edge_occlusion,srpr,1,81,11,Conv2d-35,0.6312849162011173,0.22492593600310778,0.22985537531239703,Conv2d-36,0.6480446927374302,0.22232534961597553,0.22897901336581095,0.0008763619465860795,False,32,61.72839506172839,0.07662522755564134,0.2271779857436925,0.23689119097828468
edge_occlusion_taskonomy,edge_occlusion_taskonomy,edge_occlusion,srpr,2,81,11,Conv2d-45,0.8156424581005587,0.2868309276246501,0.26724141175675653,Conv2d-44,0.7988826815642458,0.2837886253222598,0.275845218853636,-0.008603807096879468,False,2,98.76543209876543,0.09918915456320421,0.2569228794711987,0.27629149086532245
edge_occlusion_taskonomy,edge_occlusion_taskonomy,edge_occlusion,srpr,5,80,11,Conv2d-41,0.7430167597765364,0.27322608392820863,0.27245739483846615,BatchNorm2d-41,0.7486033519553073,0.27259602624680085,0.2727579938950295,-0.0003005990565633776,False,7,92.5,0.11850650683637083,0.2647690468629128,0.2811511191920241
edge_occlusion_taskonomy,edge_occlusion_taskonomy,edge_occlusion,srpr,7,81,11,Conv2d-38,0.6871508379888268,0.22327772595048218,0.21774747114089865,BatchNorm2d-41,0.7486033519553073,0.22016494080739252,0.22189706913501536,-0.0041495979941167105,False,9,90.12345679012346,0.08272019946002762,0.21585725435823666,0.23036765639132156
edge_occlusion_taskonomy,edge_occlusion_taskonomy,edge_occlusion,wrsa,1,81,11,ReLU-32,0.6424581005586593,0.391471611968173,0.30736266779111515,Conv2d-47,0.8435754189944135,0.38872404139817734,0.34982207970518003,-0.04245941191406488,False,6,93.82716049382715,0.08697051529426879,0.32439023965299557,0.35685639417622267
edge_occlusion_taskonomy,edge_occlusion_taskonomy,edge_occlusion,wrsa,2,45,7,BatchNorm2d-44,0.8044692737430168,0.4553243708352495,0.3768540014124354,Conv2d-44,0.7988826815642458,0.453966256064375,0.3761179697585985,0.0007360316538368994,False,2,97.77777777777777,0.13144441676754046,0.34302987366084453,0.3768540014124354
edge_occlusion_taskonomy,edge_occlusion_taskonomy,edge_occlusion,wrsa,5,81,11,BatchNorm2d-44,0.8044692737430168,0.423388053028742,0.3998278215121423,Conv2d-44,0.7988826815642458,0.42123847147497995,0.39896971198119136,0.0008581095309509457,False,3,97.53086419753086,0.13483105675696816,0.36452943825954953,0.3998278215121423
edge_occlusion_taskonomy,edge_occlusion_taskonomy,edge_occlusion,wrsa,7,81,11,ReLU-27,0.547486033519553,0.3792113571601314,0.3063252927775161,ReLU-27,0.547486033519553,0.3792113571601314,0.3063252927775161,0.0,True,47,43.20987654320987,0.10445868561197384,0.31006122718922074,0.3438965848392921
edge_texture_taskonomy,edge_texture_taskonomy,edge_texture,crsa,1,81,11,ReLU-41,0.8100558659217877,0.06830624738340847,0.06874113056277023,BatchNorm2d-38,0.6927374301675978,0.04449930669990858,0.05711688121891451,0.011624249343855718,False,9,90.12345679012346,0.0015286327561622444,0.026327786571111008,0.06925708672503054
edge_texture_taskonomy,edge_texture_taskonomy,edge_texture,crsa,2,81,11,Conv2d-45,0.8156424581005587,0.06823121702467386,0.06302385794310221,BatchNorm2d-38,0.6927374301675978,0.04206698663552229,0.0493734487824598,0.013650409160642411,False,7,92.5925925925926,0.0011344448992669344,0.02288422193531613,0.06302385794310221
edge_texture_taskonomy,edge_texture_taskonomy,edge_texture,crsa,5,81,11,ReLU-41,0.8100558659217877,0.054094970349532326,0.05098879250621092,BatchNorm2d-38,0.6927374301675978,0.0328205126376437,0.04498310563464585,0.006005686871565066,False,8,91.35802469135803,-0.0006816431513093303,0.01939642435880724,0.055682719881818804
edge_texture_taskonomy,edge_texture_taskonomy,edge_texture,crsa,7,81,11,ReLU-41,0.8100558659217877,0.06611415319803986,0.0703297984816995,BatchNorm2d-27,0.4916201117318435,0.046204151524315125,0.042446633777769256,0.027883164703930242,False,19,77.77777777777779,-0.0028310727030847883,0.02456344020336693,0.07238217240719606
edge_texture_taskonomy,edge_texture_taskonomy,edge_texture,srpr,1,43,7,BatchNorm2d-39,0.7094972067039106,0.12931386463771036,0.07088412758926961,BatchNorm2d-30,0.5418994413407822,0.11652875144051406,0.11016177952393587,-0.03927765193466626,False,6,88.37209302325581,0.00019989147734411703,0.07344978672053525,0.12057576626400349
edge_texture_taskonomy,edge_texture_taskonomy,edge_texture,srpr,2,37,6,ReLU-27,0.547486033519553,0.1580909124471547,0.12592709376813657,BatchNorm2d-30,0.5418994413407822,0.13975119218174642,0.11750217756893418,0.008424916199202395,False,7,83.78378378378379,-0.0010633512953687253,0.08945974270707271,0.1294133076221527
edge_texture_taskonomy,edge_texture_taskonomy,edge_texture,srpr,5,43,8,ReLU-35,0.6983240223463687,0.15223017906673358,0.10709656527473395,Conv2d-41,0.7430167597765364,0.1348337850758601,0.07966375908898145,0.0274328061857525,False,24,46.51162790697674,-0.0011039602612975266,0.08261847204979549,0.1378996722689116
edge_texture_taskonomy,edge_texture_taskonomy,edge_texture,srpr,7,48,8,BatchNorm2d-39,0.7094972067039106,0.12950566225703342,0.06716054102730322,BatchNorm2d-38,0.6927374301675978,0.10812321285620548,0.0956803854562945,-0.028519844428991276,False,4,93.75,-0.008091480160626186,0.0530149431850276,0.10575552951311554
