feature_stem,deepnsd_model_string,model,metric,n_colin_layers,n_our_layers_matching_colin,colin_min_test,colin_median_test,colin_max_test,colin_range_test,colin_iqr_test,colin_best_layer,colin_best_layer_depth,our_best_matching_layer,our_best_matching_layer_depth,our_best_matching_test,our_worst_matching_test,our_gap_from_colin_best,our_best_rank_among_colin_layers,our_best_percentile_among_colin_layers,our_covers_colin_best_layer
jigsaw_taskonomy,jigsaw_taskonomy,jigsaw,crsa,81,11,0.025128019908428816,0.04748005104109089,0.06335269597298848,0.03822467606455966,0.009679604171048205,BatchNorm2d-45,0.8212290502793296,Conv2d-44,0.7988826815642458,0.062246335258090854,0.03454301661260029,0.0011063607148976279,3,97.53086419753086,False
edge_occlusion_taskonomy,edge_occlusion_taskonomy,edge_occlusion,crsa,81,11,0.05695787835322598,0.14009791661059576,0.16831789267877015,0.11136001432554417,0.026517436923484294,BatchNorm2d-45,0.8212290502793296,BatchNorm2d-41,0.7486033519553073,0.16739313709020545,0.06335955651049599,0.0009247555885646963,3,97.53086419753086,False
keypoints2d_taskonomy,keypoints2d_taskonomy,keypoints2d,crsa,81,11,-0.0029372486184753442,0.039756449512604666,0.061012054672707594,0.06394930329118294,0.03471879669057695,BatchNorm2d-32,0.5810055865921788,GroupNorm-1,0.994413407821229,0.060093287954058536,0.0005834631233862489,0.0009187667186490583,2,98.76543209876543,False
ResNet50-BarlowTwins-BS2048_selfsupervised,ResNet50-BarlowTwins-BS2048_selfsupervised,ResNet50-BarlowTwins-BS2048,crsa,79,13,0.06158332806492778,0.19083786060202712,0.3670479981776602,0.30546467011273243,0.062351302802258785,Conv2d-49,0.8914285714285715,Conv2d-49,0.8914285714285715,0.3670479981776602,0.10509256956930071,0.0,1,100.0,True
ResNet50-MoCoV2-BS256_selfsupervised,ResNet50-MoCoV2-BS256_selfsupervised,ResNet50-MoCoV2-BS256,crsa,79,13,0.03729988921793814,0.09211397748569095,0.26550408541574516,0.22820419619780702,0.03302130627085362,AdaptiveAvgPool2d-1,0.9885714285714284,AdaptiveAvgPool2d-1,0.9885714285714284,0.26550408541574516,0.03729988921793814,0.0,1,100.0,True
ResNet50-PIRL_selfsupervised,ResNet50-PIRL_selfsupervised,ResNet50-PIRL,crsa,79,13,0.025995305760695572,0.1005268044277407,0.354787522151078,0.3287922163903824,0.07699001387969709,AdaptiveAvgPool2d-1,0.9885714285714284,AdaptiveAvgPool2d-1,0.9885714285714284,0.354787522151078,0.03133900971196085,0.0,1,100.0,True
ViT-S-CLIP_slip,ViT-S-CLIP_slip,ViT-S-CLIP,crsa,57,13,0.07502076865898322,0.2039885267793268,0.3116460274105923,0.23662525875160906,0.1342904776554547,Linear-31,0.6222222222222222,Linear-31,0.6222222222222222,0.3116460274105923,0.08096442186935826,0.0,1,100.0,True
alexnet_classification,alexnet_classification,alexnet,crsa,9,9,0.23304942073914942,0.3151076263062964,0.3410498602789338,0.10800043953978439,0.051262908734291845,Linear-1,0.7272727272727273,Linear-1,0.7272727272727273,0.3410498602789338,0.23304942073914942,0.0,1,100.0,True
alexnet_gn_ipcl_imagenet,alexnet_gn_ipcl_imagenet_ipcl,alexnet_gn_ipcl_imagenet,crsa,13,13,0.07975562295020723,0.13950551791504112,0.27219105757733314,0.19243543462712592,0.15479024116996196,ReLU-6,,ReLU-6,,0.27219105757733314,0.07975562295020723,0.0,1,100.0,True
alexnet_gn_ipcl_openimages,alexnet_gn_ipcl_openimages_ipcl,alexnet_gn_ipcl_openimages,crsa,13,13,0.06362422298866047,0.11161406145045874,0.24944799131156073,0.18582376832290026,0.08264685591309508,BatchNorm1d-1,,BatchNorm1d-1,,0.24944799131156073,0.06362422298866047,0.0,1,100.0,True
alexnet_gn_ipcl_places256,alexnet_gn_ipcl_places256_ipcl,alexnet_gn_ipcl_places256,crsa,13,13,0.04699203290800292,0.11174456388538845,0.24125474890157372,0.1942627159935708,0.023867515537421044,BatchNorm1d-1,,BatchNorm1d-1,,0.24125474890157372,0.04699203290800292,0.0,1,100.0,True
alexnet_gn_ipcl_vggface2,alexnet_gn_ipcl_vggface2_ipcl,alexnet_gn_ipcl_vggface2,crsa,13,13,0.032677868578554835,0.05696639608041931,0.10101460238376743,0.0683367338052126,0.028833953347498262,Normalize-1,,Normalize-1,,0.10101460238376743,0.032677868578554835,0.0,1,100.0,True
autoencoding_taskonomy,autoencoding_taskonomy,autoencoding,crsa,81,11,0.01937373108544443,0.05657994328352014,0.08760799848258911,0.06823426739714468,0.023936144276443132,BatchNorm2d-41,0.7486033519553073,BatchNorm2d-41,0.7486033519553073,0.08760799848258911,0.034684762781633,0.0,1,100.0,True
deit_base_patch16_224_classification,deit_base_patch16_224_classification,deit_base_patch16_224,crsa,57,11,0.020476303589537784,0.2094911107764264,0.31060301704673865,0.29012671345720087,0.14164655946577392,Linear-30,0.5955555555555555,Linear-30,0.5955555555555555,0.31060301704673865,0.08721112156202415,0.0,1,100.0,True
denoising_taskonomy,denoising_taskonomy,denoising,crsa,81,11,0.012428431434194543,0.03623086442069988,0.06379256370863638,0.05136413227444184,0.014756546371115946,Conv2d-28,0.4972067039106145,Conv2d-28,0.4972067039106145,0.06379256370863638,0.020504111231594162,0.0,1,100.0,True
efficientnet_b3_classification,efficientnet_b3_classification,efficientnet_b3,crsa,180,11,0.0009244104626816099,0.23885435180762263,0.4321599313869199,0.4312355209242383,0.09647072762939868,Conv2d-112,0.8475609756097561,Conv2d-112,0.8475609756097561,0.4321599313869199,0.026855601291334377,0.0,1,100.0,True
gmixer_24_224_classification,gmixer_24_224_classification,gmixer_24_224,crsa,146,11,0.027727065635673537,0.2107807958934118,0.34571767631414974,0.3179906106784762,0.09693290444114389,Linear-83,0.8526570048309179,Linear-83,0.8526570048309179,0.34571767631414974,0.08576059584046043,0.0,1,100.0,True
hardcorenas_f_classification,hardcorenas_f_classification,hardcorenas_f,crsa,117,11,0.08410495485961243,0.2576120819117442,0.43545282178989375,0.3513478669302813,0.11081469912225383,ReLU-21,0.7024539877300614,ReLU-21,0.7024539877300614,0.43545282178989375,0.16405932731125125,0.0,1,100.0,True
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,crsa,100,9,0.018180984617208136,0.10545038555251912,0.2436002927344157,0.22541930811720756,0.06630847784017894,Linear-97,0.997584541062802,Linear-97,0.997584541062802,0.2436002927344157,0.018180984617208136,0.0,1,100.0,True
mobilenetv3_large_100_classification,mobilenetv3_large_100_classification,mobilenetv3_large_100,crsa,88,12,0.04579906517128411,0.24373152969175194,0.4182190260329321,0.37241996086164797,0.14222609954596896,ReLU-18,0.8452830188679246,ReLU-18,0.8452830188679246,0.4182190260329321,0.15326661483438914,0.0,1,100.0,True
pit_b_224_classification,pit_b_224_classification,pit_b_224,crsa,64,12,0.009257118651638283,0.17194494153567388,0.2743851036361985,0.2651279849845602,0.07847608944026199,Linear-31,0.547244094488189,Linear-31,0.547244094488189,0.2743851036361985,0.06484940600233866,0.0,1,100.0,True
random_weights_taskonomy,random_weights_taskonomy,random_weights,crsa,81,11,0.011383209651363028,0.028538295697460053,0.03674453605840828,0.02536132640704525,0.007737529781522007,ReLU-35,0.6983240223463687,ReLU-35,0.6983240223463687,0.03674453605840828,0.023892699565666586,0.0,1,100.0,True
regnety_064_classification,regnety_064_classification,regnety_064,crsa,181,11,0.02828237636280512,0.18055471823713248,0.37233085851249204,0.3440484821496869,0.08736654486718681,ReLU-67,0.648936170212766,ReLU-67,0.648936170212766,0.37233085851249204,0.06194875950425603,0.0,1,100.0,True
resnet50_classification,resnet50_classification,resnet50,crsa,79,13,0.09557928453247186,0.20616688460235408,0.37888140466180886,0.283302120129337,0.06878004809331831,BatchNorm2d-49,0.8971428571428571,BatchNorm2d-49,0.8971428571428571,0.37888140466180886,0.0992860648940482,0.0,1,100.0,True
segment_unsup2d_taskonomy,segment_unsup2d_taskonomy,segment_unsup2d,crsa,81,11,0.016968355935990644,0.05895833847688153,0.08089304370447847,0.06392468776848784,0.02230717315386769,BatchNorm2d-33,0.5977653631284916,BatchNorm2d-33,0.5977653631284916,0.08089304370447847,0.03389941312761896,0.0,1,100.0,True
swin_base_patch4_window7_224_in22k_classification,swin_base_patch4_window7_224_in22k_classification,swin_base_patch4_window7_224_in22k,crsa,91,11,0.026686852841023116,0.2254514104405301,0.3346072384516428,0.3079203856106197,0.20378230874075648,Linear-100,,Linear-100,,0.3346072384516428,0.04529450447086595,0.0,1,100.0,True
swin_large_patch4_window7_224_in22k_classification,swin_large_patch4_window7_224_in22k_classification,swin_large_patch4_window7_224_in22k,crsa,91,11,0.01888741646028571,0.22070182975536215,0.32967134082406796,0.31078392436378227,0.15717366330634872,Linear-100,,Linear-100,,0.32967134082406796,0.03319837294140453,0.0,1,100.0,True
vgg16_classification,vgg16_classification,vgg16,crsa,18,18,0.1984474846518801,0.3041955588792665,0.3453332429593845,0.1468857583075044,0.08647044169835286,Linear-1,0.825,Linear-1,0.825,0.3453332429593845,0.1984474846518801,0.0,1,100.0,True
densenet121_classification,densenet121_classification,densenet121,srpr,185,12,0.1965670551851269,0.33506784214334595,0.3773496733372814,0.18078261815215452,0.04233451426090945,_DenseBlock-4,0.993006993006993,ReLU-96,0.7902097902097902,0.34402989533484635,0.2596321595853064,0.033319778002435074,61,67.56756756756756,False
convnext_large_in22k_classification,convnext_large_in22k_classification,convnext_large_in22k,srpr,132,12,0.16166456114247973,0.34099546475602865,0.3930901790052965,0.2314256178628168,0.0571687978204824,Linear-45,0.6073298429319371,Conv2d-31,0.7329842931937173,0.36191158689616926,0.18819034427694953,0.031178592109127268,27,80.3030303030303,False
inpainting_taskonomy,inpainting_taskonomy,inpainting,srpr,81,10,0.04360602384925389,0.11968767089017225,0.17027844429977385,0.12667242045051996,0.03465773946710056,Conv2d-45,0.8156424581005587,BatchNorm2d-46,0.8379888268156425,0.13910075247726403,0.08618558123223746,0.031177691822509818,11,87.65432098765432,False
levit_128_classification,levit_128_classification,levit_128,srpr,72,3,0.2702523360390151,0.34621644539700713,0.38392482826440283,0.11367249222538772,0.033779567675935374,Linear-43,,Hardswish-20,,0.3608244178406931,0.33005278587184206,0.02310041042370975,19,75.0,False
efficientnet_b3_classification,efficientnet_b3_classification,efficientnet_b3,srpr,180,11,0.12642003387284975,0.3355209830749332,0.37705008161827047,0.25063004774542075,0.05523060984095418,Identity-110,0.8800813008130082,Conv2d-112,0.8475609756097561,0.35690117414336525,0.24158981096625579,0.02014890747490522,28,85.0,False
convnext_large_classification,convnext_large_classification,convnext_large,srpr,132,12,0.18939468376639898,0.3023934925123756,0.3737318113297989,0.1843371275633999,0.06705250823231262,Conv2d-24,0.5497382198952879,LayerNorm-29,0.6832460732984293,0.35372722645811283,0.2386041167985653,0.02000458487168605,22,84.0909090909091,False
mobilenet_v2_classification,mobilenet_v2_classification,mobilenet_v2,srpr,76,12,0.25506707750238605,0.323867853524762,0.3807006883914694,0.12563361088908337,0.0496925876406944,BatchNorm2d-50,0.9371069182389936,ReLU6-31,0.8679245283018868,0.3618925943839483,0.25506707750238605,0.018808094007521148,8,90.78947368421053,False
pit_b_224_classification,pit_b_224_classification,pit_b_224,srpr,64,12,0.20762948107303228,0.3263134089914487,0.3667012155867863,0.15907173451375403,0.04690666654234105,Linear-39,0.7047244094488189,Linear-47,0.8464566929133859,0.34871823370144966,0.2513805726930068,0.017982981885336646,14,79.6875,False
inception_v3_classification,inception_v3_classification,inception_v3,srpr,149,3,0.22601845808460883,0.33015978567851534,0.36921016779927696,0.14319170971466813,0.04112441012765394,InceptionD-1,0.7966666666666666,InceptionE-1,0.89,0.3514998476191953,0.2876192397769505,0.017710320180081673,27,82.5503355704698,False
skresnext50_32x4d_classification,skresnext50_32x4d_classification,skresnext50_32x4d,srpr,151,12,0.20280911295758638,0.32514495494480955,0.37205464544155775,0.16924553248397137,0.030909830401078087,Identity-102,0.8953722334004024,ReLU-71,0.8672032193158954,0.3548012222081201,0.23092568287246762,0.017253423233437648,27,82.78145695364239,False
ghostnet_100_classification,ghostnet_100_classification,ghostnet_100,srpr,141,11,0.20689969814996173,0.32691606111502386,0.36921423162957057,0.16231453347960884,0.06355494227118597,Hardsigmoid-6,0.8222996515679443,Hardsigmoid-7,0.9303135888501742,0.354137883907999,0.2480597887746236,0.01507634772157157,17,88.65248226950354,False
visformer_small_classification,visformer_small_classification,visformer_small,srpr,68,11,0.16441800916386975,0.3286460642690915,0.3706293062539237,0.20621129709005395,0.04620918761992654,BatchNorm2d-21,0.7256637168141593,Conv2d-34,0.5486725663716814,0.35562550542391247,0.2842403061952784,0.015003800830011238,11,85.29411764705883,False
swin_large_patch4_window7_224_in22k_classification,swin_large_patch4_window7_224_in22k_classification,swin_large_patch4_window7_224_in22k,srpr,91,11,0.2051238275453173,0.347190374901714,0.38077070178432965,0.17564687423901235,0.04463517552164786,Linear-92,,DropPath-31,,0.36664466677384416,0.2882342738179457,0.014126035010485483,14,85.71428571428571,False
efficientnet_b1_classification,efficientnet_b1_classification,efficientnet_b1,srpr,159,12,0.22098143450337332,0.3382734779865479,0.3737811752609477,0.15279974075757435,0.05527603802149322,Identity-95,0.864367816091954,SqueezeExcite-21,0.8804597701149425,0.3598364287845356,0.22612276467137743,0.013944746476412084,16,90.56603773584906,False
xcit_nano_12_p16_224_classification,xcit_nano_12_p16_224_classification,xcit_nano_12_p16_224,srpr,128,11,0.16016016636111685,0.3399466234252825,0.3683850504769293,0.20822488411581247,0.037523458934568876,Dropout-34,,Linear-31,,0.35474731758440453,0.3001179558534788,0.01363773289252479,27,79.6875,False
regnety_064_classification,regnety_064_classification,regnety_064,srpr,181,11,0.21604350485963938,0.3301743266935635,0.36440338519134985,0.14835988033171046,0.03610301144343708,Identity-111,0.6094224924012158,Conv2d-125,0.939209726443769,0.35090174723827255,0.2234447252833441,0.013501637953077295,22,88.39779005524862,False
mixer_l16_224_in21k_classification,mixer_l16_224_in21k_classification,mixer_l16_224_in21k,srpr,122,11,0.2778334731347728,0.3465222500685068,0.3724320784601902,0.09459860532541742,0.013414355940169653,Linear-67,0.6884057971014492,Linear-73,0.751207729468599,0.3592515897070835,0.31450514246145367,0.013180488753106734,17,86.88524590163934,False
resnet152_classification,resnet152_classification,resnet152,srpr,232,12,0.22726696946960961,0.3241992052298506,0.3679574415844999,0.14069047211489027,0.043150724392495676,Conv2d-149,0.9495145631067962,Conv2d-125,0.7980582524271844,0.3548941201684587,0.22726696946960961,0.013063321416041163,23,90.51724137931035,False
mixer_b16_224_in21k_classification,mixer_b16_224_in21k_classification,mixer_b16_224_in21k,srpr,62,12,0.24119374494893547,0.3370560724441903,0.36216987275239965,0.12097612780346417,0.03600353494219538,Linear-35,0.7095238095238096,LayerNorm-22,0.8666666666666667,0.3493371468114749,0.27638570739477497,0.012832725940924772,14,79.03225806451613,False
seresnext50_32x4d_classification,seresnext50_32x4d_classification,seresnext50_32x4d,srpr,119,12,0.12588833243480418,0.33121205051576985,0.3669662168385241,0.2410778844037199,0.027862366366880775,Conv2d-77,0.8786885245901639,ReLU-57,0.8622950819672132,0.35427522875429823,0.26994937171271766,0.012690988084225863,15,88.23529411764706,False
dla34_classification,dla34_classification,dla34,srpr,57,13,0.27212421446045776,0.3338073494939482,0.3717811781328812,0.09965696367242344,0.0360927398221349,Conv2d-35,0.8874172185430463,ReLU-26,0.7483443708609272,0.3596762741938123,0.27638498830051467,0.012104903939068878,8,87.71929824561403,False
ViT-S-SimCLR_slip,ViT-S-SimCLR_slip,ViT-S-SimCLR,srpr,57,13,0.20954400269502016,0.3188989639303641,0.3632408804271375,0.15369687773211732,0.06700364808181852,Identity-50,0.9866666666666668,Linear-43,0.8622222222222222,0.35130282370413624,0.24666770676681543,0.011938056723001245,4,94.73684210526315,False
hardcorenas_a_classification,hardcorenas_a_classification,hardcorenas_a,srpr,70,12,0.2778029426038791,0.33973370220219107,0.3800801289832837,0.10227718637940458,0.058492922370171896,Identity-49,0.8725490196078431,Conv2d-47,0.8872549019607843,0.36829877733323857,0.2778029426038791,0.011781351650045124,4,95.71428571428572,False
resmlp_big_24_224_classification,resmlp_big_24_224_classification,resmlp_big_24_224,srpr,110,12,0.26884407490843515,0.3594057571775009,0.3892346076949874,0.12039053278655226,0.025610459759168203,Linear-56,0.7619047619047619,Linear-47,0.6394557823129252,0.3775702778730758,0.26884407490843515,0.011664329821911623,12,90.0,False
vanishing_point_taskonomy,vanishing_point_taskonomy,vanishing_point,srpr,81,11,0.022735117976526803,0.08950581395139177,0.1414585593569576,0.11872344138043081,0.038033290951067,ReLU-25,0.5083798882681564,Conv2d-28,0.4972067039106145,0.12992418697244718,0.053175062303660585,0.011534372384510438,13,85.18518518518519,False
vit_large_patch16_224_classification,vit_large_patch16_224_classification,vit_large_patch16_224,srpr,111,12,0.05003404113159082,0.3198215098759405,0.37092454088775995,0.3208904997561691,0.09365141009695055,Linear-59,0.6031746031746031,Linear-67,0.6848072562358276,0.35951268599389463,0.23618787223160329,0.011411854893865314,10,91.8918918918919,False
class_scene_taskonomy,class_scene_taskonomy,class_scene,srpr,81,11,0.22875588962032545,0.257256804382418,0.28643570865401924,0.05767981903369379,0.012913775450427156,Conv2d-45,0.8156424581005587,Conv2d-44,0.7988826815642458,0.2752745542188826,0.23834601011194465,0.011161154435136655,7,92.5925925925926,False
keypoints2d_taskonomy,keypoints2d_taskonomy,keypoints2d,srpr,73,10,-0.009852592206482814,0.0715113057068069,0.1173485270004718,0.12720111920695462,0.059508236179532895,ReLU-25,0.5083798882681564,BatchNorm2d-27,0.4916201117318435,0.10619825855633941,0.0035710832212087996,0.011150268444132388,8,90.41095890410958,False
vit_large_patch16_224_in21k_classification,vit_large_patch16_224_in21k_classification,vit_large_patch16_224_in21k,srpr,111,12,0.021510626346082504,0.3187292435874684,0.3672809867506182,0.3457703604045357,0.11852382036419934,Linear-59,0.6031746031746031,Linear-67,0.6848072562358276,0.3561369920066194,0.22181037525180178,0.011143994743998797,11,90.990990990991,False
xcit_nano_12_p8_224_classification,xcit_nano_12_p8_224_classification,xcit_nano_12_p8_224,srpr,127,11,0.019198628217187676,0.32646652433954465,0.3743272725784984,0.35512864436131075,0.03871855238786459,Dropout-38,,Linear-43,,0.36332583686672826,0.22334776959314392,0.011001435711770147,9,93.7007874015748,False
class_object_taskonomy,class_object_taskonomy,class_object,srpr,81,11,0.24337879818253616,0.2593816238331095,0.29113458921913615,0.04775579103659999,0.024278369931536814,ReLU-42,0.8268156424581006,Conv2d-44,0.7988826815642458,0.2805117514547464,0.24668790330414986,0.01062283776438977,13,85.18518518518519,False
ResNet50-JigSaw-P100_selfsupervised,ResNet50-JigSaw-P100_selfsupervised,ResNet50-JigSaw-P100,srpr,79,13,0.13070057089439285,0.2901599776750524,0.34265861907833667,0.21195804818394381,0.057603701502215776,BatchNorm2d-42,0.7714285714285715,ReLU-38,0.76,0.3322472411409779,0.21043174937145157,0.010411377937358746,3,97.46835443037975,False
convnext_base_in22k_classification,convnext_base_in22k_classification,convnext_base_in22k,srpr,132,12,0.1914908022565501,0.34097377868567164,0.3892659836379068,0.19777518138135672,0.05635346164908617,Conv2d-26,0.6020942408376964,LayerNorm-29,0.6832460732984293,0.37939765974520234,0.2557479954832171,0.009868323892704478,8,94.6969696969697,False
vit_small_patch32_224_classification,vit_small_patch32_224_classification,vit_small_patch32_224,srpr,57,11,0.0779066509150763,0.3215934047413331,0.35830849160301714,0.28040184068794083,0.05814547645588908,Linear-38,0.7555555555555555,LayerNorm-22,0.8577777777777778,0.348453689244822,0.2792412027964601,0.009854802358195136,5,92.98245614035088,False
coat_lite_tiny_classification,coat_lite_tiny_classification,coat_lite_tiny,srpr,61,11,0.2613081252887115,0.3320458208634259,0.3812144303304659,0.11990630504175442,0.040569275396585,ConvPosEnc-19,0.7670250896057348,LayerNorm-16,0.7491039426523297,0.3718312327232803,0.29608360475509116,0.009383197607185645,5,93.44262295081968,False
mobilenetv3_large_100_classification,mobilenetv3_large_100_classification,mobilenetv3_large_100,srpr,88,12,0.21582210679763428,0.3263789499374964,0.37424362449233295,0.15842151769469867,0.0679745053635662,Identity-74,0.9018867924528302,Conv2d-51,0.7924528301886793,0.3652922730249023,0.27824375961578823,0.008951351467430646,10,89.77272727272727,False
shufflenet_v2_x1_0_classification,shufflenet_v2_x1_0_classification,shufflenet_v2_x1_0,srpr,84,12,0.253600930364344,0.3137316430258864,0.3746446300922386,0.12104369972789458,0.07336849983388533,BatchNorm2d-54,0.9464285714285714,ReLU-33,0.8809523809523809,0.36609894782593866,0.253600930364344,0.008545682266299925,16,82.14285714285714,False
ViT-L-SimCLR_slip,ViT-L-SimCLR_slip,ViT-L-SimCLR,srpr,111,12,0.14839986768860683,0.3317410363676514,0.3575308163496804,0.2091309486610736,0.03231432342359586,Identity-98,0.9931972789115646,Block-20,0.8253968253968254,0.3489923676290728,0.26283931188421455,0.008538448720607605,9,92.7927927927928,False
mixer_b16_224_classification,mixer_b16_224_classification,mixer_b16_224,srpr,62,12,0.2953293369219639,0.35112859003894736,0.3722158908405124,0.07688655391854848,0.019478682942799364,Linear-37,0.7523809523809524,MixerBlock-10,0.8238095238095238,0.36386208441695694,0.2953293369219639,0.008353806423555432,11,83.87096774193549,False
edge_texture_taskonomy,edge_texture_taskonomy,edge_texture,srpr,50,8,-0.008091480160626186,0.06673511130535764,0.12171792393231366,0.12980940409293984,0.09054505523809563,ReLU-27,0.547486033519553,BatchNorm2d-30,0.5418994413407822,0.11368387501586912,0.025495425798800122,0.008034048916444547,4,94.0,False
point_matching_taskonomy,point_matching_taskonomy,point_matching,srpr,81,11,0.10016348244904544,0.1694101424647067,0.18938671618051559,0.08922323373147015,0.023761966433839377,ReLU-31,0.6201117318435754,Conv2d-28,0.4972067039106145,0.1813875060989139,0.12375700333543212,0.007999210081601676,11,87.65432098765432,False
googlenet_classification,googlenet_classification,googlenet,srpr,98,12,0.18833865805704145,0.3269032941723256,0.3762475384845449,0.18790888042750345,0.0524078457662126,MaxPool2d-13,0.9593908629441624,BatchNorm2d-48,0.817258883248731,0.36862674256626227,0.18833865805704145,0.00762079591828263,5,95.91836734693877,False
ViT-S-SLIP_slip,ViT-S-SLIP_slip,ViT-S-SLIP,srpr,57,13,0.21406068516175009,0.3287733674407964,0.3650160524368852,0.1509553672751351,0.04823435645202634,Identity-50,0.9866666666666668,Linear-35,0.7022222222222222,0.357842718203554,0.26217232258256185,0.007173334233331163,4,94.73684210526315,False
xception_classification,xception_classification,xception,srpr,84,12,0.2652403925505611,0.3410024879021868,0.37699098054113667,0.11175058799057558,0.028646973465805248,BatchNorm2d-33,0.803921568627451,ReLU-27,0.7303921568627451,0.3698400548631743,0.2752668922948771,0.007150925677962383,6,94.04761904761905,False
swin_large_patch4_window7_224_classification,swin_large_patch4_window7_224_classification,swin_large_patch4_window7_224,srpr,91,11,0.2278460996997061,0.3454410661568849,0.37573847349680956,0.14789237379710346,0.045016241774226085,Linear-61,,DropPath-31,,0.3687442013592981,0.2959872224887206,0.00699427213751147,8,92.3076923076923,False
autoencoding_taskonomy,autoencoding_taskonomy,autoencoding,srpr,81,11,-0.0026193416877415667,0.018272543368800322,0.13092740467566832,0.13354674636340988,0.02993455532516988,BatchNorm2d-28,0.5027932960893855,Conv2d-28,0.4972067039106145,0.12426816148433048,0.0012813302068356016,0.006659243191337844,2,98.76543209876543,False
vit_base_patch32_224_in21k_classification,vit_base_patch32_224_in21k_classification,vit_base_patch32_224_in21k,srpr,57,11,0.10606671099152824,0.32234007163375145,0.3637995518518083,0.25773284086028003,0.0532537562705403,LayerNorm-25,0.9822222222222222,LayerNorm-22,0.8577777777777778,0.3572375322489095,0.278793343166922,0.0065620196028988165,6,91.22807017543859,False
ViT-B-SimCLR_slip,ViT-B-SimCLR_slip,ViT-B-SimCLR,srpr,57,13,0.223367682205867,0.3306740551461587,0.3628782801393628,0.1395105979334958,0.0515948720363989,Identity-50,0.9866666666666668,LayerNorm-25,0.9822222222222222,0.356368424079672,0.2517323166408792,0.006509856059690788,4,94.73684210526315,False
gmlp_s16_224_classification,gmlp_s16_224_classification,gmlp_s16_224,srpr,122,12,0.2783190333203503,0.36342950643294203,0.38669221241182106,0.10837317909147076,0.027063256782279277,GELU-23,0.7377049180327869,Linear-59,0.6475409836065574,0.38029920517392835,0.30671291236207743,0.006393007237892712,15,88.52459016393442,False
gmixer_24_224_classification,gmixer_24_224_classification,gmixer_24_224,srpr,146,11,0.2843305545021835,0.3497403168603635,0.38125404723247713,0.09692349273029366,0.028420413502872333,SiLU-38,0.7729468599033816,Linear-83,0.8526570048309179,0.3748691572222741,0.28990243481064815,0.006384890010203037,8,95.2054794520548,False
vit_base_patch16_224_in21k_classification,vit_base_patch16_224_in21k_classification,vit_base_patch16_224_in21k,srpr,57,11,0.0700801498013816,0.32978993013366037,0.35894476538517894,0.28886461558379734,0.03950495309831925,LayerNorm-25,0.9822222222222222,Linear-35,0.7022222222222222,0.35286733572809936,0.27451345581661496,0.0060774296570795805,2,98.24561403508771,False
jx_nest_tiny_classification,jx_nest_tiny_classification,jx_nest_tiny,srpr,61,12,0.181727924480371,0.3290930418691257,0.3788214265528949,0.1970935020725239,0.05308415295966906,Linear-35,0.7089201877934272,LayerNorm-22,0.7793427230046949,0.37275510708227827,0.258203833378689,0.0060663194706166435,4,95.08196721311475,False
nfnet_l0_classification,nfnet_l0_classification,nfnet_l0,srpr,99,11,0.28499587236393975,0.3553214016688781,0.37825533913799564,0.09325946677405589,0.015694981620611115,AvgPool2d-3,0.7363636363636363,ScaledStdConv2d-42,0.6818181818181818,0.37222108502796925,0.28499587236393975,0.0060342541100263936,3,97.97979797979798,False
cspresnet50_classification,cspresnet50_classification,cspresnet50,srpr,82,12,0.26739312425308326,0.33279920322191314,0.3830066431429792,0.11561351888989596,0.04168734686759723,Conv2d-49,0.8541033434650456,Conv2d-52,0.9088145896656536,0.377090080549037,0.2867622872176623,0.005916562593942243,5,95.1219512195122,False
poolformer_s36_classification,poolformer_s36_classification,poolformer_s36,srpr,183,8,0.06245335975738454,0.3286629714863819,0.38144224341428995,0.3189888836569054,0.07926127766471525,AvgPool2d-30,0.8033126293995859,Conv2d-65,0.84472049689441,0.37569636308950133,0.0740503835297936,0.005745880324788621,14,92.89617486338798,False
denoising_taskonomy,denoising_taskonomy,denoising,srpr,81,11,0.01803766433189521,0.07760710021442999,0.12291359106086898,0.10487592672897376,0.0460294094988479,BatchNorm2d-28,0.5027932960893855,Conv2d-28,0.4972067039106145,0.11724647874831234,0.025777042692975823,0.005667112312556635,2,98.76543209876543,False
vit_base_patch32_224_classification,vit_base_patch32_224_classification,vit_base_patch32_224,srpr,57,11,0.10696865395838338,0.3291043755733183,0.3636868959325211,0.25671824197413773,0.049193662551864525,LayerNorm-20,0.7777777777777778,Linear-37,0.7466666666666667,0.35862794660452957,0.28693418395523057,0.005058949327991558,6,91.22807017543859,False
jigsaw_taskonomy,jigsaw_taskonomy,jigsaw,srpr,81,11,0.09454865461104477,0.12896104762282626,0.15815964266049046,0.06361098804944569,0.02626712131187943,ReLU-29,0.5865921787709497,BatchNorm2d-33,0.5977653631284916,0.1532430443097364,0.10952660609583374,0.004916598350754059,6,93.82716049382715,False
squeezenet1_0_classification,squeezenet1_0_classification,squeezenet1_0,srpr,32,12,0.26580810300708085,0.2988870846454684,0.3492104529705295,0.08340234996344864,0.040076741477346356,ReLU-23,0.8484848484848485,AdaptiveAvgPool2d-1,0.9848484848484848,0.34440311928755085,0.26580810300708085,0.004807333682978643,3,93.75,False
