model,eval_type,mean,ci_lo,ci_hi,n_subjects,panel,group_label,group_color,x,x_start,x_end,mean_group,ci_lo_group,ci_hi_group,deepnsd_model,model_string,model_display_name,train_type,train_data,architecture,model_class,task_cluster,compare_architecture,compare_goal_slip,compare_goal_taskonomy_tasks,compare_goal_taskonomy_cluster,compare_diet_ipcl,compare_goal_selfsupervised,compare_goal_contrastive,compare_diet_imagenetsize
dla34_classification,crsa,0.220615416765213,0.1678311824798584,0.2733996510505676,2,Fig2 architecture,Convolutional,#e69f00,0.0,-0.38,32.38,0.20718691441597362,0.1902162604062169,0.22286619433117183,dla34,dla34_classification,DLA34,classification,imagenet,dla34,Convolutional,Semantic,Convolutional,,,,,,,
alexnet_classification,crsa,0.2242255136370659,0.1904243677854538,0.258026659488678,2,Fig2 architecture,Convolutional,#e69f00,1.0,-0.38,32.38,0.20718691441597362,0.1902162604062169,0.22286619433117183,alexnet,alexnet_classification,AlexNet,classification,imagenet,alexnet,Convolutional,Semantic,Convolutional,,,,,,,
vgg16_classification,crsa,0.29923663288354874,0.24109791219234467,0.3573753535747528,2,Fig2 architecture,Convolutional,#e69f00,2.0,-0.38,32.38,0.20718691441597362,0.1902162604062169,0.22286619433117183,vgg16,vgg16_classification,VGG16,classification,imagenet,vgg16,Convolutional,Semantic,Convolutional,,,,,,,
densenet121_classification,crsa,0.17677807062864304,0.17210419476032257,0.1814519464969635,2,Fig2 architecture,Convolutional,#e69f00,3.0,-0.38,32.38,0.20718691441597362,0.1902162604062169,0.22286619433117183,densenet121,densenet121_classification,DenseNet121,classification,imagenet,densenet121,Convolutional,Semantic,Convolutional,,,,,,,
inception_v3_classification,crsa,0.1934671327471733,0.18685008585453033,0.20008417963981628,2,Fig2 architecture,Convolutional,#e69f00,4.0,-0.38,32.38,0.20718691441597362,0.1902162604062169,0.22286619433117183,inception_v3,inception_v3_classification,Inception-V3,classification,imagenet,inception_v3,Convolutional,Semantic,Convolutional,,,,,,,
mobilenetv3_large_100_classification,crsa,0.24924930930137634,0.18076801300048828,0.3177306056022644,2,Fig2 architecture,Convolutional,#e69f00,5.0,-0.38,32.38,0.20718691441597362,0.1902162604062169,0.22286619433117183,mobilenetv3_large_100,mobilenetv3_large_100_classification,MobileNet-V3-Large,classification,imagenet,mobilenetv3_large_100,Convolutional,Semantic,Convolutional,,,,,,,
seresnext50_32x4d_classification,crsa,0.2174060344696045,0.16380652785301208,0.2710055410861969,2,Fig2 architecture,Convolutional,#e69f00,6.0,-0.38,32.38,0.20718691441597362,0.1902162604062169,0.22286619433117183,seresnext50_32x4d,seresnext50_32x4d_classification,SEResNext50-32x4D,classification,imagenet,seresnext50_32x4d,Convolutional,Semantic,Convolutional,,,,,,,
semnasnet_100_classification,crsa,0.1670393943786621,0.15890128910541534,0.17517749965190887,2,Fig2 architecture,Convolutional,#e69f00,7.0,-0.38,32.38,0.20718691441597362,0.1902162604062169,0.22286619433117183,semnasnet_100,semnasnet_100_classification,SemNASNet100,classification,imagenet,semnasnet_100,Convolutional,Semantic,Convolutional,,,,,,,
resnet18_classification,crsa,0.18189629167318344,0.15027335286140442,0.21351923048496246,2,Fig2 architecture,Convolutional,#e69f00,8.0,-0.38,32.38,0.20718691441597362,0.1902162604062169,0.22286619433117183,resnet18,resnet18_classification,ResNet18,classification,imagenet,resnet18,Convolutional,Semantic,Convolutional,,,,,,,
nf_resnet50_classification,crsa,0.2445601150393486,0.15811072289943695,0.33100950717926025,2,Fig2 architecture,Convolutional,#e69f00,9.0,-0.38,32.38,0.20718691441597362,0.1902162604062169,0.22286619433117183,nf_resnet50,nf_resnet50_classification,NF-ResNet50,classification,imagenet,nf_resnet50,Convolutional,Semantic,Convolutional,,,,,,,
