model,eval_type,mean,ci_lo,ci_hi,n_subjects,panel,group_label,group_color,x,x_start,x_end,mean_group,ci_lo_group,ci_hi_group,deepnsd_model,model_string,model_display_name,train_type,train_data,architecture,model_class,task_cluster,compare_architecture,compare_goal_slip,compare_goal_taskonomy_tasks,compare_goal_taskonomy_cluster,compare_diet_ipcl,compare_goal_selfsupervised,compare_goal_contrastive,compare_diet_imagenetsize
squeezenet1_0_classification,crsa,0.30258072912693024,0.2822190523147583,0.3229424059391022,2,Fig2 architecture,Convolutional,#e69f00,0.0,-0.38,32.38,0.21103224609837387,0.18963104907536146,0.23105352010126368,squeezenet1_0,squeezenet1_0_classification,SqueezeNet1.0,classification,imagenet,squeezenet1_0,Convolutional,Semantic,Convolutional,,,,,,,
densenet121_classification,crsa,0.1717633232474327,0.14066950976848602,0.2028571367263794,2,Fig2 architecture,Convolutional,#e69f00,1.0,-0.38,32.38,0.21103224609837387,0.18963104907536146,0.23105352010126368,densenet121,densenet121_classification,DenseNet121,classification,imagenet,densenet121,Convolutional,Semantic,Convolutional,,,,,,,
alexnet_classification,crsa,0.26045528054237366,0.24991440773010254,0.2709961533546448,2,Fig2 architecture,Convolutional,#e69f00,2.0,-0.38,32.38,0.21103224609837387,0.18963104907536146,0.23105352010126368,alexnet,alexnet_classification,AlexNet,classification,imagenet,alexnet,Convolutional,Semantic,Convolutional,,,,,,,
vgg16_classification,crsa,0.32674115896224976,0.3128702640533447,0.3406120538711548,2,Fig2 architecture,Convolutional,#e69f00,3.0,-0.38,32.38,0.21103224609837387,0.18963104907536146,0.23105352010126368,vgg16,vgg16_classification,VGG16,classification,imagenet,vgg16,Convolutional,Semantic,Convolutional,,,,,,,
regnety_064_classification,crsa,0.2783973515033722,0.24369537830352783,0.31309932470321655,2,Fig2 architecture,Convolutional,#e69f00,4.0,-0.38,32.38,0.21103224609837387,0.18963104907536146,0.23105352010126368,regnety_064,regnety_064_classification,RegNetY-64,classification,imagenet,regnety_064,Convolutional,Semantic,Convolutional,,,,,,,
ghostnet_100_classification,crsa,0.18246354162693024,0.1580202281475067,0.20690685510635376,2,Fig2 architecture,Convolutional,#e69f00,5.0,-0.38,32.38,0.21103224609837387,0.18963104907536146,0.23105352010126368,ghostnet_100,ghostnet_100_classification,GhostNet100,classification,imagenet,ghostnet_100,Convolutional,Semantic,Convolutional,,,,,,,
hardcorenas_a_classification,crsa,0.2514215409755707,0.21979627013206482,0.28304681181907654,2,Fig2 architecture,Convolutional,#e69f00,6.0,-0.38,32.38,0.21103224609837387,0.18963104907536146,0.23105352010126368,hardcorenas_a,hardcorenas_a_classification,HardCoreNAS-A,classification,imagenet,hardcorenas_a,Convolutional,Semantic,Convolutional,,,,,,,
nfnet_l0_classification,crsa,0.23652752488851547,0.19415299594402313,0.2789020538330078,2,Fig2 architecture,Convolutional,#e69f00,7.0,-0.38,32.38,0.21103224609837387,0.18963104907536146,0.23105352010126368,nfnet_l0,nfnet_l0_classification,NF-Net-L0,classification,imagenet,nfnet_l0,Convolutional,Semantic,Convolutional,,,,,,,
resnet152_classification,crsa,0.0680777058005333,0.048978619277477264,0.08717679232358932,2,Fig2 architecture,Convolutional,#e69f00,8.0,-0.38,32.38,0.21103224609837387,0.18963104907536146,0.23105352010126368,resnet152,resnet152_classification,ResNet152,classification,imagenet,resnet152,Convolutional,Semantic,Convolutional,,,,,,,
googlenet_classification,crsa,0.15590785443782806,0.12503592669963837,0.18677978217601776,2,Fig2 architecture,Convolutional,#e69f00,9.0,-0.38,32.38,0.21103224609837387,0.18963104907536146,0.23105352010126368,googlenet,googlenet_classification,GoogleNet,classification,imagenet,googlenet,Convolutional,Semantic,Convolutional,,,,,,,
