model,eval_type,mean,ci_lo,ci_hi,n_subjects,panel,group_label,group_color,x,x_start,x_end,mean_group,ci_lo_group,ci_hi_group,deepnsd_model,model_string,model_display_name,train_type,train_data,architecture,model_class,task_cluster,compare_architecture,compare_goal_slip,compare_goal_taskonomy_tasks,compare_goal_taskonomy_cluster,compare_diet_ipcl,compare_goal_selfsupervised,compare_goal_contrastive,compare_diet_imagenetsize
vgg16_classification,crsa,0.28589352667331697,0.2507357567548752,0.31706140637397767,5,Fig2 architecture,Convolutional,#e69f00,0.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,vgg16,vgg16_classification,VGG16,classification,imagenet,vgg16,Convolutional,Semantic,Convolutional,,,,,,,
squeezenet1_0_classification,crsa,0.2719850420951843,0.24013696908950805,0.29950061440467834,5,Fig2 architecture,Convolutional,#e69f00,1.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,squeezenet1_0,squeezenet1_0_classification,SqueezeNet1.0,classification,imagenet,squeezenet1_0,Convolutional,Semantic,Convolutional,,,,,,,
alexnet_classification,crsa,0.23967551589012145,0.20616214573383332,0.27752142287790754,5,Fig2 architecture,Convolutional,#e69f00,2.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,alexnet,alexnet_classification,AlexNet,classification,imagenet,alexnet,Convolutional,Semantic,Convolutional,,,,,,,
ghostnet_100_classification,crsa,0.15991181135177612,0.12336058616638183,0.2056856632232666,5,Fig2 architecture,Convolutional,#e69f00,3.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,ghostnet_100,ghostnet_100_classification,GhostNet100,classification,imagenet,ghostnet_100,Convolutional,Semantic,Convolutional,,,,,,,
dla34_classification,crsa,0.1795997604727745,0.13763858675956725,0.22156093418598174,5,Fig2 architecture,Convolutional,#e69f00,4.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,dla34,dla34_classification,DLA34,classification,imagenet,dla34,Convolutional,Semantic,Convolutional,,,,,,,
seresnext50_32x4d_classification,crsa,0.18934798687696458,0.13582429736852647,0.2390223890542984,5,Fig2 architecture,Convolutional,#e69f00,5.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,seresnext50_32x4d,seresnext50_32x4d_classification,SEResNext50-32x4D,classification,imagenet,seresnext50_32x4d,Convolutional,Semantic,Convolutional,,,,,,,
densenet121_classification,crsa,0.1651919960975647,0.1560375213623047,0.18059662878513336,5,Fig2 architecture,Convolutional,#e69f00,6.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,densenet121,densenet121_classification,DenseNet121,classification,imagenet,densenet121,Convolutional,Semantic,Convolutional,,,,,,,
hardcorenas_a_classification,crsa,0.23547546863555907,0.1960205316543579,0.28609914481639864,5,Fig2 architecture,Convolutional,#e69f00,7.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,hardcorenas_a,hardcorenas_a_classification,HardCoreNAS-A,classification,imagenet,hardcorenas_a,Convolutional,Semantic,Convolutional,,,,,,,
skresnext50_32x4d_classification,crsa,0.20783448219299316,0.15737103819847106,0.25829792618751524,5,Fig2 architecture,Convolutional,#e69f00,8.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,skresnext50_32x4d,skresnext50_32x4d_classification,SKResNext50-32x4D,classification,imagenet,skresnext50_32x4d,Convolutional,Semantic,Convolutional,,,,,,,
mobilenetv3_large_100_classification,crsa,0.2251576840877533,0.18648554682731627,0.26389311254024506,5,Fig2 architecture,Convolutional,#e69f00,9.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,mobilenetv3_large_100,mobilenetv3_large_100_classification,MobileNet-V3-Large,classification,imagenet,mobilenetv3_large_100,Convolutional,Semantic,Convolutional,,,,,,,
nfnet_l0_classification,crsa,0.24403388798236847,0.17684087455272673,0.2980387985706329,5,Fig2 architecture,Convolutional,#e69f00,10.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,nfnet_l0,nfnet_l0_classification,NF-Net-L0,classification,imagenet,nfnet_l0,Convolutional,Semantic,Convolutional,,,,,,,
semnasnet_100_classification,crsa,0.2108157366514206,0.16857605278491974,0.25763139724731443,5,Fig2 architecture,Convolutional,#e69f00,11.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,semnasnet_100,semnasnet_100_classification,SemNASNet100,classification,imagenet,semnasnet_100,Convolutional,Semantic,Convolutional,,,,,,,
resnet18_classification,crsa,0.21211673319339752,0.18413044214248658,0.23357712030410765,5,Fig2 architecture,Convolutional,#e69f00,12.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,resnet18,resnet18_classification,ResNet18,classification,imagenet,resnet18,Convolutional,Semantic,Convolutional,,,,,,,
googlenet_classification,crsa,0.18031237423419952,0.14754427671432496,0.21874386966228485,5,Fig2 architecture,Convolutional,#e69f00,13.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,googlenet,googlenet_classification,GoogleNet,classification,imagenet,googlenet,Convolutional,Semantic,Convolutional,,,,,,,
regnetx_064_classification,crsa,0.20404542982578278,0.1701126992702484,0.23977725505828856,5,Fig2 architecture,Convolutional,#e69f00,14.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,regnetx_064,regnetx_064_classification,RegNetX-64,classification,imagenet,regnetx_064,Convolutional,Semantic,Convolutional,,,,,,,
regnety_064_classification,crsa,0.21730394065380096,0.1962558001279831,0.24115470945835113,5,Fig2 architecture,Convolutional,#e69f00,15.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,regnety_064,regnety_064_classification,RegNetY-64,classification,imagenet,regnety_064,Convolutional,Semantic,Convolutional,,,,,,,
resnet101_classification,crsa,0.2200290322303772,0.190473535656929,0.25206958651542666,5,Fig2 architecture,Convolutional,#e69f00,16.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,resnet101,resnet101_classification,ResNet101,classification,imagenet,resnet101,Convolutional,Semantic,Convolutional,,,,,,,
convnext_large_classification,crsa,0.18704430609941483,0.136435304582119,0.22929837703704833,5,Fig2 architecture,Convolutional,#e69f00,17.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,convnext_large,convnext_large_classification,ConvNext-L,classification,imagenet,convnext_large,Convolutional,Semantic,Convolutional,,,,,,,imagenet
nf_resnet50_classification,crsa,0.2134651154279709,0.17192650139331817,0.25324802100658417,5,Fig2 architecture,Convolutional,#e69f00,18.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,nf_resnet50,nf_resnet50_classification,NF-ResNet50,classification,imagenet,nf_resnet50,Convolutional,Semantic,Convolutional,,,,,,,
shufflenet_v2_x1_0_classification,crsa,0.23421356379985808,0.1946413218975067,0.2830902636051178,5,Fig2 architecture,Convolutional,#e69f00,19.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,shufflenet_v2_x1_0,shufflenet_v2_x1_0_classification,ShuffleNet-V2-x1.0,classification,imagenet,shufflenet_v2_x1_0,Convolutional,Semantic,Convolutional,,,,,,,
efficientnet_b3_classification,crsa,0.20858860313892363,0.1606389492750168,0.24903437495231628,5,Fig2 architecture,Convolutional,#e69f00,20.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,efficientnet_b3,efficientnet_b3_classification,EfficientNet-B3,classification,imagenet,efficientnet_b3,Convolutional,Semantic,Convolutional,,,,,,,
resnet50_classification,crsa,0.21790383458137513,0.17829322516918183,0.25412469208240507,5,Fig2 architecture,Convolutional,#e69f00,21.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,resnet50,resnet50_classification,ResNet50,classification,imagenet,resnet50,Convolutional,Semantic,Convolutional,,,,,,,
resnet152_classification,crsa,0.1652170166373253,0.11776331067085266,0.20417530238628387,5,Fig2 architecture,Convolutional,#e69f00,22.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,resnet152,resnet152_classification,ResNet152,classification,imagenet,resnet152,Convolutional,Semantic,Convolutional,,,,,,,
inception_v3_classification,crsa,0.21304928064346312,0.19920348525047302,0.2271522969007492,5,Fig2 architecture,Convolutional,#e69f00,23.0,-0.38,32.38,0.2051980261098255,0.19066134366686596,0.21864747914513855,inception_v3,inception_v3_classification,Inception-V3,classification,imagenet,inception_v3,Convolutional,Semantic,Convolutional,,,,,,,
